time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/approx_kl,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/value_loss,train/clip_range,train/learning_rate,train/loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
13,7,219,1664,0.015440878,0.095703125,-1.132500410079956,0.13516871631145477,4.657432436943054,48,0.01303464942611754,0.2,0.0003,-0.02085014432668686,-0.0132376030087471,,
14,8,220,1792,0.012434112,0.072265625,-3.4213361740112305,0.1351427137851715,4.6589367389678955,52,0.01141327730147168,0.2,0.0003,-0.010555919259786606,-0.006875359220430255,,
15,8,219,1920,0.0053876718,0.013671875,-0.7309179306030273,0.13512146472930908,4.660445928573608,56,0.009984527598135173,0.2,0.0003,-0.007432473823428154,-0.003125636256299913,,
16,9,219,2048,0.0092483265,0.041015625,-1.3245458602905273,0.13512049615383148,4.661347031593323,60,0.009085794445127249,0.2,0.0003,-0.008612396195530891,-0.004529507597908378,,
17,9,219,2176,0.0067202896,0.0234375,-6.6845526695251465,0.1351223587989807,4.661165356636047,64,0.0067666339164134115,0.2,0.0003,-0.006598905194550753,-0.003788938280194998,,
18,10,218,2304,0.0018730224,0.0,-2.941965341567993,0.13511240482330322,4.661326289176941,68,0.006003457063343376,0.2,0.0003,0.0009712339378893375,0.0014187212800607085,,
19,11,218,2432,0.010012376,0.046875,-55.22441864013672,0.1351161003112793,4.66180419921875,72,0.006649831426329911,0.2,0.0003,-0.020197847858071327,-0.011373745743185282,,
20,11,219,2560,0.007264507,0.021484375,-14.70907211303711,0.13510939478874207,4.66150963306427,76,0.004451754328329116,0.2,0.0003,-0.010716320015490055,-0.004103811923414469,,
21,12,219,2688,0.0048939385,0.017578125,-2.2888705730438232,0.13506309688091278,4.662768840789795,80,0.0037877188296988606,0.2,0.0003,-0.0057968818582594395,-0.0026863988023251295,,
22,12,219,2816,0.0071147503,0.03125,-1.8820617198944092,0.13500861823558807,4.665925741195679,84,0.003387032018508762,0.2,0.0003,-0.014440064318478107,-0.006783055141568184,,
23,13,219,2944,0.0055686934,0.009765625,-4.246020317077637,0.13495507836341858,4.669096350669861,88,0.002713972586207092,0.2,0.0003,-0.0036973252426832914,4.6696048229932785e-05,,
24,13,219,3072,0.01569306,0.078125,-15.134300231933594,0.13492044806480408,4.672005772590637,92,0.003049427818041295,0.2,0.0003,-0.019372764974832535,-0.011561197228729725,,
25,14,219,3200,0.0096406955,0.048828125,-60.06986618041992,0.13489894568920135,4.673660755157471,96,0.003040598036022857,0.2,0.0003,-0.014952920377254486,-0.00665331119671464,3200.0,59.175583
26,15,219,3328,0.014324123,0.080078125,-22.496288299560547,0.1348789930343628,4.674883723258972,100,0.0027251970896031708,0.2,0.0003,-0.013706056401133537,-0.006992806680500507,3200.0,59.175583
27,15,218,3456,0.01241152,0.0625,0.5803920030593872,0.1348648965358734,4.675977349281311,104,0.007355397683568299,0.2,0.0003,-0.015355817973613739,-0.008595537627115846,3200.0,59.175583
28,16,218,3584,0.009444971,0.0390625,-5.965949535369873,0.1348576694726944,4.676671028137207,108,0.002241970330942422,0.2,0.0003,-0.015010140836238861,-0.0076401797123253345,3200.0,59.175583
29,16,218,3712,0.0125750825,0.052734375,-35.268104553222656,0.13486038148403168,4.676864147186279,112,0.0017855048936326057,0.2,0.0003,-0.009274639189243317,-0.005663681076839566,3200.0,59.175583
30,17,218,3840,0.0127822645,0.072265625,-9.589438438415527,0.1348661631345749,4.676576733589172,116,0.0017075762443710119,0.2,0.0003,-0.008736931718885899,-0.004125629318878055,3200.0,59.175583
31,18,218,3968,0.016734997,0.09375,-13.019737243652344,0.13489781320095062,4.675827145576477,120,0.001691083743935451,0.2,0.0003,-0.01313833985477686,-0.00879371422342956,3200.0,59.175583
32,18,218,4096,0.013561668,0.076171875,-27.60171127319336,0.13492712378501892,4.673718214035034,124,0.001373422535834834,0.2,0.0003,-0.01567966304719448,-0.008881208021193743,3200.0,59.175583
33,19,219,4224,0.017481327,0.099609375,-9.216523170471191,0.1349245011806488,4.672655940055847,128,0.0012576421140693128,0.2,0.0003,-0.02004406414926052,-0.012802422512322664,3200.0,59.175583
34,19,219,4352,0.007155725,0.02734375,-22.368696212768555,0.1349063217639923,4.673265218734741,132,0.0012479418073780835,0.2,0.0003,-0.008542326278984547,-0.0031079270411282778,3200.0,59.175583
35,20,219,4480,0.015551709,0.072265625,-22.997764587402344,0.13488943874835968,4.674358606338501,136,0.0013828684168402106,0.2,0.0003,-0.02261114865541458,-0.011795507743954659,3200.0,59.175583
36,20,219,4608,0.012468884,0.064453125,-93.75170135498047,0.1348671019077301,4.6754302978515625,140,0.0013002194464206696,0.2,0.0003,-0.007083236239850521,-0.003623365890234709,3200.0,59.175583
37,21,219,4736,0.016832756,0.083984375,-24.605281829833984,0.1348559558391571,4.676610469818115,144,0.001017976857838221,0.2,0.0003,-0.02006530575454235,-0.012556639267131686,3200.0,59.175583
38,22,219,4864,0.027196694,0.1484375,-6.331552982330322,0.13484950363636017,4.677112698554993,148,0.001494931522756815,0.2,0.0003,-0.020726222544908524,-0.013317492557689548,3200.0,59.175583
39,22,219,4992,0.009684697,0.044921875,-8.348526000976562,0.13484032452106476,4.677496671676636,152,0.0009496135608060285,0.2,0.0003,-0.005876852199435234,-0.0018300958909094334,3200.0,59.175583
40,23,219,5120,0.013249604,0.068359375,-7.838264465332031,0.13481105864048004,4.6784268617630005,156,0.0011495960061438382,0.2,0.0003,-0.014794286340475082,-0.007943956647068262,3200.0,59.175583
41,23,220,5248,0.023086129,0.1328125,-12.088264465332031,0.1347842514514923,4.680297255516052,160,0.0012134801072534174,0.2,0.0003,-0.018190916627645493,-0.012703080661594868,3200.0,59.175583
42,24,220,5376,0.014207827,0.0703125,-10.79907512664795,0.13475342094898224,4.6818037033081055,164,0.0009812335629248992,0.2,0.0003,-0.012047545053064823,-0.007577631389722228,3200.0,59.175583
43,25,220,5504,0.014832644,0.078125,-24.96029281616211,0.13470149040222168,4.684139609336853,168,0.0013172503095120192,0.2,0.0003,-0.006503604352474213,-0.004383431514725089,3200.0,59.175583
44,25,220,5632,0.02236545,0.107421875,-13.475083351135254,0.1346680372953415,4.6870317459106445,172,0.0010259293776471168,0.2,0.0003,-0.025929683819413185,-0.015246445080265403,3200.0,59.175583
45,26,220,5760,0.014524289,0.080078125,-31.34286117553711,0.13465209305286407,4.688525319099426,176,0.0013953250017948449,0.2,0.0003,-0.016562581062316895,-0.007905630627647042,3200.0,59.175583
46,26,220,5888,0.007061,0.02734375,-17.659196853637695,0.13461920619010925,4.689667582511902,180,0.0012986285146325827,0.2,0.0003,-0.008350234478712082,-0.002486384124495089,3200.0,59.175583
47,27,220,6016,0.01434916,0.068359375,-42.70882797241211,0.13457027077674866,4.692070007324219,184,0.0009118525194935501,0.2,0.0003,-0.010103768669068813,-0.006647254806011915,3200.0,59.175583
48,27,220,6144,0.014836492,0.068359375,-49.05805206298828,0.1345154345035553,4.695130825042725,188,0.0009945070778485388,0.2,0.0003,-0.024432145059108734,-0.012506992556154728,3200.0,59.175583
49,28,220,6272,0.014342537,0.080078125,-29.567426681518555,0.13447067141532898,4.698284983634949,192,0.0008154538954840973,0.2,0.0003,-0.007411647122353315,-0.003920160699635744,3200.0,59.175583
50,29,219,6400,0.018597426,0.099609375,-18.3480224609375,0.13443617522716522,4.700661063194275,196,0.0006415689858840778,0.2,0.0003,-0.015051175840198994,-0.009887256659567356,3200.0,58.9343565
51,29,219,6528,0.01350277,0.080078125,-24.952194213867188,0.1344107687473297,4.70249879360199,200,0.0006262001406867057,0.2,0.0003,-0.02451307326555252,-0.012634584680199623,3200.0,58.9343565
52,30,219,6656,0.014748833,0.07421875,0.806679368019104,0.13438166677951813,4.704060792922974,204,0.0038316628197208047,0.2,0.0003,-0.013204386457800865,-0.00752905267290771,3200.0,58.9343565
53,30,219,6784,0.011953708,0.0625,-10.260429382324219,0.13435626029968262,4.7057284116744995,208,0.0015668092237319797,0.2,0.0003,-0.021869361400604248,-0.011349912732839584,3200.0,58.9343565
54,31,219,6912,0.01817155,0.10546875,-15.128145217895508,0.13433250784873962,4.7071921825408936,212,0.0006361824925988913,0.2,0.0003,-0.02553129568696022,-0.012778808362782001,3200.0,58.9343565
55,32,219,7040,0.013567513,0.078125,-12.14029312133789,0.13429400324821472,4.708861827850342,216,0.0007871689304010943,0.2,0.0003,-0.0006488704239018261,-0.0009144750656560063,3200.0,58.9343565
56,32,219,7168,0.011923159,0.0546875,-5.918128967285156,0.13425672054290771,4.711261510848999,220,0.0008752022113185376,0.2,0.0003,-0.027720682322978973,-0.014018353540450335,3200.0,58.9343565
57,33,219,7296,0.013887213,0.0703125,-19.4019718170166,0.13423466682434082,4.713186979293823,224,0.0008169082429958507,0.2,0.0003,-0.018193136900663376,-0.00939059304073453,3200.0,58.9343565
58,33,219,7424,0.012477245,0.064453125,-5.074766635894775,0.13421112298965454,4.71440064907074,228,0.0007207479793578386,0.2,0.0003,-0.023096362128853798,-0.011276223696768284,3200.0,58.9343565
59,34,219,7552,0.01636899,0.08203125,-130.25405883789062,0.1341598480939865,4.716384649276733,232,0.0006849702185718343,0.2,0.0003,-0.007753618527203798,-0.004935684730298817,3200.0,58.9343565
60,34,219,7680,0.010224446,0.046875,-15.195882797241211,0.1341257095336914,4.719320058822632,236,0.0007785796624375507,0.2,0.0003,-0.01081629004329443,-0.006162850419059396,3200.0,58.9343565
61,35,219,7808,0.014722343,0.078125,-21.367841720581055,0.1341134011745453,4.7207417488098145,240,0.000749244776670821,0.2,0.0003,-0.013211965560913086,-0.0066773309372365475,3200.0,58.9343565
62,36,219,7936,0.009983661,0.046875,-24.68642807006836,0.13406619429588318,4.722009062767029,244,0.0008040040847845376,0.2,0.0003,-0.004542175214737654,-0.002657900331541896,3200.0,58.9343565
63,36,219,8064,0.01322959,0.064453125,-3.543525218963623,0.13402032852172852,4.725144028663635,248,0.0007615702197654173,0.2,0.0003,-0.02140788547694683,-0.012808654457330704,3200.0,58.9343565
64,37,219,8192,0.02359228,0.125,-12.638936042785645,0.13399724662303925,4.7273253202438354,252,0.0005376759945647791,0.2,0.0003,-0.03106382116675377,-0.019692473579198122,3200.0,58.9343565
65,37,219,8320,0.018209215,0.10546875,-9.987762451171875,0.13397926092147827,4.728497266769409,256,0.0008937935199355707,0.2,0.0003,-0.014914375729858875,-0.010066221235319972,3200.0,58.9343565
66,38,220,8448,0.014629627,0.083984375,-8.377168655395508,0.133963480591774,4.729550719261169,260,0.0007322383753489703,0.2,0.0003,-0.011600772850215435,-0.006513756699860096,3200.0,58.9343565
67,38,220,8576,0.008359598,0.033203125,-4.493901252746582,0.13395284116268158,4.730409622192383,264,0.000440033501945436,0.2,0.0003,-0.010239196941256523,-0.004323761677369475,3200.0,58.9343565
68,39,220,8704,0.008171465,0.0390625,-1.7154333591461182,0.13394184410572052,4.730988144874573,268,0.00046339561231434345,0.2,0.0003,-0.021051067858934402,-0.009023652877658606,3200.0,58.9343565
69,40,220,8832,0.013601129,0.068359375,-4.045932769775391,0.13392677903175354,4.731730580329895,272,0.0006837901164544746,0.2,0.0003,-0.02543570287525654,-0.013126798905432224,3200.0,58.9343565
70,40,220,8960,0.019971013,0.115234375,-27.574478149414062,0.13391010463237762,4.732726335525513,276,0.000626636014203541,0.2,0.0003,-0.02008243091404438,-0.011853214702568948,3200.0,58.9343565
71,41,220,9088,0.024583137,0.138671875,-4.2386932373046875,0.1338985413312912,4.733580946922302,280,0.0006495720735983923,0.2,0.0003,-0.01755361445248127,-0.012464563827961683,3200.0,58.9343565
72,41,220,9216,0.021670673,0.109375,-4.322700500488281,0.13386766612529755,4.734595537185669,284,0.0006328503222903237,0.2,0.0003,-0.016836462542414665,-0.010633373633027077,3200.0,58.9343565
73,42,220,9344,0.017186971,0.1015625,-13.905699729919434,0.13383859395980835,4.736591696739197,288,0.0002633020412758924,0.2,0.0003,-0.018057391047477722,-0.010919128078967333,3200.0,58.9343565
74,42,221,9472,0.017254122,0.091796875,-2.5606729984283447,0.13380616903305054,4.7382972240448,292,0.0004913280645268969,0.2,0.0003,-0.018767178058624268,-0.008499685325659811,3200.0,58.9343565
75,43,220,9600,0.006356041,0.02734375,-7.531477928161621,0.13376717269420624,4.74040949344635,296,0.0003179413834004663,0.2,0.0003,-0.012461205013096333,-0.004596656188368797,3200.0,58.744386
76,44,220,9728,0.019046335,0.126953125,-3.427999973297119,0.13371890783309937,4.742986559867859,300,0.0004087067427462898,0.2,0.0003,-0.0013075899332761765,-0.0027921784203499556,3200.0,58.744386
77,44,220,9856,0.01108804,0.046875,0.8778462409973145,0.13368991017341614,4.74559211730957,304,0.002718843868933618,0.2,0.0003,-0.016656918451189995,-0.008473151363432407,3200.0,58.744386
78,45,220,9984,0.0082638115,0.03125,-2.5968756675720215,0.13368359208106995,4.746720552444458,308,0.0019568603602238,0.2,0.0003,-0.007677412126213312,-0.0026967250742018223,3200.0,58.744386
79,45,220,10112,0.0126312915,0.0625,-14.680216789245605,0.13367390632629395,4.747037649154663,312,0.00025343500237795524,0.2,0.0003,-0.01512216031551361,-0.007091132923960686,3200.0,58.744386
80,46,220,10240,0.006759676,0.029296875,-8.709900856018066,0.1336473822593689,4.7480292320251465,316,0.0004494467575568706,0.2,0.0003,-0.00923464260995388,-0.002848598058335483,3200.0,58.744386
81,46,221,10368,0.014743413,0.076171875,-2.14762282371521,0.13361890614032745,4.749760270118713,320,0.0005097056709928438,0.2,0.0003,-0.013404683209955692,-0.007430343888700008,3200.0,58.744386
82,47,221,10496,0.017217912,0.09375,-9.74709701538086,0.13359025120735168,4.751429796218872,324,0.00023790296472725458,0.2,0.0003,-0.02171092852950096,-0.011433569714426994,3200.0,58.744386
83,47,221,10624,0.0076552453,0.037109375,-13.173469543457031,0.13354557752609253,4.753457546234131,328,0.00028263758576940745,0.2,0.0003,-0.006130410358309746,-0.0020588835468515754,3200.0,58.744386
84,48,221,10752,0.015320819,0.09375,-5.131599426269531,0.13348950445652008,4.756494402885437,332,0.0004846006486332044,0.2,0.0003,-0.009042072109878063,-0.005941597279161215,3200.0,58.744386
85,49,221,10880,0.010247088,0.052734375,-13.981049537658691,0.13344328105449677,4.759654879570007,336,0.00031937634776113555,0.2,0.0003,-0.024931900203227997,-0.01164330542087555,3200.0,58.744386
86,49,221,11008,0.007920699,0.029296875,-18.563255310058594,0.13340073823928833,4.762309312820435,340,0.0002965213716379367,0.2,0.0003,-0.005866111256182194,-0.0007672128267586231,3200.0,58.744386
87,50,222,11136,0.009419631,0.0390625,-32.368927001953125,0.13333463668823242,4.765198349952698,344,0.00022290840206551366,0.2,0.0003,-0.013462885282933712,-0.005976459942758083,3200.0,58.744386
88,50,222,11264,0.020552544,0.12109375,-11.667494773864746,0.1332569271326065,4.769593238830566,348,0.000576806312892586,0.2,0.0003,-0.024525120854377747,-0.014724316773936152,3200.0,58.744386
89,51,222,11392,0.024150375,0.138671875,-12.111793518066406,0.1331881433725357,4.774075269699097,352,0.00014616419502999634,0.2,0.0003,-0.019918443635106087,-0.012445216067135334,3200.0,58.744386
90,51,222,11520,0.008061241,0.0390625,-3.579235076904297,0.13313080370426178,4.778016805648804,356,0.00029044381517451257,0.2,0.0003,-0.0008346327813342214,0.0006626100512221456,3200.0,58.744386
91,52,222,11648,0.008493968,0.0390625,-2.722846508026123,0.13308647274971008,4.7811115980148315,360,0.0006013535312376916,0.2,0.0003,-0.024072928354144096,-0.010628777206875384,3200.0,58.744386
92,52,222,11776,0.023900695,0.1484375,-1.9023993015289307,0.13305406272411346,4.783554553985596,364,0.00031576745459460653,0.2,0.0003,-0.01800188049674034,-0.012395110679790378,3200.0,58.744386
93,53,222,11904,0.019166876,0.111328125,-0.6102179288864136,0.13303670287132263,4.78512704372406,368,0.0005310062260832638,0.2,0.0003,-0.015941666439175606,-0.009878393961116672,3200.0,58.744386
94,53,223,12032,0.014691022,0.078125,-3.118673801422119,0.13301430642604828,4.786202311515808,372,0.0004523109455476515,0.2,0.0003,-0.02041696012020111,-0.009651158237829804,3200.0,58.744386
95,54,223,12160,0.017684482,0.109375,-1.8770439624786377,0.13297830522060394,4.787795424461365,376,0.00035587375896284357,0.2,0.0003,-0.009469774551689625,-0.006615408696234226,3200.0,58.744386
96,55,223,12288,0.017911466,0.095703125,-2.0235116481781006,0.13294187188148499,4.790123343467712,380,0.0002766480320133269,0.2,0.0003,-0.026879433542490005,-0.01320914109237492,3200.0,58.744386
97,55,223,12416,0.015746908,0.072265625,-7.528957366943359,0.13295303285121918,4.79146933555603,384,0.0002945039959740825,0.2,0.0003,-0.0043713110499084,-0.0030225813388824463,3200.0,58.744386
98,56,223,12544,0.008097119,0.029296875,-1.3541615009307861,0.1329846978187561,4.790064215660095,388,0.00017473389380029403,0.2,0.0003,-0.022646790370345116,-0.009647047379985452,3200.0,58.744386
99,56,223,12672,0.010149211,0.0546875,-2.2860920429229736,0.13301211595535278,4.7882444858551025,392,0.00011310233821859583,0.2,0.0003,-0.009278231300413609,-0.0032656185794621706,3156.25,56.91475425
100,57,222,12800,0.008334039,0.04296875,-0.06662309169769287,0.13303092122077942,4.786764621734619,396,2.136299043893814,0.2,0.0003,0.9732688069343567,-0.002937495242804289,3156.25,56.91475425
101,57,223,12928,0.010328645,0.046875,-2.899820327758789,0.1330457180738449,4.785793304443359,400,0.03541633969871327,0.2,0.0003,0.022783689200878143,-0.006544860545545816,3156.25,56.91475425
102,58,223,13056,0.019349713,0.09765625,-1.5988290309906006,0.1330709159374237,4.7847301959991455,404,0.00817811640445143,0.2,0.0003,-0.019399065524339676,-0.014902354683727026,3156.25,56.91475425
103,59,223,13184,0.014148489,0.076171875,-0.4805908203125,0.13308817148208618,4.783228754997253,408,0.00457320804707706,0.2,0.0003,-0.033085715025663376,-0.016657939180731773,3156.25,56.91475425
104,59,223,13312,0.022637255,0.142578125,-0.5667625665664673,0.13309378921985626,4.782500743865967,412,0.0022992538288235664,0.2,0.0003,-0.008585318922996521,-0.007480257656425238,3156.25,56.91475425
105,60,223,13440,0.0109267915,0.048828125,-0.12381398677825928,0.13309752941131592,4.782226204872131,416,0.0017252225952688605,0.2,0.0003,-0.018302829936146736,-0.008274988271296024,3156.25,56.91475425
106,60,223,13568,0.026223194,0.14453125,-0.4392216205596924,0.13309511542320251,4.782094717025757,420,0.0009399415575899184,0.2,0.0003,-0.014431514777243137,-0.010097455931827426,3156.25,56.91475425
107,61,223,13696,0.018071514,0.115234375,0.15508103370666504,0.1330711841583252,4.782688140869141,424,0.0008713593924767338,0.2,0.0003,-0.007430529687553644,-0.006771009415388107,3156.25,56.91475425
108,61,223,13824,0.01737236,0.095703125,0.6917098760604858,0.13306480646133423,4.783990144729614,428,0.0003756093356059864,0.2,0.0003,-0.022705629467964172,-0.013872428797185421,3156.25,56.91475425
109,62,223,13952,0.02082466,0.11328125,0.09293258190155029,0.13305282592773438,4.784207224845886,432,0.0011398086789995432,0.2,0.0003,-0.0062899780459702015,-0.005686809774488211,3156.25,56.91475425
110,62,224,14080,0.011861027,0.05859375,-0.06339061260223389,0.1330370008945465,4.785170316696167,436,0.0017462499818066135,0.2,0.0003,-0.029183030128479004,-0.013956170529127121,3156.25,56.91475425
111,63,224,14208,0.014362518,0.07421875,-2.039757490158081,0.13303500413894653,4.785892724990845,440,0.0016765020991442725,0.2,0.0003,-0.015194918029010296,-0.0080547098768875,3156.25,56.91475425
112,63,224,14336,0.015796142,0.0859375,-10.35029125213623,0.13304267823696136,4.785674452781677,444,0.0012249940627953038,0.2,0.0003,-0.0061834449879825115,-0.0038029314600862563,3156.25,56.91475425
113,64,224,14464,0.012452511,0.07421875,-6.39459753036499,0.13301509618759155,4.785794734954834,448,0.0014230476517695934,0.2,0.0003,-0.011805545538663864,-0.006180950673297048,3156.25,56.91475425
114,64,224,14592,0.007509418,0.02734375,-4.731432914733887,0.1329793483018875,4.787937879562378,452,0.0010841357288882136,0.2,0.0003,-0.01420066598802805,-0.005815862445160747,3156.25,56.91475425
115,65,224,14720,0.00865223,0.03515625,-12.947145462036133,0.13294778764247894,4.789929270744324,456,0.0011292525159660727,0.2,0.0003,-0.007891768589615822,-0.0028477604500949383,3156.25,56.91475425
116,66,224,14848,0.011496721,0.064453125,-1.5972118377685547,0.13293509185314178,4.791512370109558,460,0.0009337627561762929,0.2,0.0003,-0.0165024995803833,-0.008477495750412345,3156.25,56.91475425
117,66,224,14976,0.015742699,0.08984375,-2.016531229019165,0.13292628526687622,4.792064428329468,464,0.0011203436588402838,0.2,0.0003,-0.024931730702519417,-0.014361828099936247,3156.25,56.91475425
118,67,224,15104,0.019055061,0.099609375,-7.220544815063477,0.13295842707157135,4.791985034942627,468,0.00047558861842844635,0.2,0.0003,-0.02146111987531185,-0.012347047915682197,3156.25,56.91475425
119,67,225,15232,0.025409302,0.150390625,-11.33507251739502,0.1329992562532425,4.789494514465332,472,0.0005508076283149421,0.2,0.0003,-0.019777128472924232,-0.01306355744600296,3156.25,56.91475425
120,68,225,15360,0.011766837,0.056640625,-3.3775172233581543,0.1330317258834839,4.7872477769851685,476,0.00031509467225987464,0.2,0.0003,-0.012433522380888462,-0.005840759607963264,3156.25,56.91475425
121,68,225,15488,0.015978679,0.076171875,-1.925140619277954,0.13305746018886566,4.78550398349762,480,0.0005685317883035168,0.2,0.0003,-0.013138946145772934,-0.006978480378165841,3156.25,56.91475425
122,69,225,15616,0.022078767,0.107421875,-0.31670939922332764,0.1330597996711731,4.784348487854004,484,0.00025045294387382455,0.2,0.0003,-0.020622221753001213,-0.011682895012199879,3156.25,56.91475425
123,69,225,15744,0.018830774,0.09375,-1.065234899520874,0.1330450028181076,4.784773945808411,488,0.0003492449104669504,0.2,0.0003,-0.013184432871639729,-0.007193398661911488,3131.6,55.81452420000001
124,70,225,15872,0.016002994,0.0859375,0.02254706621170044,0.13303256034851074,4.785670161247253,492,1.9861668646335602,0.2,0.0003,0.9008200764656067,-0.014073910075239837,3131.6,55.81452420000001
125,71,225,16000,0.0066789417,0.017578125,-2.79972767829895,0.13302387297153473,4.786365866661072,496,0.02785654380568303,0.2,0.0003,0.02250652387738228,-0.0025233887135982513,3131.6,55.81452420000001
126,71,225,16128,0.016827948,0.103515625,0.5001473426818848,0.13301366567611694,4.786925196647644,500,0.011415191111154854,0.2,0.0003,-0.003269180655479431,-0.007616331335157156,3131.6,55.81452420000001
127,72,225,16256,0.010303032,0.052734375,0.1485065221786499,0.13300320506095886,4.787596106529236,504,0.004892821772955358,0.2,0.0003,-0.010449731722474098,-0.004983917810022831,3131.6,55.81452420000001
128,72,225,16384,0.010125253,0.056640625,-0.004324436187744141,0.1329999417066574,4.78808057308197,508,0.0035045577969867736,0.2,0.0003,-0.014359940774738789,-0.0069406600669026375,3131.6,55.81452420000001
129,73,225,16512,0.016092263,0.087890625,0.6307138800621033,0.13299594819545746,4.78829550743103,512,0.001587848732015118,0.2,0.0003,-0.018578115850687027,-0.009178765816614032,3131.6,55.81452420000001
130,73,225,16640,0.012692406,0.0703125,0.5323140621185303,0.13297152519226074,4.788868546485901,516,0.0017487315635662526,0.2,0.0003,-0.02765681967139244,-0.013625107472762465,3131.6,55.81452420000001
131,74,225,16768,0.021368194,0.1171875,0.6163569688796997,0.13293954730033875,4.7906458377838135,520,0.0013872928684577346,0.2,0.0003,-0.019086996093392372,-0.012055241037160158,3131.6,55.81452420000001
132,74,225,16896,0.023190374,0.130859375,0.5976833701133728,0.1329115331172943,4.792554020881653,524,0.002201387658715248,0.2,0.0003,-0.017318064346909523,-0.01122506707906723,3131.6,55.81452420000001
133,75,225,17024,0.021604393,0.125,0.01828521490097046,0.13289961218833923,4.793916344642639,528,0.0025527758334646933,0.2,0.0003,-0.019346633926033974,-0.012693408876657486,3131.6,55.81452420000001
134,76,225,17152,0.018971786,0.107421875,-2.6503756046295166,0.13290467858314514,4.794264197349548,532,0.0029767252854071558,0.2,0.0003,-0.02296426147222519,-0.012270455248653889,3131.6,55.81452420000001
135,76,225,17280,0.015796741,0.076171875,-2.676931858062744,0.13288897275924683,4.794156312942505,536,0.0023715694260317832,0.2,0.0003,-0.018784934654831886,-0.01001845533028245,3131.6,55.81452420000001
136,77,225,17408,0.007073291,0.0234375,-1.5844709873199463,0.13287955522537231,4.795300126075745,540,0.0015493843820877373,0.2,0.0003,-0.0027819229289889336,-0.0001955362968146801,3131.6,55.81452420000001
137,77,225,17536,0.022762533,0.125,-1.3840570449829102,0.1328696459531784,4.7956624031066895,544,0.0012192358262836933,0.2,0.0003,-0.043441642075777054,-0.023782404139637947,3131.6,55.81452420000001
138,78,225,17664,0.015932575,0.103515625,-3.562685489654541,0.13286235928535461,4.796367049217224,548,0.0012077285500708967,0.2,0.0003,-0.010510214604437351,-0.005095049738883972,3131.6,55.81452420000001
139,78,225,17792,0.018694313,0.123046875,-1.1495933532714844,0.13284236192703247,4.7969136238098145,552,0.0012338902160990983,0.2,0.0003,-0.010285802185535431,-0.008147532818838954,3131.6,55.81452420000001
140,79,225,17920,0.014836451,0.08984375,-0.408542275428772,0.13281476497650146,4.798400521278381,556,0.0008475074428133667,0.2,0.0003,-0.015867099165916443,-0.0106324371881783,3131.6,55.81452420000001
141,79,225,18048,0.011873985,0.064453125,-4.1056694984436035,0.13277824223041534,4.800282716751099,560,0.00066302006598562,0.2,0.0003,-0.01539172139018774,-0.007139797089621425,3131.6,55.81452420000001
