time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/approx_kl,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/value_loss,train/clip_range,train/learning_rate,train/loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
23,13,222,2944,0.0089807045,0.04296875,-37.94093704223633,0.13490355014801025,4.674375057220459,88,0.004141918616369367,0.2,0.0003,-0.012837731279432774,-0.0070433905348181725,,
24,13,222,3072,0.009060852,0.02734375,-16.69899559020996,0.13493847846984863,4.673509120941162,92,0.003562713915016502,0.2,0.0003,-0.010542154312133789,-0.004860506393015385,,
25,14,222,3200,0.010215596,0.0546875,-16.618804931640625,0.13496743142604828,4.671404004096985,96,0.003419332264456898,0.2,0.0003,-0.004777814727276564,-0.0032969973981380463,3200.0,58.303329
26,14,222,3328,0.005166539,0.005859375,-13.398946762084961,0.13499929010868073,4.669746398925781,100,0.0030250021954998374,0.2,0.0003,-0.01676608994603157,-0.0064362771809101105,3200.0,58.303329
27,15,222,3456,0.008074794,0.03125,0.7085871696472168,0.13503101468086243,4.66776978969574,104,0.015270529314875603,0.2,0.0003,-0.010278317146003246,-0.0067935362458229065,3200.0,58.303329
28,16,221,3584,0.0078775715,0.025390625,-13.493279457092285,0.13504554331302643,4.666213393211365,108,0.0036042777355760336,0.2,0.0003,-0.01997380331158638,-0.009901631157845259,3200.0,58.303329
29,16,221,3712,0.0060737906,0.017578125,-3.710775375366211,0.13504962623119354,4.665650725364685,112,0.003985527844633907,0.2,0.0003,-0.002802508417516947,-0.00023438828065991402,3200.0,58.303329
30,17,221,3840,0.010102492,0.056640625,-11.53083610534668,0.13507422804832458,4.665072917938232,116,0.0024172652047127485,0.2,0.0003,-0.010295296087861061,-0.006219514179974794,3200.0,58.303329
31,17,221,3968,0.010341706,0.052734375,-17.097312927246094,0.13508522510528564,4.663600325584412,120,0.0021092553215567023,0.2,0.0003,-0.013607477769255638,-0.008196692680940032,3200.0,58.303329
32,18,221,4096,0.011565447,0.046875,-17.037118911743164,0.13507981598377228,4.663547873497009,124,0.0019656881922855973,0.2,0.0003,-0.014520451426506042,-0.007733847945928574,3200.0,58.303329
33,19,221,4224,0.006212897,0.03125,-29.65636444091797,0.1350550353527069,4.664181113243103,128,0.002001253829803318,0.2,0.0003,-0.0003580136690288782,0.0006754170171916485,3200.0,58.303329
34,19,221,4352,0.008442126,0.03515625,-91.031005859375,0.13501840829849243,4.666014075279236,132,0.0018408376490697265,0.2,0.0003,-0.02106255665421486,-0.01045694388449192,3200.0,58.303329
35,20,221,4480,0.010124195,0.041015625,-17.141860961914062,0.13501247763633728,4.667766690254211,136,0.0011493457423057407,0.2,0.0003,-0.011319032870233059,-0.005151638761162758,3200.0,58.303329
36,20,221,4608,0.02563269,0.146484375,-6.297586917877197,0.13500337302684784,4.66787326335907,140,0.0012747505970764905,0.2,0.0003,-0.029011277481913567,-0.018730098847299814,3200.0,58.303329
37,21,222,4736,0.015142977,0.09765625,-27.4903564453125,0.134977787733078,4.66888153553009,144,0.001292012311751023,0.2,0.0003,-0.009836708195507526,-0.005665777949616313,3200.0,58.303329
38,21,222,4864,0.011522371,0.052734375,-54.995121002197266,0.1349683254957199,4.670169711112976,148,0.0011721820628736168,0.2,0.0003,-0.010492048226296902,-0.005883642937988043,3200.0,58.303329
39,22,222,4992,0.009902675,0.0546875,-13.377645492553711,0.13496750593185425,4.670420169830322,152,0.001492661307565868,0.2,0.0003,-0.011004531756043434,-0.0055022642482072115,3200.0,58.303329
40,23,222,5120,0.012728682,0.0546875,-11.788947105407715,0.13497382402420044,4.670416712760925,156,0.001123076246585697,0.2,0.0003,-0.01300175953656435,-0.006487938342615962,3200.0,58.303329
41,23,222,5248,0.017432641,0.091796875,-4.391895771026611,0.13499081134796143,4.669731140136719,160,0.0010484829545021057,0.2,0.0003,-0.02483307011425495,-0.013471848331391811,3200.0,58.303329
42,24,222,5376,0.028387403,0.171875,-15.436067581176758,0.13500364124774933,4.668734073638916,164,0.000920346676139161,0.2,0.0003,-0.017501449212431908,-0.01282908208668232,3200.0,58.303329
43,24,222,5504,0.028603755,0.181640625,-4.2678632736206055,0.1350235641002655,4.667904376983643,168,0.0010891564888879657,0.2,0.0003,-0.02326911874115467,-0.016707504051737487,3200.0,58.303329
44,25,222,5632,0.009880472,0.041015625,-12.435016632080078,0.1350300908088684,4.66682767868042,172,0.0007405158976325765,0.2,0.0003,-0.006809016689658165,-0.002575227990746498,3200.0,58.303329
45,25,222,5760,0.012547136,0.056640625,-2.391447067260742,0.13502606749534607,4.666771650314331,176,0.0006097278965171427,0.2,0.0003,-0.02198786288499832,-0.010280082933604717,3200.0,58.303329
46,26,222,5888,0.02285746,0.126953125,-23.450681686401367,0.13502977788448334,4.666915416717529,180,0.000609571739914827,0.2,0.0003,-0.0052109770476818085,-0.006198551971465349,3200.0,58.303329
47,27,222,6016,0.007917445,0.029296875,-28.215917587280273,0.13501742482185364,4.666814088821411,184,0.0004974459734512493,0.2,0.0003,-0.015927396714687347,-0.0059343371540308,3200.0,58.303329
48,27,222,6144,0.018420408,0.107421875,-5.382341384887695,0.13501226902008057,4.667669296264648,188,0.00044246223842492327,0.2,0.0003,-0.012077911756932735,-0.007795806508511305,3200.0,58.303329
49,28,222,6272,0.013641246,0.07421875,-30.130834579467773,0.13499529659748077,4.667982459068298,192,0.00042767856211867183,0.2,0.0003,-0.007644375320523977,-0.004257122054696083,3200.0,58.303329
50,28,221,6400,0.024398383,0.125,-5.9646687507629395,0.13496467471122742,4.669428586959839,196,0.00045177751599112526,0.2,0.0003,-0.021754220128059387,-0.01355285057798028,3200.0,57.973491499999994
51,29,221,6528,0.01571618,0.091796875,-1.3674867153167725,0.13494186103343964,4.671181797981262,200,0.0006219816132215783,0.2,0.0003,-0.0273906122893095,-0.011965445475652814,3200.0,57.973491499999994
52,30,221,6656,0.015882425,0.083984375,0.8501975536346436,0.1349266767501831,4.672293543815613,204,0.013193201273679733,0.2,0.0003,-0.026226922869682312,-0.015549514908343554,3200.0,57.973491499999994
53,30,221,6784,0.016152106,0.099609375,-2.628093957901001,0.134916752576828,4.673141002655029,208,0.0017154106317320839,0.2,0.0003,-0.004721313249319792,-0.004344914224930108,3200.0,57.973491499999994
54,31,221,6912,0.027684553,0.162109375,-2.133662700653076,0.1348930150270462,4.6738128662109375,212,0.0009098067239392549,0.2,0.0003,-0.01846361719071865,-0.014322267146781087,3200.0,57.973491499999994
55,31,221,7040,0.011080483,0.056640625,-3.644092559814453,0.13485334813594818,4.675643563270569,216,0.0006181944481795654,0.2,0.0003,-0.009751439094543457,-0.006042519584298134,3200.0,57.973491499999994
56,32,222,7168,0.017876465,0.099609375,-14.145180702209473,0.13482925295829773,4.677882432937622,220,0.0007615300128236413,0.2,0.0003,-0.015755679458379745,-0.010433126240968704,3200.0,57.973491499999994
57,32,222,7296,0.025852418,0.154296875,-2.5825061798095703,0.13481438159942627,4.678911089897156,224,0.0004799010930582881,0.2,0.0003,-0.03174988925457001,-0.021786799421533942,3200.0,57.973491499999994
58,33,222,7424,0.021588864,0.1171875,-27.318679809570312,0.13477972149848938,4.680135726928711,228,0.0004359606755315326,0.2,0.0003,-0.02093299850821495,-0.012248230166733265,3200.0,57.973491499999994
59,33,222,7552,0.022146033,0.119140625,-7.437032699584961,0.13471382856369019,4.682910203933716,232,0.00032141065457835793,0.2,0.0003,-0.0022840986493974924,-0.0037998161278665066,3200.0,57.973491499999994
60,34,222,7680,0.007868555,0.033203125,-2.2345521450042725,0.13466516137123108,4.686713814735413,236,0.0003007304694619961,0.2,0.0003,-0.014448159374296665,-0.005523761734366417,3200.0,57.973491499999994
61,35,222,7808,0.02649943,0.162109375,-13.227635383605957,0.1346377283334732,4.689044117927551,240,0.00033157504367409274,0.2,0.0003,-0.009485740214586258,-0.008125301217660308,3200.0,57.973491499999994
62,35,222,7936,0.022034276,0.099609375,-21.468542098999023,0.13462167978286743,4.690353870391846,244,0.00027362003311282024,0.2,0.0003,-0.04163169115781784,-0.021492798579856753,3200.0,57.973491499999994
63,36,222,8064,0.023278646,0.166015625,-19.741893768310547,0.13460862636566162,4.691262483596802,248,0.00023432590751326643,0.2,0.0003,0.008668777532875538,0.001942385919392109,3200.0,57.973491499999994
64,36,222,8192,0.0043847733,0.0078125,-11.911328315734863,0.13458462059497833,4.692125201225281,252,0.00029493687907233834,0.2,0.0003,-0.013088321313261986,-0.004788530990481377,3200.0,57.973491499999994
65,37,223,8320,0.016600206,0.1015625,-4.685714244842529,0.13454589247703552,4.694016456604004,256,0.00026854722455027513,0.2,0.0003,-0.0067701637744903564,-0.004193787928670645,3200.0,57.973491499999994
66,37,223,8448,0.021679748,0.123046875,-12.950601577758789,0.13450446724891663,4.696353077888489,260,0.000335290766088292,0.2,0.0003,-0.02398291975259781,-0.014079751446843147,3200.0,57.973491499999994
67,38,223,8576,0.038829137,0.1796875,-8.870383262634277,0.13448025286197662,4.6986095905303955,264,0.0006183692166814581,0.2,0.0003,-0.023797927424311638,-0.017695378279313445,3200.0,57.973491499999994
68,38,223,8704,0.017485818,0.115234375,-0.7016712427139282,0.13444538414478302,4.69998025894165,268,0.0003860563738271594,0.2,0.0003,-0.014325586147606373,-0.009546675253659487,3200.0,57.973491499999994
69,39,223,8832,0.008710905,0.025390625,-0.8486646413803101,0.13441835343837738,4.702157497406006,272,0.0003544363353285007,0.2,0.0003,-0.01560655701905489,-0.0056577573996037245,3200.0,57.973491499999994
70,40,223,8960,0.018760307,0.08984375,-5.11557149887085,0.1343967467546463,4.703494310379028,276,0.0004540020163403824,0.2,0.0003,-0.028822114691138268,-0.014457550831139088,3200.0,57.973491499999994
71,40,223,9088,0.030603487,0.162109375,-2.8671514987945557,0.13437828421592712,4.704768896102905,280,0.0003705961935338564,0.2,0.0003,-0.015369362197816372,-0.009715965017676353,3200.0,57.973491499999994
72,41,223,9216,0.012188946,0.07421875,-3.494935989379883,0.13436031341552734,4.705812692642212,284,0.00025122626539086923,0.2,0.0003,-0.015989726409316063,-0.00661271158605814,3200.0,57.973491499999994
73,41,223,9344,0.013777806,0.087890625,-12.645136833190918,0.1343572586774826,4.706676959991455,288,0.000145433525176486,0.2,0.0003,-0.013531447388231754,-0.006959000485949218,3200.0,57.973491499999994
74,42,223,9472,0.03502581,0.16796875,-4.331673622131348,0.1343643218278885,4.706523180007935,292,0.00021387176093412563,0.2,0.0003,-0.02785409986972809,-0.017907884903252125,3117.3333333333335,55.162698666666664
75,42,223,9600,0.011709809,0.052734375,-0.15911877155303955,0.1343725323677063,4.706092834472656,296,1.3136005699634552,0.2,0.0003,0.6312510967254639,-0.006666015833616257,3117.3333333333335,55.162698666666664
76,43,223,9728,0.014483688,0.0859375,-2.392650604248047,0.1343720555305481,4.705688834190369,300,0.003769502101931721,0.2,0.0003,-0.016322294250130653,-0.008689598646014929,3117.3333333333335,55.162698666666664
77,44,223,9856,0.018312044,0.099609375,-2.97744083404541,0.13433796167373657,4.706393718719482,304,0.0009981204711948521,0.2,0.0003,-0.012713957577943802,-0.00807827990502119,3117.3333333333335,55.162698666666664
78,44,223,9984,0.015363257,0.0859375,-8.720247268676758,0.1342942863702774,4.708792567253113,308,0.0003841492289211601,0.2,0.0003,-0.013843315653502941,-0.008179797092452645,3117.3333333333335,55.162698666666664
79,45,223,10112,0.017914612,0.109375,-0.14169728755950928,0.13426879048347473,4.7111194133758545,312,0.0003462429085629992,0.2,0.0003,-0.0046116565354168415,-0.005115436390042305,3117.3333333333335,55.162698666666664
80,45,223,10240,0.019836463,0.103515625,0.06209862232208252,0.13424108922481537,4.712505340576172,316,0.00035832450521411374,0.2,0.0003,-0.010200866498053074,-0.007253171876072884,3117.3333333333335,55.162698666666664
81,46,223,10368,0.01822901,0.103515625,0.2355571985244751,0.13419196009635925,4.714560866355896,320,0.0003542163176462054,0.2,0.0003,-0.032157137989997864,-0.01680847629904747,3117.3333333333335,55.162698666666664
82,46,224,10496,0.013063265,0.068359375,-0.4780559539794922,0.13413868844509125,4.717777967453003,324,0.0004293735764804296,0.2,0.0003,-0.010349897667765617,-0.004147119354456663,3117.3333333333335,55.162698666666664
83,47,224,10624,0.030610308,0.169921875,-2.2493767738342285,0.13409626483917236,4.720739364624023,328,0.0008379205246455967,0.2,0.0003,-0.0168665312230587,-0.012209509965032339,3117.3333333333335,55.162698666666664
84,47,224,10752,0.01158498,0.060546875,-7.780825614929199,0.13406705856323242,4.722961902618408,332,0.0005819818543386646,0.2,0.0003,-0.017983293160796165,-0.007685874588787556,3117.3333333333335,55.162698666666664
85,48,224,10880,0.01928981,0.103515625,-24.744768142700195,0.13404040038585663,4.724596619606018,336,0.0004926671463181265,0.2,0.0003,-0.022920075803995132,-0.011972261127084494,3117.3333333333335,55.162698666666664
86,49,224,11008,0.027325924,0.138671875,-14.199175834655762,0.1340201497077942,4.726080656051636,340,0.0006166752864373848,0.2,0.0003,-0.021913597360253334,-0.013144192285835743,3117.3333333333335,55.162698666666664
87,49,224,11136,0.020027995,0.123046875,-3.8304638862609863,0.13399897515773773,4.72731351852417,344,0.0010010185942519456,0.2,0.0003,-0.002223620191216469,-0.002616985235363245,3117.3333333333335,55.162698666666664
88,50,224,11264,0.014310902,0.05859375,-13.214600563049316,0.13395541906356812,4.728830814361572,348,0.001513824739959091,0.2,0.0003,-0.021279102191329002,-0.009864153573289514,3117.3333333333335,55.162698666666664
89,50,224,11392,0.03374126,0.18359375,-4.106998443603516,0.1338987648487091,4.7319852113723755,352,0.0023254433763213456,0.2,0.0003,-0.010444892570376396,-0.01093753520399332,3117.3333333333335,55.162698666666664
90,51,224,11520,0.024574757,0.130859375,-18.428403854370117,0.13385066390037537,4.735156178474426,356,0.002708754676859826,0.2,0.0003,-0.0055229682475328445,-0.00630429363809526,3117.3333333333335,55.162698666666664
91,51,224,11648,0.019170634,0.11328125,-12.602338790893555,0.13381516933441162,4.737758636474609,360,0.0014438780490309,0.2,0.0003,-0.01752714440226555,-0.01168642076663673,3117.3333333333335,55.162698666666664
92,52,224,11776,0.015496355,0.091796875,-6.905173301696777,0.13379976153373718,4.739485144615173,364,0.001097776199458167,0.2,0.0003,-0.012482572346925735,-0.007191358366981149,3117.3333333333335,55.162698666666664
93,52,224,11904,0.022504287,0.115234375,-5.280488014221191,0.1337844580411911,4.740195274353027,368,0.0005795704055344686,0.2,0.0003,-0.03230154514312744,-0.019279770087450743,3117.3333333333335,55.162698666666664
94,53,224,12032,0.019351497,0.130859375,-2.0941059589385986,0.13374966382980347,4.741558074951172,372,0.0009532371768727899,0.2,0.0003,-0.00661340681836009,-0.0024488246999680996,3117.3333333333335,55.162698666666664
95,54,224,12160,0.020781714,0.138671875,-2.6140103340148926,0.13372087478637695,4.743661880493164,376,0.000489450350869447,0.2,0.0003,-0.001297420123592019,-0.0031340920832008123,3025.75,51.996769
96,54,224,12288,0.007128026,0.01953125,-0.16546452045440674,0.13370874524116516,4.7449822425842285,380,1.8665351271629333,0.2,0.0003,0.832571804523468,-0.007642668206244707,3025.75,51.996769
97,55,224,12416,0.014107101,0.06640625,-2.4174656867980957,0.13370555639266968,4.745484948158264,384,0.04278610018081963,0.2,0.0003,0.0226368997246027,-0.007917361101135612,3025.75,51.996769
98,55,224,12544,0.013207419,0.076171875,-4.3768696784973145,0.133687824010849,4.74585235118866,388,0.00817154347896576,0.2,0.0003,-0.003095992375165224,-0.004518847563304007,3025.75,51.996769
99,56,224,12672,0.0067553027,0.0234375,-2.7761168479919434,0.133669912815094,4.747076511383057,392,0.0032469089492224157,0.2,0.0003,-0.01173251774162054,-0.0035319156013429165,3025.75,51.996769
100,56,224,12800,0.016992234,0.10546875,-1.8478977680206299,0.1336653232574463,4.747857570648193,396,0.0016854029963724315,0.2,0.0003,-0.006175333634018898,-0.004964045714586973,3025.75,51.996769
101,57,225,12928,0.015194763,0.07421875,-1.2338449954986572,0.13366535305976868,4.747964382171631,400,0.0017393639136571437,0.2,0.0003,-0.025944607332348824,-0.012971709482371807,3025.75,51.996769
102,57,225,13056,0.02119445,0.126953125,-0.2547929286956787,0.13364985585212708,4.748232364654541,404,0.0009824641601881012,0.2,0.0003,-0.010268036276102066,-0.006620398256927729,3025.75,51.996769
103,58,225,13184,0.022357378,0.130859375,-0.13489234447479248,0.133629709482193,4.749377250671387,408,0.0010413339477963746,0.2,0.0003,-0.023867378011345863,-0.014621334616094828,3025.75,51.996769
104,59,225,13312,0.024080534,0.140625,-0.13736867904663086,0.13359788060188293,4.750763535499573,412,0.0010080231295432895,0.2,0.0003,-0.015609294176101685,-0.011604724917560816,3025.75,51.996769
105,59,225,13440,0.01664401,0.08203125,-0.6993567943572998,0.13357138633728027,4.7526819705963135,416,0.0011580422578845173,0.2,0.0003,-0.024946892634034157,-0.013264830689877272,3025.75,51.996769
106,60,225,13568,0.011693559,0.064453125,-5.385162830352783,0.13352639973163605,4.754482269287109,420,0.0011640909433481283,0.2,0.0003,-0.007005343213677406,-0.002670357236638665,3025.75,51.996769
107,60,225,13696,0.026215829,0.15234375,-8.549439430236816,0.13348844647407532,4.75730574131012,424,0.0008954999939305708,0.2,0.0003,-0.010804717428982258,-0.00861625699326396,3025.75,51.996769
108,61,225,13824,0.01019655,0.044921875,-3.385952949523926,0.13346028327941895,4.759225010871887,428,0.0011017330252798274,0.2,0.0003,-0.024216679856181145,-0.010523719480261207,3025.75,51.996769
109,61,225,13952,0.0201298,0.125,-4.23135232925415,0.13342033326625824,4.761138439178467,432,0.0007283274608198553,0.2,0.0003,-0.00935045164078474,-0.007449325639754534,3025.75,51.996769
110,62,225,14080,0.037891414,0.171875,-20.205280303955078,0.1333823800086975,4.763555407524109,436,0.0016885303193703294,0.2,0.0003,-0.018453450873494148,-0.014900869224220514,3025.75,51.996769
111,62,226,14208,0.010598504,0.0625,-6.7213029861450195,0.1333521157503128,4.76574432849884,440,0.0016642853152006865,0.2,0.0003,-0.01419074460864067,-0.006445772480219603,3025.75,51.996769
112,63,226,14336,0.013368649,0.0703125,-10.145288467407227,0.13331899046897888,4.767505884170532,444,0.0015005278692115098,0.2,0.0003,-0.015485216863453388,-0.00799905986059457,3025.75,51.996769
113,63,226,14464,0.013315367,0.07421875,-7.8585662841796875,0.1332942247390747,4.769455671310425,448,0.0006781633856007829,0.2,0.0003,-0.012484835460782051,-0.007794391363859177,3025.75,51.996769
114,64,226,14592,0.0066332067,0.01953125,-2.679563045501709,0.1332952082157135,4.770433664321899,452,0.00048703762513468973,0.2,0.0003,-0.0028522650245577097,-0.00080459238961339,3025.75,51.996769
115,65,226,14720,0.019578706,0.11328125,-1.0907981395721436,0.13331405818462372,4.769832611083984,456,0.0004289690114092082,0.2,0.0003,-0.019499393180012703,-0.011943433433771133,3025.75,51.996769
116,65,226,14848,0.025052678,0.130859375,-6.116508483886719,0.13332809507846832,4.768803000450134,460,0.000672459602355957,0.2,0.0003,-0.01645955815911293,-0.01013246737420559,3025.75,51.996769
117,66,226,14976,0.047065563,0.23046875,-13.560029983520508,0.1333271563053131,4.768216371536255,464,0.0001951756603375543,0.2,0.0003,-0.01938091591000557,-0.016190960654057562,2984.6,50.483894
118,66,226,15104,0.012590186,0.064453125,-0.05763411521911621,0.13331519067287445,4.768589496612549,468,1.8837768137454987,0.2,0.0003,0.8523368835449219,-0.012252175249159336,2984.6,50.483894
119,67,226,15232,0.018640636,0.12109375,-2.3568732738494873,0.13329949975013733,4.76941704750061,472,0.030702807009220123,0.2,0.0003,0.01931118406355381,-0.0089719882234931,2984.6,50.483894
120,67,226,15360,0.018161044,0.111328125,-2.3934226036071777,0.1332930028438568,4.770241141319275,476,0.006608708179555833,0.2,0.0003,0.0008123870939016342,-0.0040925717912614346,2984.6,50.483894
121,68,226,15488,0.019132333,0.107421875,-0.5154938697814941,0.13330106437206268,4.77030348777771,480,0.002505462267436087,0.2,0.0003,-0.021967798471450806,-0.012512046378105879,2984.6,50.483894
122,68,226,15616,0.016544107,0.087890625,0.2519516348838806,0.1333169937133789,4.769537329673767,484,0.0011255972349317744,0.2,0.0003,-0.027083763852715492,-0.013729951810091734,2984.6,50.483894
123,69,226,15744,0.048174977,0.203125,0.42275822162628174,0.13332682847976685,4.768707036972046,488,0.001387375479680486,0.2,0.0003,-0.021488670259714127,-0.01768013834953308,2984.6,50.483894
124,70,226,15872,0.01263088,0.05078125,-34.228782653808594,0.13334527611732483,4.768023252487183,492,0.0019750569481402636,0.2,0.0003,-0.015429651364684105,-0.006376123987138271,2984.6,50.483894
125,70,226,16000,0.005558882,0.02734375,-0.6561691761016846,0.13337096571922302,4.766668200492859,496,0.0008203305624192581,0.2,0.0003,0.0005646407371386886,0.0037774890661239624,2984.6,50.483894
126,71,226,16128,0.013957957,0.083984375,-1.9612112045288086,0.13338734209537506,4.765286922454834,500,0.0012823169818148017,0.2,0.0003,-0.016209211200475693,-0.009118235437199473,2984.6,50.483894
127,71,226,16256,0.013918804,0.078125,-0.9581819772720337,0.1334061175584793,4.764332056045532,504,0.0007662639764021151,0.2,0.0003,-0.012044581584632397,-0.005733466940000653,2984.6,50.483894
128,72,226,16384,0.009332463,0.04296875,-0.7837672233581543,0.13342081010341644,4.763235092163086,508,0.0008893881313269958,0.2,0.0003,-0.011944146826863289,-0.003663281910121441,2984.6,50.483894
129,72,226,16512,0.017388547,0.099609375,-0.17530810832977295,0.13343217968940735,4.762484788894653,512,0.0005688711098628119,0.2,0.0003,-0.0115633150562644,-0.006489852908998728,2984.6,50.483894
130,73,227,16640,0.015906084,0.103515625,-6.493509769439697,0.13344059884548187,4.761829257011414,516,0.0012876928958576173,0.2,0.0003,-0.0028925577644258738,-0.0031757154501974583,2984.6,50.483894
131,73,227,16768,0.014786845,0.076171875,-5.470155239105225,0.13344605267047882,4.761497139930725,520,0.0006203320226632059,0.2,0.0003,-0.020404018461704254,-0.009947857819497585,2984.6,50.483894
132,74,227,16896,0.02742006,0.166015625,-37.15774154663086,0.1334458440542221,4.7612539529800415,524,0.0003728247538674623,0.2,0.0003,-0.010773731395602226,-0.00857376423664391,2984.6,50.483894
133,74,227,17024,0.019400239,0.109375,-9.882244110107422,0.133442685008049,4.761399507522583,528,0.0005614261463051662,0.2,0.0003,-0.025686027482151985,-0.013670838437974453,2984.6,50.483894
134,75,227,17152,0.021887496,0.123046875,-0.3065822124481201,0.13344012200832367,4.761587142944336,532,0.0012646958930417895,0.2,0.0003,-0.009206590242683887,-0.007820948492735624,2984.6,50.483894
135,76,227,17280,0.01187231,0.060546875,-12.752405166625977,0.13343054056167603,4.761850357055664,536,0.0009603629732737318,0.2,0.0003,-0.01698256842792034,-0.009020220255479217,2984.6,50.483894
136,76,227,17408,0.012163264,0.0625,-0.8632642030715942,0.13339117169380188,4.763023734092712,540,0.00029821238422300667,0.2,0.0003,-0.013554522767663002,-0.005921510048210621,2984.6,50.483894
137,77,227,17536,0.023753941,0.123046875,-1.3674509525299072,0.13334208726882935,4.765772581100464,544,0.0014653037069365382,0.2,0.0003,-0.011355757713317871,-0.008768230210989714,2984.6,50.483894
138,77,227,17664,0.014727399,0.078125,-7.702528953552246,0.13329824805259705,4.768686652183533,548,0.0002755801906459965,0.2,0.0003,-0.019769366830587387,-0.0095258760266006,2984.6,50.483894
139,78,227,17792,0.014062751,0.078125,-10.537410736083984,0.1332576423883438,4.7711392641067505,552,0.00031974820740288123,0.2,0.0003,-0.017080390825867653,-0.008642967324703932,2955.3333333333335,49.2133
140,78,227,17920,0.0101033375,0.048828125,-0.07159006595611572,0.13322244584560394,4.773502230644226,556,1.833397001028061,0.2,0.0003,0.8477489948272705,-0.0045808665454387665,2955.3333333333335,49.2133
