time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_range,train/policy_gradient_loss,train/value_loss,train/std,train/approx_kl,train/clip_fraction,train/n_updates,train/explained_variance,train/learning_rate,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
26,3328,13,250,0.2,-0.005120974034070969,0.003987775417044759,0.13530641794204712,0.013384933,0.076171875,100,-8.190483093261719,0.0003,4.649702429771423,-0.007964994758367538,59.329658,3200.0
27,3456,13,250,0.2,-0.006509925005957484,0.007719629793427885,0.13529343903064728,0.0058553005,0.015625,104,0.3853425979614258,0.0003,4.650768160820007,-0.01366148330271244,59.329658,3200.0
28,3584,14,250,0.2,-0.004976624506525695,0.002905868022935465,0.13527697324752808,0.007715984,0.025390625,108,-14.662223815917969,0.0003,4.651442527770996,-0.011439219117164612,59.329658,3200.0
29,3712,14,250,0.2,-0.01013091765344143,0.0033746269764378667,0.13526982069015503,0.010264516,0.052734375,112,-26.767093658447266,0.0003,4.65237021446228,-0.02052192948758602,59.329658,3200.0
30,3840,15,250,0.2,-0.006223850883543491,0.0035340883769094944,0.1352749913930893,0.015752928,0.087890625,116,-7.376531600952148,0.0003,4.652463912963867,-0.008575488813221455,59.329658,3200.0
31,3968,15,249,0.2,-0.004996673436835408,0.002762992982752621,0.1352783888578415,0.008987255,0.037109375,120,-12.116039276123047,0.0003,4.652126789093018,-0.010804843157529831,59.329658,3200.0
32,4096,16,250,0.2,-0.004131843568757176,0.0023860844084993005,0.13527725636959076,0.008546195,0.03515625,124,-29.613786697387695,0.0003,4.65207314491272,-0.00789859052747488,59.329658,3200.0
33,4224,16,250,0.2,-0.006554389838129282,0.0032699282746762037,0.13526968657970428,0.007095126,0.025390625,128,-7.699286460876465,0.0003,4.652260899543762,-0.01431320421397686,59.329658,3200.0
34,4352,17,251,0.2,-0.012478436110541224,0.0021167898667044938,0.13526755571365356,0.013448835,0.068359375,132,-11.216379165649414,0.0003,4.652723908424377,-0.021988432854413986,59.329658,3200.0
35,4480,17,251,0.2,-0.009071162901818752,0.002031714073382318,0.13528485596179962,0.012185296,0.072265625,136,-4.297369956970215,0.0003,4.652470588684082,-0.016560206189751625,59.329658,3200.0
36,4608,18,251,0.2,-0.005401161266490817,0.0019575847254600376,0.13530752062797546,0.017502647,0.107421875,140,-16.234867095947266,0.0003,4.6512346267700195,-0.0038032946176826954,59.329658,3200.0
37,4736,18,251,0.2,-0.007454396691173315,0.0020721773616969585,0.13529342412948608,0.0072544175,0.02734375,144,-7.797118186950684,0.0003,4.6504740715026855,-0.015162676572799683,59.329658,3200.0
38,4864,19,252,0.2,-0.021138030802831054,0.0018488445784896612,0.13527080416679382,0.014652651,0.078125,148,-6.786716461181641,0.0003,4.651841759681702,-0.03859832137823105,59.329658,3200.0
39,4992,19,252,0.2,-0.007267914712429047,0.0014493362396024168,0.13523900508880615,0.02146098,0.123046875,152,-23.24360466003418,0.0003,4.653227925300598,-0.008143876679241657,59.329658,3200.0
40,5120,20,252,0.2,-0.008610709570348263,0.0016380983288399875,0.13519427180290222,0.010276249,0.04296875,156,-8.948901176452637,0.0003,4.655435562133789,-0.01728746108710766,59.329658,3200.0
41,5248,20,252,0.2,0.0019120059441775084,0.0012727700814139098,0.13515080511569977,0.005935056,0.017578125,160,-4.946160793304443,0.0003,4.658140063285828,0.0011280786711722612,59.329658,3200.0
42,5376,21,252,0.2,-0.005325959529727697,0.0020099538087379187,0.13511143624782562,0.007826743,0.033203125,164,-6.484034538269043,0.0003,4.66056501865387,-0.01015735324472189,59.329658,3200.0
43,5504,21,253,0.2,-0.0069838137133046985,0.0024705991963855922,0.1350831687450409,0.011100392,0.056640625,168,-6.091953277587891,0.0003,4.66270637512207,-0.009983310475945473,59.329658,3200.0
44,5632,22,253,0.2,-0.01021477673202753,0.0015466341574210674,0.1350548267364502,0.008093014,0.037109375,172,-22.12716293334961,0.0003,4.66428816318512,-0.020841257646679878,59.329658,3200.0
45,5760,22,253,0.2,-0.012471474648918957,0.0016976023325696588,0.13503317534923553,0.022970187,0.130859375,176,-16.213455200195312,0.0003,4.6659088134765625,-0.01774655468761921,59.329658,3200.0
46,5888,23,253,0.2,-0.003497821162454784,0.0014818257477600127,0.1350240409374237,0.012846735,0.06640625,180,-10.612717628479004,0.0003,4.666880249977112,-0.004226658958941698,59.329658,3200.0
47,6016,23,253,0.2,-0.006803258555009961,0.0011914213537238538,0.13502468168735504,0.0068519786,0.03125,184,-48.252098083496094,0.0003,4.667250871658325,-0.01641916297376156,59.329658,3200.0
48,6144,24,254,0.2,-0.0067333325278013945,0.0015065564075484872,0.13504183292388916,0.009275704,0.041015625,188,-16.275999069213867,0.0003,4.666881084442139,-0.014850790612399578,59.329658,3200.0
49,6272,24,254,0.2,-0.010266220662742853,0.00139965585549362,0.1350448578596115,0.01591019,0.091796875,192,-7.049933433532715,0.0003,4.665998578071594,-0.01713935099542141,59.329658,3200.0
50,6400,25,253,0.2,-0.0006308062002062798,0.0014895579661242664,0.13505366444587708,0.007825977,0.025390625,196,-3.442655086517334,0.0003,4.665867924690247,-0.004188108257949352,58.811388,3200.0
51,6528,25,253,0.2,-0.009608488995581865,0.0012971604301128536,0.13507696986198425,0.016957078,0.099609375,200,-1.8311235904693604,0.0003,4.665054082870483,-0.016291461884975433,58.811388,3200.0
52,6656,26,253,0.2,-0.0028712397906929255,0.002257830637972802,0.13510552048683167,0.0056194193,0.021484375,204,0.7904900312423706,0.0003,4.663474082946777,-0.007197038270533085,58.811388,3200.0
53,6784,26,253,0.2,-0.01087817270308733,0.0012508117652032524,0.13512162864208221,0.017881379,0.095703125,208,-0.8565399646759033,0.0003,4.6619720458984375,-0.01940920203924179,58.811388,3200.0
54,6912,27,253,0.2,-0.0011080894619226456,0.0015501912857871503,0.13513962924480438,0.006875889,0.01953125,212,-1.3003051280975342,0.0003,4.661164164543152,-0.004429705440998077,58.811388,3200.0
55,7040,27,253,0.2,-0.007078625727444887,0.0010401654581073672,0.13516156375408173,0.0073921694,0.025390625,216,-15.943674087524414,0.0003,4.659942269325256,-0.01507519744336605,58.811388,3200.0
56,7168,28,253,0.2,-0.011603958206251264,0.0007500228966819122,0.13518671691417694,0.013089419,0.078125,220,-23.391681671142578,0.0003,4.658610105514526,-0.021339157596230507,58.811388,3200.0
57,7296,28,253,0.2,-0.003767011221498251,0.0006208266713656485,0.13520893454551697,0.0074789636,0.025390625,224,-10.798262596130371,0.0003,4.657158613204956,-0.0075279949232935905,58.811388,3200.0
58,7424,29,253,0.2,-0.01805361406877637,0.0006434828683268279,0.13521529734134674,0.018328229,0.09765625,228,-15.195514678955078,0.0003,4.656023979187012,-0.03254809230566025,58.811388,3200.0
59,7552,29,253,0.2,-0.0076201611664146185,0.0007266678294399753,0.1351872682571411,0.0197788,0.1015625,232,-3.8855180740356445,0.0003,4.656372308731079,-0.011417650617659092,58.811388,3200.0
60,7680,30,254,0.2,-0.013569092843681574,0.0005515760276466608,0.1351613700389862,0.01737623,0.095703125,236,-1.0832607746124268,0.0003,4.658210515975952,-0.024799993261694908,58.811388,3200.0
61,7808,30,254,0.2,-0.003589314641430974,0.0007003528298810124,0.13514447212219238,0.012395166,0.068359375,240,-0.41419482231140137,0.0003,4.659434795379639,-0.0072062136605381966,58.811388,3200.0
62,7936,31,254,0.2,-0.017495876410976052,0.0006411239737644792,0.13513226807117462,0.01848646,0.09375,244,-3.6295127868652344,0.0003,4.660330533981323,-0.029681583866477013,58.811388,3200.0
63,8064,31,254,0.2,-0.01809657784178853,0.0004997460346203297,0.13510063290596008,0.026921876,0.138671875,248,-13.34784984588623,0.0003,4.661306262016296,-0.03073785826563835,58.811388,3200.0
64,8192,32,254,0.2,-0.0027608764357864857,0.0006353907083394006,0.13506145775318146,0.012263782,0.0703125,252,-3.6342859268188477,0.0003,4.663557648658752,-0.007013332564383745,58.811388,3200.0
65,8320,32,254,0.2,-0.003984612412750721,0.00045182712347013876,0.13504357635974884,0.0078602545,0.02734375,256,-18.31998634338379,0.0003,4.665472984313965,-0.010814023204147816,58.811388,3200.0
66,8448,33,254,0.2,-0.007154085673391819,0.0005070405022706836,0.13503514230251312,0.018494966,0.095703125,260,-2.1936168670654297,0.0003,4.66620934009552,-0.010787694714963436,58.811388,3200.0
67,8576,33,254,0.2,-0.0016611822647973895,0.000515372768859379,0.13501034677028656,0.0042898958,0.01171875,264,-4.014941692352295,0.0003,4.666976571083069,-0.008736709132790565,58.811388,3200.0
68,8704,34,254,0.2,-0.01003552065230906,0.0003443042151047848,0.13497917354106903,0.021987155,0.115234375,268,-7.28367805480957,0.0003,4.668652653694153,-0.014503135345876217,58.811388,3200.0
69,8832,34,254,0.2,-0.011544578010216355,0.00031719449179945514,0.13493257761001587,0.013458756,0.068359375,272,-6.212371349334717,0.0003,4.670755982398987,-0.02076713740825653,58.811388,3200.0
70,8960,35,254,0.2,-0.009851701091974974,0.00036960357101634145,0.13488604128360748,0.017126113,0.08203125,276,-6.134720325469971,0.0003,4.673611402511597,-0.01796921156346798,58.811388,3200.0
71,9088,35,254,0.2,-0.005661888513714075,0.00046728048619115725,0.1348482221364975,0.026110671,0.150390625,280,-0.23661601543426514,0.0003,4.676189064979553,-0.003518876386806369,58.811388,3200.0
72,9216,36,254,0.2,-0.005042686127126217,0.00020323173885117285,0.1348000317811966,0.010477509,0.041015625,284,-4.567691802978516,0.0003,4.6784971952438354,-0.0106080062687397,58.811388,3200.0
73,9344,36,255,0.2,-0.014100771863013506,0.0003877360431943089,0.13476455211639404,0.023549275,0.146484375,288,-5.00402307510376,0.0003,4.6812885999679565,-0.02154250256717205,58.811388,3200.0
74,9472,37,255,0.2,-0.011265278328210115,0.00025578506028978154,0.13474717736244202,0.01707967,0.12109375,292,-8.411757469177246,0.0003,4.68288254737854,-0.01912899687886238,58.811388,3200.0
75,9600,37,254,0.2,-0.006874201004393399,0.0002578246931079775,0.13472749292850494,0.02001266,0.10546875,296,-1.3574795722961426,0.0003,4.683861970901489,-0.010298561304807663,58.586339,3200.0
76,9728,38,254,0.2,-0.007683820091187954,0.00027858358953380957,0.13471855223178864,0.012367122,0.0625,300,-7.614072799682617,0.0003,4.684910297393799,-0.016411731019616127,58.586339,3200.0
77,9856,38,254,0.2,-0.004882427863776684,0.0009564110805513337,0.13470639288425446,0.00976512,0.05078125,304,0.8960855007171631,0.0003,4.685397744178772,-0.009896106086671352,58.586339,3200.0
78,9984,39,254,0.2,-0.013322584796696901,0.0007600556709803641,0.13468176126480103,0.01835722,0.08984375,308,-0.5247527360916138,0.0003,4.68634295463562,-0.023573165759444237,58.586339,3200.0
79,10112,39,254,0.2,-0.017622753977775574,0.0003835959214484319,0.13465169072151184,0.031018298,0.16015625,312,-3.8679981231689453,0.0003,4.68804144859314,-0.02834049053490162,58.586339,3200.0
80,10240,40,253,0.2,-0.0074143989477306604,0.00032787219242891297,0.1346404254436493,0.015829843,0.091796875,316,-4.898557662963867,0.0003,4.689469814300537,-0.016937926411628723,58.586339,3200.0
81,10368,40,253,0.2,-0.005796071141958237,0.00031636006315238774,0.13463354110717773,0.0349194,0.1953125,320,-3.2614188194274902,0.0003,4.68994140625,-0.003298644907772541,58.586339,3200.0
82,10496,41,253,0.2,-0.010803739540278912,0.00044400725892046466,0.13462722301483154,0.033554994,0.166015625,324,-0.800345778465271,0.0003,4.690332531929016,-0.014255904592573643,58.586339,3200.0
83,10624,41,253,0.2,-0.011728900484740734,0.000508052522491198,0.1346171349287033,0.017911663,0.091796875,328,-5.962496757507324,0.0003,4.690758228302002,-0.02323010563850403,58.586339,3200.0
84,10752,42,253,0.2,-0.007400823524221778,0.0005956202367087826,0.1346125453710556,0.022383465,0.126953125,332,-2.204554319381714,0.0003,4.691318869590759,-0.013895440846681595,58.586339,3200.0
85,10880,42,254,0.2,-0.018668996635824442,0.0004545526098809205,0.13461418449878693,0.02910193,0.150390625,336,-0.4313530921936035,0.0003,4.6914286613464355,-0.031610455363988876,58.586339,3200.0
86,11008,43,254,0.2,-0.008937599137425423,0.0003691836609505117,0.1346164494752884,0.027418533,0.171875,340,-30.65850067138672,0.0003,4.691247820854187,-0.009608744643628597,58.586339,3200.0
87,11136,43,254,0.2,-0.007023965008556843,0.0004524949617916718,0.13461866974830627,0.021020109,0.125,344,-10.722427368164062,0.0003,4.691160082817078,-0.008626064285635948,58.586339,3200.0
88,11264,44,254,0.2,-0.01663789711892605,0.00041670874634291977,0.1346098631620407,0.014846647,0.07421875,348,-2.900944709777832,0.0003,4.691177725791931,-0.03244417533278465,58.586339,3200.0
89,11392,44,254,0.2,-0.007013288792222738,0.0004219077236484736,0.1345902979373932,0.0361314,0.203125,352,-5.43194055557251,0.0003,4.692015290260315,-0.009016582742333412,58.586339,3200.0
90,11520,45,254,0.2,-0.009569960180670023,0.0004227542376611382,0.13456660509109497,0.026104594,0.138671875,356,-6.437108993530273,0.0003,4.6932594776153564,-0.015953483060002327,58.586339,3200.0
91,11648,45,254,0.2,-0.008034192025661469,0.00038203341682674363,0.13453805446624756,0.021128535,0.123046875,360,-5.0098724365234375,0.0003,4.694743037223816,-0.013488637283444405,58.586339,3200.0
92,11776,46,254,0.2,-0.02411369187757373,0.0003324917852296494,0.13450969755649567,0.02497677,0.12109375,364,-8.5739107131958,0.0003,4.696483612060547,-0.04015270993113518,58.586339,3200.0
93,11904,46,254,0.2,-0.0005201573949307203,0.00041032263106899336,0.13448111712932587,0.017537028,0.099609375,368,-3.1633262634277344,0.0003,4.698166370391846,-0.0019222991541028023,58.586339,3200.0
94,12032,47,254,0.2,-0.01567265740595758,0.0005516271703527309,0.13444456458091736,0.026096903,0.130859375,372,-1.901688575744629,0.0003,4.699946641921997,-0.026478752493858337,58.586339,3200.0
95,12160,47,254,0.2,-0.005287853069603443,0.00045559954014606774,0.13438285887241364,0.026127787,0.154296875,376,-10.472916603088379,0.0003,4.702722072601318,-0.007318893447518349,58.586339,3200.0
96,12288,48,254,0.2,-0.008890039985999465,0.0005645086785079911,0.1343344897031784,0.016688574,0.083984375,380,-1.502211332321167,0.0003,4.7062989473342896,-0.015161503106355667,58.586339,3200.0
97,12416,48,254,0.2,-0.011596148600801826,0.000535128972842358,0.13429296016693115,0.022368288,0.11328125,384,-3.1526432037353516,0.0003,4.70885705947876,-0.018974965438246727,58.586339,3200.0
98,12544,49,254,0.2,-0.004806715762242675,0.0005276073425193317,0.1342281699180603,0.0087404465,0.037109375,388,-3.974006175994873,0.0003,4.7117626667022705,-0.015296325087547302,58.586339,3200.0
99,12672,49,254,0.2,-0.00945981196127832,0.00038559317181352526,0.13416501879692078,0.021371447,0.13671875,392,-1.2510077953338623,0.0003,4.715803146362305,-0.014234182424843311,58.586339,3200.0
100,12800,50,254,0.2,-0.007571685244329274,0.0007303504971787333,0.1341225504875183,0.020531636,0.1171875,396,-4.729139804840088,0.0003,4.719084739685059,-0.011460933834314346,58.079487,3200.0
101,12928,50,253,0.2,-0.007314258953556418,0.0002930917398771271,0.13408048450946808,0.022999933,0.12890625,400,0.3837330937385559,0.0003,4.721520900726318,-0.008297433145344257,58.079487,3200.0
102,13056,51,253,0.2,-0.005303910234943032,0.0008283999632112682,0.1340610384941101,0.0056451336,0.017578125,404,0.9027769565582275,0.0003,4.723702788352966,-0.013183538801968098,58.079487,3200.0
103,13184,51,253,0.2,-0.01683137472718954,0.0006989522516960278,0.13406631350517273,0.025371337,0.142578125,408,-0.6010829210281372,0.0003,4.724187612533569,-0.024923885241150856,58.079487,3200.0
104,13312,52,253,0.2,-0.003968127770349383,0.00036283005465520546,0.1340830773115158,0.008676098,0.03125,412,-10.57177734375,0.0003,4.723618388175964,-0.012766488827764988,58.079487,3200.0
105,13440,52,253,0.2,-0.0003039401490241289,0.00023513746782555245,0.1340886354446411,0.008372453,0.0390625,416,-5.829098224639893,0.0003,4.7227243185043335,-0.004868102725595236,58.079487,3200.0
106,13568,53,253,0.2,-0.013104743557050824,0.00015301636813092045,0.13409313559532166,0.014479609,0.072265625,420,-9.3539457321167,0.0003,4.7225182056427,-0.02735152840614319,58.079487,3200.0
107,13696,53,253,0.2,-0.011297582415863872,0.00025062372151296586,0.1340802013874054,0.030202053,0.171875,424,-1.9023144245147705,0.0003,4.722496747970581,-0.01483240071684122,58.079487,3200.0
108,13824,54,253,0.2,-0.004815522115677595,0.0002939988553407602,0.1340673565864563,0.0106815975,0.0546875,428,-4.159186363220215,0.0003,4.723409056663513,-0.013858368620276451,58.079487,3200.0
109,13952,54,253,0.2,-0.014530965127050877,0.0002564134410931729,0.13404133915901184,0.022817696,0.123046875,432,-5.0629143714904785,0.0003,4.724310874938965,-0.023458143696188927,58.079487,3200.0
110,14080,55,253,0.2,-0.011711992556229234,0.00027953850803896785,0.1340196281671524,0.020191018,0.1171875,436,-3.5520849227905273,0.0003,4.7259780168533325,-0.025273535400629044,58.079487,3200.0
111,14208,55,253,0.2,-0.0032817162573337555,0.0002529899502405897,0.1340140998363495,0.02729069,0.169921875,440,-3.3222908973693848,0.0003,4.72685444355011,-0.00326790870167315,58.079487,3200.0
112,14336,56,253,0.2,-0.016413109027780592,0.00030890679045114666,0.13401904702186584,0.022627367,0.1328125,444,-0.9589263200759888,0.0003,4.726956129074097,-0.0262717604637146,58.079487,3200.0
113,14464,56,254,0.2,-0.008298384491354227,0.00027897954714717343,0.13402533531188965,0.014306689,0.068359375,448,-0.802872896194458,0.0003,4.726548194885254,-0.018543099984526634,58.079487,3200.0
114,14592,57,254,0.2,-0.002811973914504051,0.0005477973318193108,0.13403041660785675,0.012595234,0.064453125,452,-1.0600342750549316,0.0003,4.726229429244995,-0.007550044916570187,58.079487,3200.0
115,14720,57,254,0.2,-0.0037158105988055468,0.0004099008583580144,0.13402259349822998,0.011251509,0.05078125,456,-1.4473659992218018,0.0003,4.726135849952698,-0.008457568474113941,58.079487,3200.0
116,14848,58,254,0.2,-0.005387189332395792,0.00024590200700913556,0.13398884236812592,0.012237296,0.0625,460,-2.3682565689086914,0.0003,4.727145433425903,-0.01141486968845129,58.079487,3200.0
117,14976,58,254,0.2,-0.014866413315758109,0.00016781212252681144,0.1339440494775772,0.026747104,0.142578125,464,-4.517128944396973,0.0003,4.729503273963928,-0.026272278279066086,58.079487,3200.0
118,15104,59,254,0.2,-0.014342985581606627,0.00019263309877715074,0.13390317559242249,0.027654015,0.162109375,468,-1.6991868019104004,0.0003,4.732181072235107,-0.02366182766854763,58.079487,3200.0
119,15232,59,254,0.2,-0.006536439061164856,0.00025968670524889603,0.13385458290576935,0.019520579,0.115234375,472,-2.8727073669433594,0.0003,4.734643220901489,-0.010982141830027103,58.079487,3200.0
120,15360,60,254,0.2,-0.007738844724372029,0.00023066579888109118,0.13381755352020264,0.029217266,0.15234375,476,-1.2645809650421143,0.0003,4.737518906593323,-0.011345830745995045,58.079487,3200.0
121,15488,60,254,0.2,-0.001925493124872446,0.00043109431862831116,0.1337825208902359,0.00587219,0.0234375,480,-4.107072830200195,0.0003,4.739488124847412,-0.008119526319205761,58.079487,3200.0
122,15616,61,254,0.2,-0.0047709334176033735,0.0004577478321152739,0.13375723361968994,0.012350522,0.0625,484,-1.6993317604064941,0.0003,4.741530537605286,-0.01244322769343853,58.079487,3200.0
123,15744,61,254,0.2,-0.011681063799187541,0.0004742359960800968,0.13374432921409607,0.019917767,0.080078125,488,-2.6884398460388184,0.0003,4.742677688598633,-0.024689078330993652,58.079487,3200.0
124,15872,62,254,0.2,-0.019538420718163252,0.0003446841801633127,0.13373877108097076,0.046758622,0.2421875,492,0.22624093294143677,0.0003,4.743287682533264,-0.024356858804821968,58.079487,3200.0
125,16000,62,254,0.2,-0.006835833191871643,0.00030825338762952015,0.1337091624736786,0.01765497,0.099609375,496,-0.3630564212799072,0.0003,4.743983030319214,-0.010531472973525524,57.7112058,3200.0
126,16128,63,254,0.2,-0.004912204574793577,0.000235088198678568,0.13369120657444,0.008634714,0.03515625,500,0.5491483211517334,0.0003,4.745811820030212,-0.011069000698626041,57.7112058,3200.0
127,16256,63,254,0.2,-0.008449016837403178,0.0010855328146135435,0.13367217779159546,0.007645556,0.029296875,504,0.9112915396690369,0.0003,4.746652722358704,-0.02069983445107937,57.7112058,3200.0
128,16384,64,254,0.2,-0.019003549590706825,0.0008143512823153287,0.13363969326019287,0.020705555,0.125,508,-1.4579999446868896,0.0003,4.7481080293655396,-0.03175106644630432,57.7112058,3200.0
