time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/std,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/clip_range,train/approx_kl,train/n_updates,train/value_loss,train/explained_variance,train/loss
97,0,32.0,0.622412,1,32,,,,,,,,,,,
136,0,32.0,0.620171,2,64,0.1353454291820526,-7.450580596923828e-09,0.0003,4.648491382598877,0.0,0.2,0.0,1,0.056594304740428925,-0.06253933906555176,0.028297144919633865
137,0,32.0,0.618105,3,96,0.1353486180305481,4.470348358154297e-08,0.0003,4.647892475128174,0.0,0.2,0.0,2,0.05832691118121147,-0.7603018283843994,0.029163500294089317
139,0,32.0,0.61786025,4,128,0.13535863161087036,-2.1606683731079102e-07,0.0003,4.647705554962158,0.0,0.2,0.0,3,0.07363937050104141,-1.0111479759216309,0.036819469183683395
139,1,32.0,0.6183310000000001,5,160,0.13536395132541656,-1.043081283569336e-07,0.0003,4.64711332321167,0.0,0.2,0.0,4,0.09191835671663284,-1.3672676086425781,0.045959074050188065
139,1,32.0,0.6182353333333334,6,192,0.135366290807724,9.685754776000977e-08,0.0003,4.646799087524414,0.0,0.2,0.0,5,0.07193626463413239,-0.23204505443572998,0.03596822917461395
138,1,32.0,0.6190307142857143,7,224,0.13537198305130005,-7.450580596923828e-08,0.0003,4.646661281585693,0.0,0.2,0.0,6,0.051703713834285736,-0.4153052568435669,0.0258517824113369
138,1,32.0,0.61901275,8,256,0.1353752762079239,2.7939677238464355e-08,0.0003,4.646324634552002,0.0,0.2,0.0,7,0.04829340800642967,-0.40558481216430664,0.024146731942892075
