step,observation_velocity,observation_reference,action_raw,reward,next_value,terminated,truncated,old_log_prob,advantage,return_target,log_prob_before,value_before,ratio_before,unclipped_before,clipped_before,minimum_before,branch_before,log_prob_after,value_after,ratio_after,unclipped_after,clipped_after,minimum_after,branch_after
0,-0.4,0.8,-0.06839969650394816,-0.33911416033645697,0.0585800151748026,False,False,-0.5297129335274873,0.28804204516264564,0.33804204516264563,-0.5297129335274873,0.05,1.0,0.28804204516264564,0.28804204516264564,0.28804204516264564,tie,-0.5331025436970835,0.06398727347375867,0.9966161280736545,0.2870673477724126,0.2870673477724126,0.2870673477724126,tie
1,-0.35709992412598707,0.8,0.5612562791382791,0.056455133293153395,0.09735582685549618,False,False,-0.8279476039840366,0.8672697108913614,0.925849726066164,-0.8279476039840366,0.0585800151748026,1.0,0.8672697108913614,0.8672697108913614,0.8672697108913614,tie,-0.8192750215703675,0.07253614391518563,1.0087102982087999,0.8748238887006848,0.8748238887006848,0.8748238887006848,tie
2,-0.1632208657225192,0.8,0.6883514179628182,0.3885565756595242,0.13667002372531267,False,False,-0.9671741128430931,1.0857977063931443,1.1831535332486405,-0.9671741128430931,0.09735582685549618,1.0,1.0857977063931443,1.0857977063931443,1.0857977063931443,tie,-0.956592621462482,0.11117120266110991,1.0106376733486722,1.097348067716492,1.097348067716492,1.097348067716492,tie
3,0.03335011862656323,0.8,-0.6736321237685772,0.09359737583357025,0.1019879139780869,False,False,-1.1398198320647748,0.9327693558837983,1.0694393796091108,-1.1398198320647748,0.13667002372531267,1.0,0.9327693558837983,0.9327693558837983,0.9327693558837983,tie,-1.151688535648418,0.1503426923032069,0.9882014516538655,0.9217640315426106,0.9217640315426106,0.9217640315426106,tie
4,-0.14006043010956554,0.8,1.1893644719480383,0.5427469756649238,0.1656579504787758,False,False,-1.948324157946312,1.227851223882309,1.3298391378603958,-1.948324157946312,0.1019879139780869,1.0,1.227851223882309,1.227851223882309,1.227851223882309,tie,-1.9262264588745528,0.11578647569707415,1.0223436616181654,1.2552859161461856,1.2552859161461856,1.2552859161461856,tie
5,0.17828975239387887,0.8,-0.5119920899215887,0.3840159113986605,0.13470965341087998,False,False,-0.9192969998769739,0.8861111205063523,1.0517690709851282,-0.9192969998769739,0.1656579504787758,1.0,0.8861111205063523,0.8861111205063523,0.8861111205063523,tie,-0.9291425511044328,0.17922539532087756,0.9902027575398871,0.8774296750121492,0.8774296750121492,0.8774296750121492,tie
6,0.023548267054399857,0.8,-0.16602775776879064,0.323774419951221,0.12570181751080844,False,False,-0.5821731131212577,0.7590478771064937,0.8937575305173737,-0.5821731131212577,0.13470965341087998,1.0,0.7590478771064937,0.7590478771064937,0.7590478771064937,tie,-0.5875211790834017,0.14838943796811888,0.9946662094826126,0.7549992747373401,0.7549992747373401,0.7549992747373401,tie
7,-0.021490912445957782,0.8,0.893943778188203,0.6062783943277166,0.17104373379359733,False,True,-1.2783258456478586,0.6345159372311457,0.7602177547419542,-1.2783258456478586,0.12570181751080844,1.0,0.6345159372311457,0.6345159372311457,0.6345159372311457,tie,-1.2639195621886365,0.1394142997546695,1.014510554076432,0.6437231150506962,0.6437231150506962,0.6437231150506962,tie
