time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/std,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/clip_range,train/approx_kl,train/n_updates,train/value_loss,train/explained_variance,train/loss
189,0,32.0,0.622698,1,32,,,,,,,,,,,
182,0,32.0,0.6215189999999999,2,64,0.13534533977508545,-2.2351741790771484e-08,0.0003,4.648491382598877,0.0,0.2,0.0,1,0.0576942078769207,-0.07253134250640869,0.02884708158671856
194,0,32.0,0.6187486666666666,3,96,0.1353479027748108,7.450580596923828e-09,0.0003,4.647898197174072,0.0,0.2,0.0,2,0.060013964772224426,-0.8003078699111938,0.03000698983669281
201,0,32.0,0.61826625,4,128,0.1353575736284256,-1.4901161193847656e-08,0.0003,4.647746562957764,0.0,0.2,0.0,3,0.0730888620018959,-0.986106276512146,0.03654441609978676
206,0,32.0,0.6185134,5,160,0.13536253571510315,-7.078051567077637e-08,0.0003,4.647175312042236,0.0,0.2,0.0,4,0.09095663577318192,-1.334136962890625,0.04547824710607529
209,0,32.0,0.6183736666666667,6,192,0.135364830493927,-1.341104507446289e-07,0.0003,4.646883487701416,0.0,0.2,0.0,5,0.07279569655656815,-0.2357017993927002,0.03639771416783333
211,1,32.0,0.6191408571428572,7,224,0.13537047803401947,5.21540641784668e-08,0.0003,4.646748065948486,0.0,0.2,0.0,6,0.05179305374622345,-0.42364823818206787,0.025896579027175903
212,1,32.0,0.6191765,8,256,0.1353737711906433,-3.213062882423401e-08,0.0003,4.646414279937744,0.0,0.2,0.0,7,0.04818805679678917,-0.4276493787765503,0.024093996733427048
