pair_index,controller,scenario,evaluation_seed,state_estimation_mode,latency_compensation,contact_allocation,initial_state_fingerprint,initial_command_fingerprint,push_schedule_fingerprint,state_age_mean_ms,state_age_p95_ms,state_age_max_ms,compensation_horizon_p95_ms,compensation_applied_ratio,compensation_rejected_ratio,action_delay_steps,state_delay_steps,sensor_noise_scale,state_estimator_seed,base_mass_scale,damping_scale,friction_scale,actuator_strength_scale,success,episode_steps,episode_duration_s,velocity_rmse_mps,pitch_rmse_deg,max_abs_pitch_deg,height_rmse_mm,normalized_torque_rms,mean_abs_mechanical_power_w,torque_saturation_ratio,residual_action_rms,residual_action_delta_rms,mean_residual_longitudinal_force_n,mean_residual_vertical_force_n,four_wheel_contact_ratio,undesired_contact_steps,mean_reward,solve_p95_ms,allocation_solve_p95_ms,allocation_solve_p99_ms,allocation_constraint_violation_max,allocation_force_error_rms_n,allocation_moment_error_rms_nm,contact_force_model_error_rms_n,contact_moment_model_error_rms_nm,contact_force_tracking_error_rms_n,contact_moment_tracking_error_rms_nm,contact_wrench_physics_samples_min,contact_wrench_physics_samples_max,allocation_converged_ratio,allocation_feasible_nonconverged_ratio,allocation_fallback_ratio,allocation_wrench_limited_ratio,allocation_no_contact_ratio,allocation_legacy_ratio,allocation_not_run_ratio,raw_position_estimation_rmse_m,control_position_estimation_rmse_m,raw_pitch_estimation_rmse_deg,control_pitch_estimation_rmse_deg,raw_velocity_estimation_rmse_mps,control_velocity_estimation_rmse_mps,partial_contact_ratio
0,D1 LQR+VMC,randomized,121,oracle,none,legacy,7c2e92dfcaa715c655bc8077a117188283c609c4004d2c997e753c106bd05da0,b5debe969d1df6635d50c0383ced2b7758db1a66006d8efd3190a9a9c1c36602,3c0b20d46b77d044bc2c012ed0e2b5b40ed5c67307b2b067e0da1963dd696938,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0392194779402963,0.934056113211154,1.1857691697504076,0.9661443790880642,1,600,6.0,0.31998635115784474,1.6252474666780514,4.00933080430875,6.299395267881815,0.27627911421955115,343.5754060949744,0.0,0.0,0.0,0.0,0.0,0.8133333333333334,0,3.559300874743866,0.0,0.2551504497660062,0.28354107057566574,0.0,2.2046456773613356e-13,65.55998785631058,147.34118203126883,42.99353410786392,147.34118203126883,31.883104539367576,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18666666666666668
0,D1 LQR+VMC,randomized,121,oracle,none,constrained,7c2e92dfcaa715c655bc8077a117188283c609c4004d2c997e753c106bd05da0,b5debe969d1df6635d50c0383ced2b7758db1a66006d8efd3190a9a9c1c36602,3c0b20d46b77d044bc2c012ed0e2b5b40ed5c67307b2b067e0da1963dd696938,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0392194779402963,0.934056113211154,1.1857691697504076,0.9661443790880642,1,600,6.0,0.21910607452787548,1.8899192707907038,4.878569747483831,10.060226903849777,0.21353616570598877,55.58210340899725,0.0,0.0,0.0,0.0,0.0,0.9416666666666667,0,3.6774603105758272,0.0,3.2611257002372436,3.60749263042635,6.992473017136836e-12,24.26889925372516,3.674405954649685,40.987763279751405,8.501483361756208,47.096664374852594,9.100636586317481,5,5,0.9983333333333333,0.0016666666666666668,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058333333333333334
1,D1 LQR+VMC,randomized,122,oracle,none,legacy,c29706cb396ed7cc6b20e70c4feb8d727c8ccb88d9c3ac1f5a6f9d2c7a8dafc9,a43e284a8bda7a9c6b9537304ee476b45e291d3a0f641aee8d330f83a4caf286,02908c9b2d28b6c0bdcc0dbeb8aaf2aeeb616e0ceadd9fa26465aa48443790f9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0815775669389267,0.8790308005009635,0.8954298945162347,0.8918624637657828,1,600,6.0,0.37236293067826676,1.9642703659847427,4.402485842714876,11.006836594724833,0.28414670021414096,412.8313897400451,0.0,0.0,0.0,0.0,0.0,0.6766666666666666,0,3.1500881502523255,0.0,0.266759450551035,0.29117563953150233,0.0,2.2671767750816592e-13,65.92440292792351,155.46671187290158,45.77900511223633,155.46671187290158,32.73322324994232,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3233333333333333
1,D1 LQR+VMC,randomized,122,oracle,none,constrained,c29706cb396ed7cc6b20e70c4feb8d727c8ccb88d9c3ac1f5a6f9d2c7a8dafc9,a43e284a8bda7a9c6b9537304ee476b45e291d3a0f641aee8d330f83a4caf286,02908c9b2d28b6c0bdcc0dbeb8aaf2aeeb616e0ceadd9fa26465aa48443790f9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0815775669389267,0.8790308005009635,0.8954298945162347,0.8918624637657828,1,600,6.0,0.3164282697816416,2.8646315864621807,5.837585430927341,12.945964959030828,0.2920886790132496,356.12034985449054,0.013854166666666667,0.0,0.0,0.0,0.0,0.19166666666666668,0,3.3362666441205624,0.0,3.571536800018292,5.116589990584543,2.521320243833931e-10,95.1512953970265,14.028491903365417,89.0137500262554,23.893348411302615,129.63403136242835,24.74580304892417,5,5,0.9733333333333334,0.023333333333333334,0.0,0.5216666666666666,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805
2,D1 LQR+VMC,randomized,123,oracle,none,legacy,73dfdbd5c0ab425dc1b07acfcd0f96887b1c1df66e5fdd7f7fdf9c8082c92375,ad1ef676cd7e09b56d4738ddf875ae6abd6c6381fbff77aa832cc7df0175445b,469375b2dfe0336699f18db15a737f7a66f34020c133025cccdddb7d4ca8b301,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0501174099145916,0.8242194584610002,0.7932339173021974,0.8868743621397339,1,600,6.0,0.35403544980050144,2.036174467550414,5.941516236900707,9.190211037659562,0.260090657562208,306.64257951171106,0.0,0.0,0.0,0.0,0.0,0.8033333333333333,0,3.3032086657344273,0.0,0.30013000045983035,0.3941993894204643,0.0,1.7277792445038689,66.48632678994923,144.575421779378,44.07076877261836,144.6279714341408,31.37827429160237,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19666666666666666
2,D1 LQR+VMC,randomized,123,oracle,none,constrained,73dfdbd5c0ab425dc1b07acfcd0f96887b1c1df66e5fdd7f7fdf9c8082c92375,ad1ef676cd7e09b56d4738ddf875ae6abd6c6381fbff77aa832cc7df0175445b,469375b2dfe0336699f18db15a737f7a66f34020c133025cccdddb7d4ca8b301,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0501174099145916,0.8242194584610002,0.7932339173021974,0.8868743621397339,1,600,6.0,0.2215305206146215,2.428393600613102,4.475647956527613,6.905272381878493,0.2014055727459084,55.04317490174524,0.0,0.0,0.0,0.0,0.0,0.9266666666666666,0,3.646822531826277,0.0,3.0247190501086147,3.330007949598439,3.966702648585818e-14,33.832241549506016,4.2683257624801065,45.97959496178102,9.053084562111001,56.794673046981785,9.78445251978352,5,5,1.0,0.0,0.0,0.07666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333333333333333
3,D1 LQR+VMC,randomized,124,oracle,none,legacy,9f92d54e327d4a75e4a2b3d01bc40fe062eac5664ed1738e182917c68d9d04da,56dcc03527552d4dd3b093e8f05fd103a605ca22ee3f8a654938347405d3380a,09c8d449d73b1404b27eb7395d76d55061d83f415adb9f451a5a282749d83920,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.072755685088562,1.1536367108867953,1.2799384113898542,0.9996119545819131,1,600,6.0,0.2531775021637927,0.902791206683104,1.8490621135123164,9.212190961349178,0.2175099821638664,94.1656453659553,0.0,0.0,0.0,0.0,0.0,0.9966666666666667,0,3.5440664170603,0.0,0.25913135036716994,0.2947510397825681,0.0,2.200563549090119e-13,65.84909773399228,125.77348161816768,38.10396114743005,125.77348161816768,28.823785391647423,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335
3,D1 LQR+VMC,randomized,124,oracle,none,constrained,9f92d54e327d4a75e4a2b3d01bc40fe062eac5664ed1738e182917c68d9d04da,56dcc03527552d4dd3b093e8f05fd103a605ca22ee3f8a654938347405d3380a,09c8d449d73b1404b27eb7395d76d55061d83f415adb9f451a5a282749d83920,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.072755685088562,1.1536367108867953,1.2799384113898542,0.9996119545819131,1,600,6.0,0.23971335274574637,2.590908834492045,4.288638328374598,10.9496022078825,0.2078186625532261,54.51395165150445,0.0,0.0,0.0,0.0,0.0,0.9266666666666666,0,3.4306579797795758,0.0,3.0575508501442514,3.359790610602431,1.2554972008769803e-12,35.49702576010416,4.453933744701474,49.62617117316415,12.974684459066676,59.915685299610594,13.73076706107408,5,5,1.0,0.0,0.0,0.08166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333333333333333
4,D1 LQR+VMC,randomized,125,oracle,none,legacy,e3d32ae351fe1e9e4cd0f6c37bc15f9ab5e4379303646bd4844c8d5acf55f8c4,bb4ef951ef18a309bcca5309ea323c4c8c1ecdbb3c39d1610cb072140f7e44e6,ce563013b208516d32c203b8ae91ea1ab965c61544ef3ac2563d15ed89fbae5c,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0873848863921922,1.0221424887299229,0.9036051544398931,0.8859215154175284,1,600,6.0,0.11441560024170959,0.37367182199388504,1.2106770329556384,7.026680445590188,0.22025537974482592,98.35156067569187,0.0,0.0,0.0,0.0,0.0,0.9983333333333333,0,3.9953962838715884,0.0,0.24323624970747904,0.2782715497141907,0.0,2.0568746913452307e-13,65.3616265111654,124.57516206238655,37.31692378981391,124.57516206238655,28.374717541203577,5,5,0.0,0.0,0.0,0.9983333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668
4,D1 LQR+VMC,randomized,125,oracle,none,constrained,e3d32ae351fe1e9e4cd0f6c37bc15f9ab5e4379303646bd4844c8d5acf55f8c4,bb4ef951ef18a309bcca5309ea323c4c8c1ecdbb3c39d1610cb072140f7e44e6,ce563013b208516d32c203b8ae91ea1ab965c61544ef3ac2563d15ed89fbae5c,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0873848863921922,1.0221424887299229,0.9036051544398931,0.8859215154175284,1,600,6.0,0.15367799869448195,2.451036966915519,2.9281036299902774,5.606376996983804,0.18522490463227198,45.94522270701944,0.00020833333333333335,0.0,0.0,0.0,0.0,0.995,0,3.7937969011212407,0.0,3.088447749860279,3.491522080012146,2.920424630148678e-14,16.45184261372216,2.156680982451165,49.49591112077823,9.481093913746474,51.731895907538345,9.757601845349273,5,5,1.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
5,D1 LQR+VMC,randomized,126,oracle,none,legacy,0ddc9f8491fec102ffc5c6392aacf4cc4958d0d3de3ca28740ab8305d3cad802,7e34e269b9e4c594bb8f35e9d4a3172a2706dc0dbf9e4a7f6646ccc74f04a7d2,e5b0e9def2372e9365d987b6e39ff899cb45bb89455478363d7c590a22d1acdd,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9013587367131051,1.2237911483370425,0.6929830915399516,1.0458088405818775,1,600,6.0,0.22818976771265606,1.3807216769359851,2.9759029782857747,6.081503820069,0.26101272627050953,289.3444696178933,0.0,0.0,0.0,0.0,0.0,0.78,0,3.655752772542766,0.0,0.23440830050276415,0.2667657598249207,0.0,2.3079168979489723e-13,66.531744598836,142.87044481713446,43.490532574955864,142.87044481713446,31.026518219612665,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
5,D1 LQR+VMC,randomized,126,oracle,none,constrained,0ddc9f8491fec102ffc5c6392aacf4cc4958d0d3de3ca28740ab8305d3cad802,7e34e269b9e4c594bb8f35e9d4a3172a2706dc0dbf9e4a7f6646ccc74f04a7d2,e5b0e9def2372e9365d987b6e39ff899cb45bb89455478363d7c590a22d1acdd,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9013587367131051,1.2237911483370425,0.6929830915399516,1.0458088405818775,1,600,6.0,0.14713647013316516,1.8477426707752231,3.8087322892879065,18.528527386808204,0.23991576297362185,208.97173268207325,0.0,0.0,0.0,0.0,0.0,0.10833333333333334,0,3.6451059610045027,0.0,3.0729679497198954,3.7858495006184967,7.2706389020131775e-12,76.94103070786547,9.83011543645214,61.77642986243331,15.393755472594195,99.44665017322154,16.1497634340702,5,5,0.9933333333333333,0.005,0.0,0.4083333333333333,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
6,D1 LQR+VMC,randomized,127,oracle,none,legacy,b345e7315aba751897fa9a531d28a3ec08f3a2400c220b7105790c2f469aeba6,a62c253f96362a1932f78e665abbdd76f1d8b14ac646a1581a89059be1307721,b988dab50b02d7e9b38b02217d3abdb5b45c339eebd080920892ff7322910b76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9137426449013422,0.8943347555404323,0.8445661120289889,1.032011400718582,1,600,6.0,0.3459606817964448,2.03089034683114,4.567124536159984,9.48850115703656,0.2877958740233167,450.42546714226484,0.0,0.0,0.0,0.0,0.0,0.595,0,3.149424504309511,0.0,0.24180065038308385,0.2715857205203065,0.0,2.1220147527560285e-13,66.33574013379295,156.97444963419943,46.71887722172722,156.9744496341994,33.60045167799008,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405
6,D1 LQR+VMC,randomized,127,oracle,none,constrained,b345e7315aba751897fa9a531d28a3ec08f3a2400c220b7105790c2f469aeba6,a62c253f96362a1932f78e665abbdd76f1d8b14ac646a1581a89059be1307721,b988dab50b02d7e9b38b02217d3abdb5b45c339eebd080920892ff7322910b76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9137426449013422,0.8943347555404323,0.8445661120289889,1.032011400718582,1,600,6.0,0.22814632345735086,2.626652332665503,5.109583538196957,15.38078441542547,0.283840229065136,352.49139405121696,0.004791666666666666,0.0,0.0,0.0,0.0,0.11333333333333333,0,3.3807745418648225,0.0,3.4059942997373582,4.520843619638981,4.8206338135254855e-11,118.82209430999569,15.886747221517604,83.73273709484332,23.22941402689295,141.95082977947953,26.083831403351198,5,5,0.9783333333333334,0.013333333333333334,0.0,0.5533333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8783333333333333
7,D1 LQR+VMC,randomized,128,oracle,none,legacy,a83279295ee7f49c66301e3a877040d7050264cd6e103f0d82a33d112aee66e5,83afc90a16a7011b633737ed84c6fb0050114b95c3a0e43580bfe50e30db52d3,8b6ec0dbcf67ecb8095c0de3c70db2633e7333e48b45dcfe1527a92742cb6c01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.045019446205385,1.012452313136684,0.9318185060008339,0.9307867869801847,1,600,6.0,0.3110867337091957,1.6721394970644257,4.306659302736472,10.09970248351851,0.2771197103763743,367.5448966693897,0.0,0.0,0.0,0.0,0.0,0.7616666666666667,0,3.251976475596431,0.0,0.2750187505171197,0.3036683599566458,0.0,2.187074513066195e-13,65.31324202221919,147.77576603318843,44.59281445150462,147.77576603318843,31.136790224990065,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23833333333333334
7,D1 LQR+VMC,randomized,128,oracle,none,constrained,a83279295ee7f49c66301e3a877040d7050264cd6e103f0d82a33d112aee66e5,83afc90a16a7011b633737ed84c6fb0050114b95c3a0e43580bfe50e30db52d3,8b6ec0dbcf67ecb8095c0de3c70db2633e7333e48b45dcfe1527a92742cb6c01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.045019446205385,1.012452313136684,0.9318185060008339,0.9307867869801847,1,600,6.0,0.18387019723991352,2.1359990438973147,4.21714719287207,9.979261934683064,0.2406218754967351,172.29912813163833,0.0028125,0.0,0.0,0.0,0.0,0.6816666666666666,0,3.696098480233095,0.0,3.049369749987818,3.4887399999934128,3.1693495967494514e-13,57.46617504473884,7.3987970970449615,58.599594097322104,15.415469799559357,84.37184319753122,16.03947178652292,5,5,1.0,0.0,0.0,0.23833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31833333333333336
8,D1 LQR+VMC,randomized,129,oracle,none,legacy,5702b570b1c0ed4e613de71f84569885aa8c5f4c94880c5cc684cc0fb91fcfd6,6496453d5a69277a86195d7bfdbbe46fbe2670ee348b85071fecbe32c5511a2c,60a2e271b66c49d8028072c5092c3fb5128bb6c666596fc41527992f75efa757,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9845496018142563,0.9052567452854112,1.2337830868118964,1.0285116701786272,1,600,6.0,0.44901771001919666,1.970065402206609,7.991148689071273,12.962434312448153,0.2140966171313133,101.08445688538869,0.0,0.0,0.0,0.0,0.0,0.9516666666666667,0,3.1284993957404796,0.0,0.26798665057867765,0.3718103297524066,0.0,8.322273577159605,66.69550554487951,129.20577434282902,39.46174866637129,129.54111064887653,29.74575977474406,5,5,0.0,0.0,0.0,0.9983333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04833333333333333
8,D1 LQR+VMC,randomized,129,oracle,none,constrained,5702b570b1c0ed4e613de71f84569885aa8c5f4c94880c5cc684cc0fb91fcfd6,6496453d5a69277a86195d7bfdbbe46fbe2670ee348b85071fecbe32c5511a2c,60a2e271b66c49d8028072c5092c3fb5128bb6c666596fc41527992f75efa757,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9845496018142563,0.9052567452854112,1.2337830868118964,1.0285116701786272,1,600,6.0,0.33179739726510704,2.8799071422610614,5.06125809845915,12.755778655845305,0.2634848886404587,255.66335327521094,0.0032291666666666666,0.0,0.0,0.0,0.0,0.635,0,3.238841561131597,0.0,2.997725750037716,3.638169469941202,5.885538209824635e-14,45.80237084367486,5.929320325953278,71.66319359832885,17.203092996872403,83.73039375580234,18.037209870479487,5,5,1.0,0.0,0.0,0.21666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365
9,D1 LQR+VMC,randomized,130,oracle,none,legacy,40095e7bae0c177148218132cab8af901d2730f23c3b84147801c1bf84ac666a,f26470b0ae52d06a3a61c0b168230e39b8d37486347b1db9b1a210d0dcdc7dd7,32cea20adea4fbe5391e26bb562c4a7479aff31814c5405179333f9f5077bde4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9997216871705642,0.8351152271187723,0.8488619829931543,0.9314115641439593,1,600,6.0,0.3400228405292457,1.9327846844118275,4.234603686540212,10.673980090321278,0.2930594843503525,505.3276182516579,0.0,0.0,0.0,0.0,0.0,0.545,0,3.126595712634488,0.0,0.23716329997114372,0.26239483065182867,0.0,0.283682907449734,66.79471780050768,165.3167826752628,48.544525271508995,165.32938937669854,34.03451477866129,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455
9,D1 LQR+VMC,randomized,130,oracle,none,constrained,40095e7bae0c177148218132cab8af901d2730f23c3b84147801c1bf84ac666a,f26470b0ae52d06a3a61c0b168230e39b8d37486347b1db9b1a210d0dcdc7dd7,32cea20adea4fbe5391e26bb562c4a7479aff31814c5405179333f9f5077bde4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9997216871705642,0.8351152271187723,0.8488619829931543,0.9314115641439593,1,600,6.0,0.25635512608486793,2.4859463196157767,5.631686234787716,12.078129024300214,0.2634888127602066,266.32611952622216,0.007916666666666667,0.0,0.0,0.0,0.0,0.5433333333333333,0,3.3856888462709613,0.0,2.966824900249775,3.7489560099220385,3.7932369193176946e-10,92.32272868536958,15.507358845221907,76.53046075783435,20.129705291073854,119.31552826280371,23.431340440313296,5,5,0.9816666666666667,0.016666666666666666,0.0,0.36,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455
10,D1 LQR+VMC,randomized,131,oracle,none,legacy,4b6d7d5264f0eaf46cd1362ce31dbc26cc5d48d0cdf31f202b38babc82a6f030,ff5ad5fec0545ac41879319246e8552be77ad07bff5dc7f83e087c1ca46f6150,97b44b4ada33350e078ca8e793613adfbb4d9a471ec91aab6aae1720401e9fd7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0422219766542375,1.070517012206352,0.9960171566159062,0.8798084705107636,1,600,6.0,0.4339204181374642,2.010856414827532,5.881382583695897,9.999944948141867,0.2760178910717235,328.7641983380672,0.00125,0.0,0.0,0.0,0.0,0.8183333333333334,0,3.28144614206133,0.0,0.24613759987914813,0.28600236951206165,0.42000041755651124,2.3298480255501133,65.6314566259981,144.63995118502604,43.05775207172706,144.68610964312683,31.135635842087265,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18166666666666667
10,D1 LQR+VMC,randomized,131,oracle,none,constrained,4b6d7d5264f0eaf46cd1362ce31dbc26cc5d48d0cdf31f202b38babc82a6f030,ff5ad5fec0545ac41879319246e8552be77ad07bff5dc7f83e087c1ca46f6150,97b44b4ada33350e078ca8e793613adfbb4d9a471ec91aab6aae1720401e9fd7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0422219766542375,1.070517012206352,0.9960171566159062,0.8798084705107636,1,600,6.0,0.2648525513061028,2.6215710358353594,6.011599453025199,8.86920901013498,0.2786122258824038,323.49863472698377,0.008333333333333333,0.0,0.0,0.0,0.0,0.3883333333333333,0,3.5450419121057037,0.0,3.1968726999366472,3.9726241393782344,2.0963862060191178e-11,85.8910790700437,12.182068559348924,79.66590605453504,22.360347523288397,117.24321097472145,23.38325807531111,5,5,0.9783333333333334,0.021666666666666667,0.0,0.4816666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6116666666666667
11,D1 LQR+VMC,randomized,132,oracle,none,legacy,6f4a4364baec90156312c0b7c9b283ae90a7cb12a05eba457cff406a627139cd,a95af400eafe9bb70db4211a1b6cad8f95b86f8f7ee2152f9bdd03101eec6a00,a36b91e99b28824d41acdda5157707ed14ee21e4d17d651b8c2af3e866cf621f,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9313722913777985,1.1620996281206688,1.1343696282482012,1.0264743128609943,1,600,6.0,0.19532684141556642,0.6997969792206713,2.3962419406957522,12.657723417554188,0.23734695155762767,177.04284313223948,0.0,0.0,0.0,0.0,0.0,0.9533333333333334,0,3.727995952054417,0.0,0.2611723497921048,0.3502363396273722,0.0,2.1593654064377434e-13,65.82936508687573,131.97721536785738,39.66698339812417,131.97721536785738,29.83687690087082,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04666666666666667
11,D1 LQR+VMC,randomized,132,oracle,none,constrained,6f4a4364baec90156312c0b7c9b283ae90a7cb12a05eba457cff406a627139cd,a95af400eafe9bb70db4211a1b6cad8f95b86f8f7ee2152f9bdd03101eec6a00,a36b91e99b28824d41acdda5157707ed14ee21e4d17d651b8c2af3e866cf621f,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9313722913777985,1.1620996281206688,1.1343696282482012,1.0264743128609943,1,600,6.0,0.1915427108379356,1.9716993987311162,4.3111028636761235,10.502216862487764,0.19471311578631176,51.88658611438533,0.0,0.0,0.0,0.0,0.0,0.9516666666666667,0,3.714162729305927,0.0,2.713440849902326,2.904960820278575,4.932580931847721e-12,34.455538525714196,4.216954637388497,46.60703116072389,9.279791481672122,57.21944827211912,9.978800993614767,5,5,0.9983333333333333,0.0016666666666666668,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04833333333333333
12,D1 LQR+VMC,randomized,133,oracle,none,legacy,91626afdc925fd4c06119e4d576fb766f934c3eb454af0192214822e7a8cff35,88ee8ee7ed9c598c83e9212cf32484a798c61f0b2b386a02b301df25b9ea2174,95a07559d2482661e15badf192867fbad9311eeae907de0887075b6672b62271,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.1145332790015046,1.030492392512524,0.8845519031870943,0.9652460868393753,1,600,6.0,0.38476089049786194,1.443549353525405,3.7616134976216333,9.770416505311475,0.22052512942102231,114.99223636258264,0.0,0.0,0.0,0.0,0.0,0.9733333333333334,0,3.296470209906582,0.0,0.25881624997055036,0.2898538400950201,0.0,2.3308842810055563e-13,66.39781284950404,131.44132657820543,38.744990859961916,131.44132657820543,28.972347498210198,5,5,0.0,0.0,0.0,0.9983333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
12,D1 LQR+VMC,randomized,133,oracle,none,constrained,91626afdc925fd4c06119e4d576fb766f934c3eb454af0192214822e7a8cff35,88ee8ee7ed9c598c83e9212cf32484a798c61f0b2b386a02b301df25b9ea2174,95a07559d2482661e15badf192867fbad9311eeae907de0887075b6672b62271,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.1145332790015046,1.030492392512524,0.8845519031870943,0.9652460868393753,1,600,6.0,0.328402525202169,2.9728377243295467,7.522831016830275,14.68640404642888,0.2696732395467173,212.71967507081098,0.0030208333333333333,0.0,0.0,0.0,0.0,0.575,0,3.2143897754736437,0.0,3.741206950417108,5.231825549926724,1.2412924584845804e-12,82.03874643891135,9.587878153867374,72.24478991177567,17.50237471476443,109.63974688291492,18.87049914779481,5,5,0.995,0.0,0.0,0.32,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4216666666666667
13,D1 LQR+VMC,randomized,134,oracle,none,legacy,2f3f88873b85c2751b2ac22a3910bf026d617086ba9b44fde85d029dae4cf514,e5aa3494343ca1e2e74a96e6584c51d67767c742dba2d2414bc3e277645502c2,f03d89cac34314e61f5c270e426b71ade1f0844863ed84f254891163c941b6d3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.1130639464762684,1.0269182989567793,1.0037205315584476,1.0060237377134706,1,600,6.0,0.18869155147010652,0.6373074989756231,1.7327971444489865,6.306323298163673,0.22079319810840364,93.5458135202416,0.0,0.0,0.0,0.0,0.0,0.9983333333333333,0,3.7438763966194224,0.0,0.2447702992412814,0.2802474798863841,0.0,1.8070010574474611e-13,65.20738428086301,127.32544032787214,37.08515779214477,127.32544032787214,28.559787305203386,5,5,0.0,0.0,0.0,0.9983333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668
