condition,training_seed,case_id,terrain_kind,quality_failure_reasons,source_csv,tail_bias_mps,tail_variance_m2ps2,tail_std_mps,tail_rmse_mps,tail_bias_share_of_mse,tail_failure_type
curriculum_rl,1000,tracking_v2_holdout_18_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_1000/tracking_v2_holdout_18_ramp.csv,0.010901761678099958,0.00031383738152219917,0.01771545600661183,0.02080110067300017,0.27467601351907833,mixed
curriculum_rl,1000,tracking_v2_holdout_19_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_1000/tracking_v2_holdout_19_ramp.csv,0.004235200155711815,0.0002693975612924204,0.016413334862008404,0.01695094338529162,0.06242522740693963,fluctuation_dominated
curriculum_rl,1000,tracking_v2_holdout_20_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_1000/tracking_v2_holdout_20_ramp.csv,-0.033500870336876674,0.00020544210793227522,0.014333251826863128,0.036438309802466116,0.8452705383160498,bias_dominated_slow
curriculum_rl,1000,tracking_v2_holdout_21_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_1000/tracking_v2_holdout_21_ramp.csv,-0.03789482682752726,0.00022168083762539846,0.014888950185469709,0.040714846652218625,0.8662719391917991,bias_dominated_slow
curriculum_rl,1000,tracking_v2_holdout_22_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_1000/tracking_v2_holdout_22_ramp.csv,-0.020322977027757313,0.00023164873284054347,0.015220010934310904,0.02539039440637532,0.6406720211106254,mixed
curriculum_rl,1000,tracking_v2_holdout_23_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_1000/tracking_v2_holdout_23_ramp.csv,-0.03188304809388862,0.0002684074613458961,0.016383145648681027,0.03584600698966498,0.7911122297175025,mixed
flat_rl,2000,tracking_v2_holdout_00_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_00_flat.csv,-0.036662358772264786,0.00014755161359238377,0.01214708251360728,0.038622275494054524,0.9010836122113329,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_01_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_01_flat.csv,-0.055074224853663284,0.00020474523595596556,0.01430892155111508,0.056902684288070535,0.9367663432625105,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_02_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_02_flat.csv,-0.07465311153872568,0.0002295736296705246,0.015151687353906316,0.07617519735507053,0.9604364890775514,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_03_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_03_flat.csv,-0.05415394064439407,0.00022306032385002592,0.014935204178384235,0.05617570303224145,0.9293153200596407,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_04_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_04_bumps.csv,-0.10217786410794712,0.00047813153279965224,0.021866218987279265,0.10449137498598514,0.9562088350798815,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_05_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_05_bumps.csv,0.04977139627750347,0.009262679710804257,0.09624281641143019,0.10835068803757798,0.21100672751724195,mixed
flat_rl,2000,tracking_v2_holdout_06_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_06_bumps.csv,-0.08303593474707452,0.0017231420503027147,0.0415107462026728,0.09283376815374421,0.8000556562523407,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_07_bumps,bumps,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_07_bumps.csv,-0.0466725785131211,0.0015165087680079376,0.038942377534094366,0.060785182018904836,0.5895601855633773,mixed
flat_rl,2000,tracking_v2_holdout_08_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_08_bumps.csv,-0.10332102982520215,0.0010010481653746075,0.031639345210901684,0.10805685248754436,0.9142665406709638,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_09_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_09_bumps.csv,-0.08961442577860304,0.00011143880443813446,0.010556457949432397,0.09023405184334174,0.986313401551191,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_10_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_10_bumps.csv,0.16176512025098005,0.028028761497645393,0.1674179246605494,0.2328018806355727,0.48283284008737465,mixed
flat_rl,2000,tracking_v2_holdout_11_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_11_bumps.csv,0.05495363285632763,0.02262454520966787,0.15041457778309877,0.16013883655683253,0.11776045578975484,fluctuation_dominated
flat_rl,2000,tracking_v2_holdout_12_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_12_bumps.csv,-0.05202887893935754,0.00893003908269903,0.09449888402885523,0.10787512839568421,0.23261958968121846,mixed
flat_rl,2000,tracking_v2_holdout_13_bumps,bumps,progress|tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_13_bumps.csv,-0.07054348811128447,0.0026953441288669003,0.05191670375579425,0.08758840016676771,0.6486653093338851,mixed
flat_rl,2000,tracking_v2_holdout_14_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_14_bumps.csv,-0.08549462971393887,0.0034720740112148007,0.05892430747335772,0.10383354814865144,0.6779572069709467,mixed
flat_rl,2000,tracking_v2_holdout_15_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_15_bumps.csv,-0.09779128170234276,0.00011577207786192416,0.01075974339201099,0.09838143551935438,0.9880387238354374,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_16_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_16_ramp.csv,0.009628460009010346,0.00028829252688122777,0.016979179216947672,0.01951921537937269,0.24332624238074663,mixed
flat_rl,2000,tracking_v2_holdout_17_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_17_ramp.csv,0.0016796691555692666,0.0003381239766927776,0.0183881477232694,0.018464703224394058,0.008274901459053383,fluctuation_dominated
flat_rl,2000,tracking_v2_holdout_18_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_18_ramp.csv,0.00972499561981582,0.0003052619286058858,0.017471746581435004,0.019995936297441105,0.2365349605208702,mixed
flat_rl,2000,tracking_v2_holdout_19_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_19_ramp.csv,0.005076594391788796,0.0003228976668696359,0.017969353546236324,0.018672693364600014,0.07391473094917103,fluctuation_dominated
flat_rl,2000,tracking_v2_holdout_20_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_20_ramp.csv,-0.029588765082771497,0.00018417668354414734,0.013571171045423727,0.03255259901555612,0.8261945816987406,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_21_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_21_ramp.csv,-0.04091391766165895,0.00021992542820280573,0.014829882946362245,0.043518663658570836,0.8838753696691636,bias_dominated_slow
flat_rl,2000,tracking_v2_holdout_22_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_22_ramp.csv,-0.03082125522543421,0.0002580616109797282,0.016064296155752614,0.03475645817184316,0.7863748518775215,mixed
flat_rl,2000,tracking_v2_holdout_23_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/flat_rl_seed_2000/tracking_v2_holdout_23_ramp.csv,-0.03497184172055922,0.00026583523479675037,0.016304454446461874,0.03858581278299832,0.8214510757798407,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_00_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_00_flat.csv,-0.03432616722659527,9.999532155015566e-05,0.009999766074771732,0.0357530569045269,0.9217736042020007,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_01_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_01_flat.csv,-0.05755195811808668,0.00017865940398029134,0.013366353428676474,0.05908373115508443,0.9488212052462829,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_02_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_02_flat.csv,-0.07172507195587736,0.00021106751591849508,0.014528162854211647,0.07318164703663262,0.9605890376453292,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_03_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_03_flat.csv,-0.05398504837780296,0.0001724468746481687,0.013131902933245003,0.05555926856071717,0.9441346802794693,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_04_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_04_bumps.csv,-0.10451905180587556,0.0003798298916476376,0.019489225014033718,0.1063205628373314,0.9663988140819856,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_05_bumps,bumps,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_05_bumps.csv,0.039656911461906565,0.00774558058707572,0.08800898015018535,0.0965310893638584,0.16877315180910202,fluctuation_dominated
mixed_rl,2000,tracking_v2_holdout_06_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_06_bumps.csv,-0.08806323061394027,0.001391362976699337,0.03730097822711004,0.09563731260791135,0.8478802108264776,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_07_bumps,bumps,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_07_bumps.csv,-0.039119109384162055,0.0018864060583834005,0.04343277631447707,0.058452637043964376,0.4478882816582693,mixed
mixed_rl,2000,tracking_v2_holdout_08_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_08_bumps.csv,-0.11313978049605587,0.0009113039057839966,0.030187810549690358,0.11709788143463444,0.9335392625236945,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_09_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_09_bumps.csv,-0.08933744942019375,0.00013834157357697693,0.011761869476277014,0.09010838719277274,0.9829618562427649,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_10_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_10_bumps.csv,0.13648166626253672,0.0327032715924953,0.18084045894792267,0.2265623905644839,0.3628883241471643,mixed
mixed_rl,2000,tracking_v2_holdout_11_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_11_bumps.csv,0.05289278794245762,0.016663004757699943,0.1290852615820255,0.13950144004283874,0.14375916330098612,fluctuation_dominated
mixed_rl,2000,tracking_v2_holdout_12_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_12_bumps.csv,-0.03750091806975237,0.010574876886562478,0.1028342204062562,0.10945864855111614,0.11737717054982232,fluctuation_dominated
mixed_rl,2000,tracking_v2_holdout_13_bumps,bumps,progress|tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_13_bumps.csv,-0.07659957131270863,0.002079257908079357,0.045598880557304884,0.08914455806929603,0.7383512349424822,mixed
mixed_rl,2000,tracking_v2_holdout_14_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_14_bumps.csv,-0.08363014395427927,0.0038118830010710363,0.06174044866269629,0.10395135390597139,0.6472400584237497,mixed
mixed_rl,2000,tracking_v2_holdout_15_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_15_bumps.csv,-0.10062502670916844,0.00021291170166904305,0.014591494154782197,0.10167746899824907,0.9794055557438942,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_16_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_16_ramp.csv,0.009939254597249664,0.00032177392012667887,0.017938057869420505,0.020507625461657606,0.23489667881005763,mixed
mixed_rl,2000,tracking_v2_holdout_17_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_17_ramp.csv,0.006119636547689504,0.00035317381419714615,0.01879291925692084,0.019764204149749196,0.09587217872240482,fluctuation_dominated
mixed_rl,2000,tracking_v2_holdout_18_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_18_ramp.csv,0.006046154568828297,0.0002667857338355726,0.016333576884307144,0.01741670803871202,0.12051090500190362,fluctuation_dominated
mixed_rl,2000,tracking_v2_holdout_19_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_19_ramp.csv,0.005164422260055297,0.0002950355921754294,0.01717660013435224,0.017936188264388395,0.08290546914151727,fluctuation_dominated
mixed_rl,2000,tracking_v2_holdout_20_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_20_ramp.csv,-0.03744858464217164,0.0002377929023147665,0.01542053508522861,0.040499251771071776,0.8550210706262187,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_21_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_21_ramp.csv,-0.04243202586161707,0.00020940238536496186,0.014470742391631531,0.04483167634704174,0.8958134474254641,bias_dominated_slow
mixed_rl,2000,tracking_v2_holdout_22_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_22_ramp.csv,-0.025354198814636367,0.0001902763194073664,0.013794068268910605,0.028863674695704885,0.7716076781318515,mixed
mixed_rl,2000,tracking_v2_holdout_23_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/mixed_rl_seed_2000/tracking_v2_holdout_23_ramp.csv,-0.039246792222803605,0.0002441127093385393,0.015624106673296214,0.04224243611723236,0.8631979898430405,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_00_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_00_flat.csv,-0.03272535607903411,0.0001304245219538307,0.011420355596645435,0.03466083456083257,0.8914371532952705,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_01_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_01_flat.csv,-0.05417776276030487,0.0001794196574183908,0.013394762312874044,0.05580904617649604,0.942394914858253,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_02_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_02_flat.csv,-0.06942366272083098,0.00022054387240471717,0.01485071959215166,0.07099428722073639,0.9562429344674652,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_03_flat,flat,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_03_flat.csv,-0.04789974097760125,0.00018118572668885286,0.013460524755330041,0.049755109410091196,0.9268105285206897,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_04_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_04_bumps.csv,-0.10774953276053703,0.00048573235836247284,0.022039336613484374,0.10998042629703027,0.9598425397007501,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_05_bumps,bumps,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_05_bumps.csv,0.0518444737030429,0.007057730800507671,0.08401030175227125,0.09871970550023525,0.27580189003395994,mixed
curriculum_rl,2000,tracking_v2_holdout_06_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_06_bumps.csv,-0.08318884567909518,0.0021118324752915692,0.04595467849187468,0.09503797409831441,0.7661889005374373,mixed
curriculum_rl,2000,tracking_v2_holdout_07_bumps,bumps,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_07_bumps.csv,-0.04647781914468069,0.0017425556625196544,0.04174392964874839,0.06247194038098465,0.5535049289796181,mixed
curriculum_rl,2000,tracking_v2_holdout_08_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_08_bumps.csv,-0.10919941086789985,0.0008105117412400369,0.028469487899153312,0.11284955948135748,0.9363556911944304,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_09_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_09_bumps.csv,-0.09032503327743237,0.00014853201558869114,0.012187371151675456,0.09114353324376862,0.982119965440816,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_10_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_10_bumps.csv,-0.04237781200804507,0.0023749851387658617,0.04873381925076119,0.06458222734897792,0.4305771926667839,mixed
curriculum_rl,2000,tracking_v2_holdout_11_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_11_bumps.csv,0.06350889761286874,0.023877707961455132,0.15452413391265177,0.16706611875978017,0.1445081635867798,fluctuation_dominated
curriculum_rl,2000,tracking_v2_holdout_12_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_12_bumps.csv,-0.06593908230570884,0.007456723310584833,0.0863523208175949,0.10864937130928959,0.36832513946948825,mixed
curriculum_rl,2000,tracking_v2_holdout_13_bumps,bumps,progress|tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_13_bumps.csv,-0.06645865763691634,0.00301548595190671,0.05491344053969584,0.08621043513872069,0.5942695195274246,mixed
curriculum_rl,2000,tracking_v2_holdout_14_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_14_bumps.csv,-0.08559317130432838,0.0037295050756482075,0.06106967394417795,0.10514607006246267,0.6626621192439726,mixed
curriculum_rl,2000,tracking_v2_holdout_15_bumps,bumps,tail_velocity,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_15_bumps.csv,-0.10163989464087977,9.159375018548108e-05,0.009570462380965775,0.10208948002999439,0.9912117205673681,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_16_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_16_ramp.csv,0.012966595498771012,0.00028721616723765246,0.016947453119500064,0.02133890264438172,0.3692391664551711,mixed
curriculum_rl,2000,tracking_v2_holdout_17_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_17_ramp.csv,0.002270747252436911,0.00038513204547182536,0.01962478141207757,0.01975571660447363,0.013211496668139115,fluctuation_dominated
curriculum_rl,2000,tracking_v2_holdout_18_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_18_ramp.csv,0.011533558222448344,0.0002841293805690244,0.016856137771417996,0.020424307719960306,0.3188834165677809,mixed
curriculum_rl,2000,tracking_v2_holdout_19_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_19_ramp.csv,0.002087271997097595,0.0003125209277852865,0.017678261446909493,0.01780105705218525,0.013748854281578363,fluctuation_dominated
curriculum_rl,2000,tracking_v2_holdout_20_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_20_ramp.csv,-0.02696058330154998,0.00016101343963958453,0.012689107125388474,0.029797424244377233,0.8186553786289259,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_21_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_21_ramp.csv,-0.04501604500557106,0.0002313560752062163,0.015210393657174567,0.04751631702004918,0.8975303233479589,bias_dominated_slow
curriculum_rl,2000,tracking_v2_holdout_22_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_22_ramp.csv,-0.02679545459280116,0.0002675373787789538,0.016356569896495837,0.03139321209455672,0.7285355529018098,mixed
curriculum_rl,2000,tracking_v2_holdout_23_ramp,ramp,,/home/lyh/wheel-legged-control-lab/results/d1_terrain_tracking_v2/evaluation/curriculum_rl_seed_2000/tracking_v2_holdout_23_ramp.csv,-0.03440596104575883,0.00028581547212997485,0.016906077964151674,0.03833517480868255,0.8055128828427903,bias_dominated_slow
