model_id,action_mode,seed,audit_index,num_timesteps,metric,value
shared2_seed31000,shared2,31000,27,14336,train/approx_kl,0.007692473940551281
shared2_seed31000,shared2,31000,27,14336,train/clip_fraction,0.08447265625
shared2_seed31000,shared2,31000,27,14336,train/value_loss,0.0006962238676351262
shared2_seed31000,shared2,31000,27,14336,train/policy_gradient_loss,-0.004750343941850588
shared2_seed31000,shared2,31000,27,14336,train/explained_variance,0.9426361918449402
shared2_seed31000,shared2,31000,28,14848,train/std,0.1303214281797409
shared2_seed31000,shared2,31000,28,14848,train/approx_kl,0.011171677149832249
shared2_seed31000,shared2,31000,28,14848,train/clip_fraction,0.1337890625
shared2_seed31000,shared2,31000,28,14848,train/value_loss,0.0008522832831658889
shared2_seed31000,shared2,31000,28,14848,train/policy_gradient_loss,-0.004410203662700951
shared2_seed31000,shared2,31000,28,14848,train/explained_variance,0.9335200786590576
shared2_seed31000,shared2,31000,29,15360,train/std,0.13012583553791046
shared2_seed31000,shared2,31000,29,15360,train/approx_kl,0.008205931633710861
shared2_seed31000,shared2,31000,29,15360,train/clip_fraction,0.0576171875
shared2_seed31000,shared2,31000,29,15360,train/value_loss,0.00067399620093056
shared2_seed31000,shared2,31000,29,15360,train/policy_gradient_loss,-0.0011409581638872623
shared2_seed31000,shared2,31000,29,15360,train/explained_variance,0.973673403263092
shared2_seed31000,shared2,31000,30,15872,train/std,0.13004451990127563
shared2_seed31000,shared2,31000,30,15872,train/approx_kl,0.005835668183863163
shared2_seed31000,shared2,31000,30,15872,train/clip_fraction,0.0703125
shared2_seed31000,shared2,31000,30,15872,train/value_loss,0.0033509892818983644
shared2_seed31000,shared2,31000,30,15872,train/policy_gradient_loss,-0.0025387927889823914
shared2_seed31000,shared2,31000,30,15872,train/explained_variance,0.6483126282691956
shared2_seed31000,shared2,31000,31,16384,train/std,0.1299138069152832
shared2_seed31000,shared2,31000,31,16384,train/approx_kl,0.004087996669113636
shared2_seed31000,shared2,31000,31,16384,train/clip_fraction,0.06787109375
shared2_seed31000,shared2,31000,31,16384,train/value_loss,0.0007338056748267263
shared2_seed31000,shared2,31000,31,16384,train/policy_gradient_loss,0.0018079638830386102
shared2_seed31000,shared2,31000,31,16384,train/explained_variance,0.8775971531867981
shared2_seed31000,shared2,31000,32,16896,train/std,0.12977376580238342
shared2_seed31000,shared2,31000,32,16896,train/approx_kl,0.007575687952339649
shared2_seed31000,shared2,31000,32,16896,train/clip_fraction,0.109375
shared2_seed31000,shared2,31000,32,16896,train/value_loss,0.0010576488239166792
shared2_seed31000,shared2,31000,32,16896,train/policy_gradient_loss,-0.0034620851220097393
shared2_seed31000,shared2,31000,32,16896,train/explained_variance,0.840165913105011
shared2_seed31000,shared2,31000,33,17408,train/std,0.12975160777568817
shared2_seed31000,shared2,31000,33,17408,train/approx_kl,0.0027413787320256233
shared2_seed31000,shared2,31000,33,17408,train/clip_fraction,0.09228515625
shared2_seed31000,shared2,31000,33,17408,train/value_loss,0.0006943138287169859
shared2_seed31000,shared2,31000,33,17408,train/policy_gradient_loss,-0.0035749788221437484
shared2_seed31000,shared2,31000,33,17408,train/explained_variance,0.8820052742958069
shared2_seed31000,shared2,31000,34,17920,train/std,0.12965112924575806
shared2_seed31000,shared2,31000,34,17920,train/approx_kl,0.011236356571316719
shared2_seed31000,shared2,31000,34,17920,train/clip_fraction,0.072265625
shared2_seed31000,shared2,31000,34,17920,train/value_loss,0.0003816448697762098
shared2_seed31000,shared2,31000,34,17920,train/policy_gradient_loss,-0.003051605832297355
shared2_seed31000,shared2,31000,34,17920,train/explained_variance,0.9589369297027588
shared2_seed31000,shared2,31000,35,18432,train/std,0.1295454055070877
shared2_seed31000,shared2,31000,35,18432,train/approx_kl,0.004534142557531595
shared2_seed31000,shared2,31000,35,18432,train/clip_fraction,0.0966796875
shared2_seed31000,shared2,31000,35,18432,train/value_loss,0.0006561702430190053
shared2_seed31000,shared2,31000,35,18432,train/policy_gradient_loss,-0.006108058267273009
shared2_seed31000,shared2,31000,35,18432,train/explained_variance,0.9177177548408508
shared2_seed31000,shared2,31000,36,18944,train/std,0.1296209990978241
shared2_seed31000,shared2,31000,36,18944,train/approx_kl,0.005846385378390551
shared2_seed31000,shared2,31000,36,18944,train/clip_fraction,0.0341796875
shared2_seed31000,shared2,31000,36,18944,train/value_loss,0.0017975895534618758
shared2_seed31000,shared2,31000,36,18944,train/policy_gradient_loss,-0.002303645684150979
shared2_seed31000,shared2,31000,36,18944,train/explained_variance,0.7848196625709534
shared2_seed31000,shared2,31000,37,19456,train/std,0.12954191863536835
shared2_seed31000,shared2,31000,37,19456,train/approx_kl,0.004171682987362146
shared2_seed31000,shared2,31000,37,19456,train/clip_fraction,0.03662109375
shared2_seed31000,shared2,31000,37,19456,train/value_loss,0.0008747918473090976
shared2_seed31000,shared2,31000,37,19456,train/policy_gradient_loss,-0.0029418351623462513
shared2_seed31000,shared2,31000,37,19456,train/explained_variance,0.7315014004707336
shared2_seed31000,shared2,31000,38,19968,train/std,0.12939119338989258
shared2_seed31000,shared2,31000,38,19968,train/approx_kl,0.0038108211010694504
shared2_seed31000,shared2,31000,38,19968,train/clip_fraction,0.03857421875
shared2_seed31000,shared2,31000,38,19968,train/value_loss,0.0004921795771224424
shared2_seed31000,shared2,31000,38,19968,train/policy_gradient_loss,-0.002326926856767386
shared2_seed31000,shared2,31000,38,19968,train/explained_variance,0.9007604122161865
shared2_seed31000,shared2,31000,39,20480,train/std,0.12913019955158234
shared2_seed31000,shared2,31000,39,20480,train/approx_kl,0.00817808322608471
shared2_seed31000,shared2,31000,39,20480,train/clip_fraction,0.04248046875
shared2_seed31000,shared2,31000,39,20480,train/value_loss,0.0007382239837170346
shared2_seed31000,shared2,31000,39,20480,train/policy_gradient_loss,-0.0022793154348619282
shared2_seed31000,shared2,31000,39,20480,train/explained_variance,0.9240068197250366
shared2_seed31000,shared2,31000,40,20992,train/std,0.12907087802886963
shared2_seed31000,shared2,31000,40,20992,train/approx_kl,0.003428893629461527
shared2_seed31000,shared2,31000,40,20992,train/clip_fraction,0.0908203125
shared2_seed31000,shared2,31000,40,20992,train/value_loss,0.0004230534359521698
shared2_seed31000,shared2,31000,40,20992,train/policy_gradient_loss,-0.004132185771595687
shared2_seed31000,shared2,31000,40,20992,train/explained_variance,0.9410415887832642
shared2_seed31000,shared2,31000,41,21504,train/std,0.12899194657802582
shared2_seed31000,shared2,31000,41,21504,train/approx_kl,0.004127725958824158
shared2_seed31000,shared2,31000,41,21504,train/clip_fraction,0.015625
shared2_seed31000,shared2,31000,41,21504,train/value_loss,0.175314050680754
shared2_seed31000,shared2,31000,41,21504,train/policy_gradient_loss,-0.0027481179567985237
shared2_seed31000,shared2,31000,41,21504,train/explained_variance,0.07675117254257202
shared2_seed31000,shared2,31000,42,22016,train/std,0.1287270188331604
shared2_seed31000,shared2,31000,42,22016,train/approx_kl,0.01959548145532608
shared2_seed31000,shared2,31000,42,22016,train/clip_fraction,0.11376953125
shared2_seed31000,shared2,31000,42,22016,train/value_loss,0.0023195434114313684
shared2_seed31000,shared2,31000,42,22016,train/policy_gradient_loss,-0.00048094443627633154
shared2_seed31000,shared2,31000,42,22016,train/explained_variance,-0.008435726165771484
shared2_seed31000,shared2,31000,43,22528,train/std,0.1286936104297638
shared2_seed31000,shared2,31000,43,22528,train/approx_kl,0.010746830143034458
shared2_seed31000,shared2,31000,43,22528,train/clip_fraction,0.0390625
shared2_seed31000,shared2,31000,43,22528,train/value_loss,0.49041098915040493
shared2_seed31000,shared2,31000,43,22528,train/policy_gradient_loss,-0.002209823316661641
shared2_seed31000,shared2,31000,43,22528,train/explained_variance,0.04175907373428345
shared2_seed31000,shared2,31000,44,23040,train/std,0.12871582806110382
shared2_seed31000,shared2,31000,44,23040,train/approx_kl,0.0046558259055018425
shared2_seed31000,shared2,31000,44,23040,train/clip_fraction,0.087890625
shared2_seed31000,shared2,31000,44,23040,train/value_loss,0.006848377292044461
shared2_seed31000,shared2,31000,44,23040,train/policy_gradient_loss,-0.0051365772960707545
shared2_seed31000,shared2,31000,44,23040,train/explained_variance,0.8355944752693176
shared2_seed31000,shared2,31000,45,23552,train/std,0.12873303890228271
shared2_seed31000,shared2,31000,45,23552,train/approx_kl,0.014195436611771584
shared2_seed31000,shared2,31000,45,23552,train/clip_fraction,0.10498046875
shared2_seed31000,shared2,31000,45,23552,train/value_loss,0.002239088309579529
shared2_seed31000,shared2,31000,45,23552,train/policy_gradient_loss,-0.0012689961004070938
shared2_seed31000,shared2,31000,45,23552,train/explained_variance,0.9037256240844727
shared2_seed31000,shared2,31000,46,24064,train/std,0.12868255376815796
shared2_seed31000,shared2,31000,46,24064,train/approx_kl,0.017178185284137726
shared2_seed31000,shared2,31000,46,24064,train/clip_fraction,0.078125
shared2_seed31000,shared2,31000,46,24064,train/value_loss,0.003199406710336916
shared2_seed31000,shared2,31000,46,24064,train/policy_gradient_loss,-0.0003681904636323452
shared2_seed31000,shared2,31000,46,24064,train/explained_variance,0.5314846038818359
shared2_seed31000,shared2,31000,47,24576,train/std,0.12855850160121918
shared2_seed31000,shared2,31000,47,24576,train/approx_kl,0.003906086552888155
shared2_seed31000,shared2,31000,47,24576,train/clip_fraction,0.1005859375
shared2_seed31000,shared2,31000,47,24576,train/value_loss,0.0016050123413151596
shared2_seed31000,shared2,31000,47,24576,train/policy_gradient_loss,-0.001179210317786783
shared2_seed31000,shared2,31000,47,24576,train/explained_variance,0.37816232442855835
shared2_seed31000,shared2,31000,48,25088,train/std,0.12847304344177246
shared2_seed31000,shared2,31000,48,25088,train/approx_kl,0.004196431487798691
shared2_seed31000,shared2,31000,48,25088,train/clip_fraction,0.05908203125
shared2_seed31000,shared2,31000,48,25088,train/value_loss,0.0007703306109760888
shared2_seed31000,shared2,31000,48,25088,train/policy_gradient_loss,-0.004050539922900498
shared2_seed31000,shared2,31000,48,25088,train/explained_variance,-0.16491270065307617
shared2_seed31000,shared2,31000,49,25600,train/std,0.1282823085784912
shared2_seed31000,shared2,31000,49,25600,train/approx_kl,0.008126003667712212
shared2_seed31000,shared2,31000,49,25600,train/clip_fraction,0.0615234375
shared2_seed31000,shared2,31000,49,25600,train/value_loss,0.0005903314358874923
shared2_seed31000,shared2,31000,49,25600,train/policy_gradient_loss,-0.002250346529763192
shared2_seed31000,shared2,31000,49,25600,train/explained_variance,0.09630835056304932
shared2_seed31000,shared2,31000,50,26112,train/std,0.12795567512512207
shared2_seed31000,shared2,31000,50,26112,train/approx_kl,0.01131158322095871
shared2_seed31000,shared2,31000,50,26112,train/clip_fraction,0.1298828125
shared2_seed31000,shared2,31000,50,26112,train/value_loss,0.00032060901321528945
shared2_seed31000,shared2,31000,50,26112,train/policy_gradient_loss,-0.0010050353594124317
shared2_seed31000,shared2,31000,50,26112,train/explained_variance,0.1571696400642395
shared2_seed31000,shared2,31000,51,26624,train/std,0.12779094278812408
shared2_seed31000,shared2,31000,51,26624,train/approx_kl,0.01203254796564579
shared2_seed31000,shared2,31000,51,26624,train/clip_fraction,0.046875
shared2_seed31000,shared2,31000,51,26624,train/value_loss,0.000456218351246207
shared2_seed31000,shared2,31000,51,26624,train/policy_gradient_loss,-0.0008665357308927923
shared2_seed31000,shared2,31000,51,26624,train/explained_variance,-0.18423771858215332
shared2_seed31000,shared2,31000,52,27136,train/std,0.1276409924030304
shared2_seed31000,shared2,31000,52,27136,train/approx_kl,0.007132270373404026
shared2_seed31000,shared2,31000,52,27136,train/clip_fraction,0.0947265625
shared2_seed31000,shared2,31000,52,27136,train/value_loss,0.00038813165883766487
shared2_seed31000,shared2,31000,52,27136,train/policy_gradient_loss,-0.0034858861472457647
shared2_seed31000,shared2,31000,52,27136,train/explained_variance,0.08055382966995239
shared2_seed31000,shared2,31000,53,27648,train/std,0.127378910779953
shared2_seed31000,shared2,31000,53,27648,train/approx_kl,0.008609596639871597
shared2_seed31000,shared2,31000,53,27648,train/clip_fraction,0.05029296875
shared2_seed31000,shared2,31000,53,27648,train/value_loss,0.00040604202877148055
shared2_seed31000,shared2,31000,53,27648,train/policy_gradient_loss,-0.0014200320874806494
shared2_seed31000,shared2,31000,53,27648,train/explained_variance,-0.7383265495300293
