controller,scenario,evaluation_seed,state_estimation_mode,latency_compensation,initial_state_fingerprint,initial_command_fingerprint,push_schedule_fingerprint,state_age_mean_ms,state_age_p95_ms,state_age_max_ms,compensation_horizon_p95_ms,compensation_applied_ratio,compensation_rejected_ratio,action_delay_steps,state_delay_steps,sensor_noise_scale,state_estimator_seed,base_mass_scale,damping_scale,friction_scale,actuator_strength_scale,success,episode_steps,episode_duration_s,velocity_rmse_mps,pitch_rmse_deg,max_abs_pitch_deg,height_rmse_mm,normalized_torque_rms,mean_abs_mechanical_power_w,torque_saturation_ratio,residual_action_rms,residual_action_delta_rms,mean_residual_longitudinal_force_n,mean_residual_vertical_force_n,four_wheel_contact_ratio,undesired_contact_steps,mean_reward,solve_p95_ms,raw_position_estimation_rmse_m,control_position_estimation_rmse_m,raw_pitch_estimation_rmse_deg,control_pitch_estimation_rmse_deg,raw_velocity_estimation_rmse_mps,control_velocity_estimation_rmse_mps
D1 LQR+VMC,randomized,126,estimated,none,42d8e017dfbb20e42039438547d6cc422dd918886ce3a0e4b0e83520f12bf248,7e34e269b9e4c594bb8f35e9d4a3172a2706dc0dbf9e4a7f6646ccc74f04a7d2,4368ac9633458cadbb1cf90e6687b644fae3ec826c6cfd36abd6148a71e0569c,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1674426195,0.9013587367131051,1.2237911483370425,0.6929830915399516,1.0458088405818775,1,600,6.0,0.37201831808016267,1.727592464540885,4.9361415437781195,9.336745453979754,0.26982291979728246,325.59024094336684,0.0,0.0,0.0,0.0,0.0,0.695,0,3.3881434939866955,0.0,0.0,0.0,0.0,0.0,4.785318238604873e-16,4.785318238604873e-16
D1 MPC+VMC,randomized,126,estimated,none,42d8e017dfbb20e42039438547d6cc422dd918886ce3a0e4b0e83520f12bf248,7e34e269b9e4c594bb8f35e9d4a3172a2706dc0dbf9e4a7f6646ccc74f04a7d2,4368ac9633458cadbb1cf90e6687b644fae3ec826c6cfd36abd6148a71e0569c,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1674426195,0.9013587367131051,1.2237911483370425,0.6929830915399516,1.0458088405818775,1,600,6.0,0.3103261159090238,1.7035251181741857,6.663194275647477,8.621530654742426,0.2728524338797841,322.52110838928326,0.0004166666666666667,0.0,0.0,0.0,0.0,0.7066666666666667,0,3.675952232806577,0.3696274485264438,0.0,0.0,0.0,0.0,5.356186143211425e-16,5.356186143211425e-16
D1 LQR+VMC,randomized,127,estimated,none,1a849d84f1be26e1e6f2c3be0da641635190738d1d167c6cec18c5fa01ac4b20,a62c253f96362a1932f78e665abbdd76f1d8b14ac646a1581a89059be1307721,5442a6cf68dc2c9e2969d106d711d003a04b7fb1b08d819a1b64e45f42bb758b,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1970055044,0.9137426449013422,0.8943347555404323,0.8445661120289889,1.032011400718582,1,600,6.0,0.44682217618744435,2.0376685036299884,5.77920202496915,10.258510627934033,0.2592426778658238,297.19639804063945,0.0,0.0,0.0,0.0,0.0,0.7316666666666667,0,3.0421425878711066,0.0,0.0,0.0,0.0,0.0,3.5729613197977297e-16,3.5729613197977297e-16
D1 MPC+VMC,randomized,127,estimated,none,1a849d84f1be26e1e6f2c3be0da641635190738d1d167c6cec18c5fa01ac4b20,a62c253f96362a1932f78e665abbdd76f1d8b14ac646a1581a89059be1307721,5442a6cf68dc2c9e2969d106d711d003a04b7fb1b08d819a1b64e45f42bb758b,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1970055044,0.9137426449013422,0.8943347555404323,0.8445661120289889,1.032011400718582,1,600,6.0,0.4364417143998243,2.4205511886275635,9.432731225099836,10.919714103572295,0.26310153041880396,286.91415859332125,0.0,0.0,0.0,0.0,0.0,0.705,0,3.161764320574367,0.4424976963491643,0.0,0.0,0.0,0.0,4.862009819974222e-16,4.862009819974222e-16
D1 LQR+VMC,randomized,128,estimated,none,e2883873ba146e24e621af690cd24a6fb2cb64fe0d1883997e4b469ea99f21f7,83afc90a16a7011b633737ed84c6fb0050114b95c3a0e43580bfe50e30db52d3,f264bc56105f346b743ed9cc737b447d90e0ad7b0e40a4e50b989527a8dace15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1868001214,1.045019446205385,1.012452313136684,0.9318185060008339,0.9307867869801847,1,600,6.0,0.3698192495419978,1.8155486395745375,4.00970164870387,12.621957393726616,0.27995204707463245,376.7128287754442,0.0,0.0,0.0,0.0,0.0,0.7266666666666667,0,3.1571973194817313,0.0,0.0,0.0,0.0,0.0,3.7216073031205546e-16,3.7216073031205546e-16
D1 MPC+VMC,randomized,128,estimated,none,e2883873ba146e24e621af690cd24a6fb2cb64fe0d1883997e4b469ea99f21f7,83afc90a16a7011b633737ed84c6fb0050114b95c3a0e43580bfe50e30db52d3,f264bc56105f346b743ed9cc737b447d90e0ad7b0e40a4e50b989527a8dace15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1868001214,1.045019446205385,1.012452313136684,0.9318185060008339,0.9307867869801847,1,600,6.0,0.35323575026818926,1.9065550588455018,5.776221160291543,13.27843338341067,0.2807995716243969,347.72492606976084,0.0,0.0,0.0,0.0,0.0,0.7766666666666666,0,3.3154941378122604,0.4054338460264262,0.0,0.0,0.0,0.0,5.074941088474695e-16,5.074941088474695e-16
D1 LQR+VMC,randomized,129,estimated,none,17e0941321db741d72fa01bdd838576f58ebcf57b4b46c5edffc1e263ebf3fd8,6496453d5a69277a86195d7bfdbbe46fbe2670ee348b85071fecbe32c5511a2c,d434493f82dd146ecf9d5efde69e8b1b6c67918401d4b091968f789d59678a88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,416791227,0.9845496018142563,0.9052567452854112,1.2337830868118964,1.0285116701786272,1,600,6.0,0.41086502924931245,1.890370522873601,7.723254863104382,12.791415706778604,0.21588152751425968,114.89250054903937,0.0,0.0,0.0,0.0,0.0,0.9533333333333334,0,3.263635597969228,0.0,0.0,0.0,0.0,0.0,5.910310538308727e-16,5.910310538308727e-16
D1 MPC+VMC,randomized,129,estimated,none,17e0941321db741d72fa01bdd838576f58ebcf57b4b46c5edffc1e263ebf3fd8,6496453d5a69277a86195d7bfdbbe46fbe2670ee348b85071fecbe32c5511a2c,d434493f82dd146ecf9d5efde69e8b1b6c67918401d4b091968f789d59678a88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,416791227,0.9845496018142563,0.9052567452854112,1.2337830868118964,1.0285116701786272,1,600,6.0,0.37331553105941356,2.334589081904591,10.588963733254088,13.11302279016837,0.22055428392701185,121.54850390591042,0.0,0.0,0.0,0.0,0.0,0.905,0,3.4592141288865506,0.4052596574183553,0.0,0.0,0.0,0.0,6.279132731463293e-16,6.279132731463293e-16
D1 LQR+VMC,randomized,130,estimated,none,982481780d3b1840d7766756d15388d94fd964f0a4d4a6ca198ddd2c21004bfd,f26470b0ae52d06a3a61c0b168230e39b8d37486347b1db9b1a210d0dcdc7dd7,316f9e50677b0e2563516cf65a5d247cd9025f2f98bfa1770e678d0d98c3ca02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,893793182,0.9997216871705642,0.8351152271187723,0.8488619829931543,0.9314115641439593,1,600,6.0,0.3547846191642844,1.46001265702829,3.1380038901923055,11.221906733899845,0.28203417308700074,447.62756571942543,0.0,0.0,0.0,0.0,0.0,0.6,0,3.318531982520561,0.0,0.0,0.0,0.0,0.0,4.474084500961981e-16,4.474084500961981e-16
D1 MPC+VMC,randomized,130,estimated,none,982481780d3b1840d7766756d15388d94fd964f0a4d4a6ca198ddd2c21004bfd,f26470b0ae52d06a3a61c0b168230e39b8d37486347b1db9b1a210d0dcdc7dd7,316f9e50677b0e2563516cf65a5d247cd9025f2f98bfa1770e678d0d98c3ca02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,893793182,0.9997216871705642,0.8351152271187723,0.8488619829931543,0.9314115641439593,1,600,6.0,0.3538132538414034,1.71542818252049,3.854128124990816,10.137964822871746,0.28728732523430606,459.7673196615209,0.0,0.0,0.0,0.0,0.0,0.6016666666666667,0,3.408413491748037,0.3760216059163213,0.0,0.0,0.0,0.0,5.924205345081743e-16,5.924205345081743e-16
D1 LQR+VMC,randomized,131,estimated,none,76a27ea5906881f1d5b69ae47404917d0e486cb7c9e885c53efb0caa35b76639,ff5ad5fec0545ac41879319246e8552be77ad07bff5dc7f83e087c1ca46f6150,139f4bd89952f52e6be1011033bc41e4cca6e55c0c59dc6fa73052dcedb7def1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1688742133,1.0422219766542375,1.070517012206352,0.9960171566159062,0.8798084705107636,1,600,6.0,0.2530593440274357,1.319895152484568,3.785930380400486,9.289487443856354,0.21423897333205094,105.78147087576082,0.0,0.0,0.0,0.0,0.0,0.9783333333333334,0,3.5628800208000486,0.0,0.0,0.0,0.0,0.0,5.642861228519062e-16,5.642861228519062e-16
D1 MPC+VMC,randomized,131,estimated,none,76a27ea5906881f1d5b69ae47404917d0e486cb7c9e885c53efb0caa35b76639,ff5ad5fec0545ac41879319246e8552be77ad07bff5dc7f83e087c1ca46f6150,139f4bd89952f52e6be1011033bc41e4cca6e55c0c59dc6fa73052dcedb7def1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1688742133,1.0422219766542375,1.070517012206352,0.9960171566159062,0.8798084705107636,1,600,6.0,0.24144326698592922,1.8021450084518356,5.341896187697313,10.302230364500137,0.2191734250527985,98.65413638183598,0.0,0.0,0.0,0.0,0.0,0.9616666666666667,0,3.6092232771450092,0.35703964895219537,0.0,0.0,0.0,0.0,5.9257844272937e-16,5.9257844272937e-16
D1 LQR+VMC,randomized,132,estimated,none,1b7a7fa154a79a1a794ef8404ffae0140f1e2719b839857e5b38d3674739729e,a95af400eafe9bb70db4211a1b6cad8f95b86f8f7ee2152f9bdd03101eec6a00,97773864824d9f513bf336faa02df65b28157aaf7a08fac256caf5ccb04ae4b1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2119130811,0.9313722913777985,1.1620996281206688,1.1343696282482012,1.0264743128609943,1,600,6.0,0.2085470363462761,0.5986403699756926,2.1387669971700456,9.348774016633842,0.21274883066666075,88.21270848069346,0.0,0.0,0.0,0.0,0.0,0.9966666666666667,0,3.8437766580419703,0.0,0.0,0.0,0.0,0.0,3.8686270157518453e-16,3.8686270157518453e-16
D1 MPC+VMC,randomized,132,estimated,none,1b7a7fa154a79a1a794ef8404ffae0140f1e2719b839857e5b38d3674739729e,a95af400eafe9bb70db4211a1b6cad8f95b86f8f7ee2152f9bdd03101eec6a00,97773864824d9f513bf336faa02df65b28157aaf7a08fac256caf5ccb04ae4b1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2119130811,0.9313722913777985,1.1620996281206688,1.1343696282482012,1.0264743128609943,1,600,6.0,0.19246643995953439,0.7934437183822692,2.4979277768972583,9.447352501248854,0.20608046199924346,70.76743606464984,0.0,0.0,0.0,0.0,0.0,0.9966666666666667,0,3.886998645589503,0.6130001973360762,0.0,0.0,0.0,0.0,4.361959344235801e-16,4.361959344235801e-16
D1 LQR+VMC,randomized,133,estimated,none,0b94059643ae46500cab0b554894e068285669652369926e590e904fef68fe14,88ee8ee7ed9c598c83e9212cf32484a798c61f0b2b386a02b301df25b9ea2174,afe678e0be7bc00032e3029306cea0d57f6eae2a10144e13e8944aeeed0db396,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1614274294,1.1145332790015046,1.030492392512524,0.8845519031870943,0.9652460868393753,1,600,6.0,0.4719531115242409,1.9006605136554542,7.679671365203065,11.506682629199746,0.22629332927866147,117.05750514984494,0.0,0.0,0.0,0.0,0.0,0.9533333333333334,0,3.206572623495077,0.0,0.0,0.0,0.0,0.0,5.128045584935012e-16,5.128045584935012e-16
D1 MPC+VMC,randomized,133,estimated,none,0b94059643ae46500cab0b554894e068285669652369926e590e904fef68fe14,88ee8ee7ed9c598c83e9212cf32484a798c61f0b2b386a02b301df25b9ea2174,afe678e0be7bc00032e3029306cea0d57f6eae2a10144e13e8944aeeed0db396,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1614274294,1.1145332790015046,1.030492392512524,0.8845519031870943,0.9652460868393753,1,600,6.0,0.48236899837860797,2.38759320988363,10.234162579184837,11.123433843009767,0.23418524065157373,125.98185091894838,0.0,0.0,0.0,0.0,0.0,0.8983333333333333,0,3.2498443788507663,0.3714207035955041,0.0,0.0,0.0,0.0,6.219355894728114e-16,6.219355894728114e-16
D1 LQR+VMC,randomized,134,estimated,none,a39177103c65712762f5f04919c9f5274a194352e7123d9be3b9948a777d5f18,e5aa3494343ca1e2e74a96e6584c51d67767c742dba2d2414bc3e277645502c2,04b94d00ab801877e626a964194f0c3537e3fd83cc8094321bb7d2c5acf85f64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1294581413,1.1130639464762684,1.0269182989567793,1.0037205315584476,1.0060237377134706,1,600,6.0,0.19694656316210837,0.8283430325557684,2.3642965032134873,8.84544540167691,0.2164423776885274,76.60572191083142,0.0,0.0,0.0,0.0,0.0,0.995,0,3.760033786855488,0.0,0.0,0.0,0.0,0.0,2.9038622668984376e-16,2.9038622668984376e-16
D1 MPC+VMC,randomized,134,estimated,none,a39177103c65712762f5f04919c9f5274a194352e7123d9be3b9948a777d5f18,e5aa3494343ca1e2e74a96e6584c51d67767c742dba2d2414bc3e277645502c2,04b94d00ab801877e626a964194f0c3537e3fd83cc8094321bb7d2c5acf85f64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1294581413,1.1130639464762684,1.0269182989567793,1.0037205315584476,1.0060237377134706,1,600,6.0,0.17729776806231384,1.075068795060212,2.752783441130764,8.905547673235825,0.21847756343249047,64.10782566790954,0.0,0.0,0.0,0.0,0.0,0.995,0,3.8182188717373418,0.3971424499468412,0.0,0.0,0.0,0.0,4.189584650655202e-16,4.189584650655202e-16
D1 LQR+VMC,randomized,135,estimated,none,7fec012b780b26dceeff8fcdf03c1f75327ac70e5016705f4638573a235e243d,fab0fc12d16737fe6eb716cd2a5f6c6fc87baa068da5b69d3acc7c61a7d47e9b,0d87a13e27a69a8987063aa300e1b59dff2a4ffee4805f18d736ae42b38539ba,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1194058859,1.0206111294275515,0.9263370497375614,1.235489406189609,1.0474239035632644,1,600,6.0,0.20490714816013098,0.8430593871007317,2.512283800997969,7.097511361235286,0.21316760380873628,87.07224879764414,0.0,0.0,0.0,0.0,0.0,0.995,0,3.7169833690068117,0.0,0.0,0.0,0.0,0.0,4.1018083090748147e-16,4.1018083090748147e-16
D1 MPC+VMC,randomized,135,estimated,none,7fec012b780b26dceeff8fcdf03c1f75327ac70e5016705f4638573a235e243d,fab0fc12d16737fe6eb716cd2a5f6c6fc87baa068da5b69d3acc7c61a7d47e9b,0d87a13e27a69a8987063aa300e1b59dff2a4ffee4805f18d736ae42b38539ba,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1194058859,1.0206111294275515,0.9263370497375614,1.235489406189609,1.0474239035632644,1,600,6.0,0.19846485379874992,1.1164100314522927,2.841640266224004,7.346508045301635,0.2112520770542247,67.68202840225734,0.0,0.0,0.0,0.0,0.0,0.9916666666666667,0,3.7574070261515278,0.3926466983102727,0.0,0.0,0.0,0.0,5.391232510951952e-16,5.391232510951952e-16
D1 LQR+VMC,randomized,136,estimated,none,0db306068b7c011feae0531150b3f30808f457f349038797bc861f83e4799273,aa3c03f2dc321410810d0d3c01d85cd887d66914cbe53aeb68451c11b9feb39d,2aea97535df493f98c03800605956032f985957982d2b6786b8f561d57a85950,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1120340089,0.9280372446023853,0.8316009993033402,0.7257125674497298,0.9243368589466237,1,600,6.0,0.35791167372246663,1.5781214578481102,3.8685240908105576,11.18450465477848,0.2329937862121714,185.65651123112062,0.0,0.0,0.0,0.0,0.0,0.8616666666666667,0,3.188010304774448,0.0,0.0,0.0,0.0,0.0,4.114458671413779e-16,4.114458671413779e-16
D1 MPC+VMC,randomized,136,estimated,none,0db306068b7c011feae0531150b3f30808f457f349038797bc861f83e4799273,aa3c03f2dc321410810d0d3c01d85cd887d66914cbe53aeb68451c11b9feb39d,2aea97535df493f98c03800605956032f985957982d2b6786b8f561d57a85950,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1120340089,0.9280372446023853,0.8316009993033402,0.7257125674497298,0.9243368589466237,1,600,6.0,0.35439594861516044,1.8497459893771226,4.692514485972551,11.6853925405858,0.2282878470820922,133.98877894121054,0.0,0.0,0.0,0.0,0.0,0.9183333333333333,0,3.3640208381301235,0.3629311991971914,0.0,0.0,0.0,0.0,5.549558336744815e-16,5.549558336744815e-16
D1 LQR+VMC,randomized,137,estimated,none,45705da51ac419e33accfd4c090bed0e347053be488a8588d591784693ba85ae,06841b06f017018e694a03c665f528c6a3027297860f2640785ac8eab21d8721,d83880bc0cb1152d00cf19bb79c68646cc4a38016c00016e2cad3bf2e9ed63be,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1784943886,1.0888000513445704,0.9237705849939278,0.9275175429514981,0.9750643930020666,1,600,6.0,0.34818777252756694,1.8134234130495939,5.697080006913975,10.095826013522185,0.24562101747741313,219.84288208216617,0.0,0.0,0.0,0.0,0.0,0.8833333333333333,0,3.3521189725934177,0.0,0.0,0.0,0.0,0.0,3.5282099381987005e-16,3.5282099381987005e-16
D1 MPC+VMC,randomized,137,estimated,none,45705da51ac419e33accfd4c090bed0e347053be488a8588d591784693ba85ae,06841b06f017018e694a03c665f528c6a3027297860f2640785ac8eab21d8721,d83880bc0cb1152d00cf19bb79c68646cc4a38016c00016e2cad3bf2e9ed63be,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1784943886,1.0888000513445704,0.9237705849939278,0.9275175429514981,0.9750643930020666,1,600,6.0,0.31940713109236996,1.9966639207594998,7.682965351011119,10.49488902962448,0.21878647851828414,97.66036722033363,0.0,0.0,0.0,0.0,0.0,0.9383333333333334,0,3.590642449861432,0.47166365184239073,0.0,0.0,0.0,0.0,4.52965943861253e-16,4.52965943861253e-16
D1 LQR+VMC,randomized,138,estimated,none,7ceb90b93b6b62fe85280e07425ca36c9062afc1a65547d29ecbecddf4b8f940,69fc3f8b5a24da730923cc3f9b8ed89d42e9bf1e571ebe5dfd998b4c85716a46,c2328e8d35ca9c78119b64eabc6de33acfc896e10b586c8fb14259d17d551b4d,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,770206952,1.0260864405663987,1.1534392747267768,1.014310206220799,1.037683491019551,1,600,6.0,0.3977895819748843,1.7019011487778837,5.918018725593863,12.79377091546386,0.21506379753667848,91.96215194096,0.0,0.0,0.0,0.0,0.0,0.9616666666666667,0,3.234268502915655,0.0,0.0,0.0,0.0,0.0,4.593294469843059e-16,4.593294469843059e-16
