controller,state_delay_ms,metric,unit,episodes,estimate,ci95_low,ci95_high,delta_vs_0ms,delta_ci95_low,delta_ci95_high,ci_method,delta_ci_method
D1 LQR+VMC,30,mean_residual_vertical_force_n,N,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 LQR+VMC,50,success,ratio,30,0.0,0.0,0.11351339317396876,-1.0,-1.0,-1.0,Wilson score,paired bootstrap
D1 LQR+VMC,50,episode_duration_s,s,30,0.7996666666666667,0.7011969377366492,0.8981363955966843,-5.200333333333333,-5.29880306226335,-5.101863604403316,mean t,paired t
D1 LQR+VMC,50,mean_reward,reward/step,30,1.6688748424860107,1.4504502623104996,1.8872994226615218,-1.7855291756397154,-2.0123974342403774,-1.5586609170390533,mean t,paired t
D1 LQR+VMC,50,velocity_rmse_mps,m/s,30,0.49497969513570145,0.42816559789386543,0.5617937923775375,0.1883142690656952,0.11460389749107214,0.2620246406403183,mean t,paired t
D1 LQR+VMC,50,pitch_rmse_deg,deg,30,15.105270545123984,12.83967559051013,17.37086549973784,13.80320461167489,11.520134455765792,16.086274767583987,mean t,paired t
D1 LQR+VMC,50,max_abs_pitch_deg,deg,30,37.01713925126318,31.647032745362104,42.38724575716426,33.26346716627364,27.915513161487315,38.61142117105997,mean t,paired t
D1 LQR+VMC,50,height_rmse_mm,mm,30,45.89356391967045,37.39950813120477,54.38761970813613,35.716784739772365,27.07323936070875,44.360330118835975,mean t,paired t
D1 LQR+VMC,50,normalized_torque_rms,ratio,30,0.44608182238965716,0.42549014514025113,0.4666734996390632,0.21129553257658193,0.18632610891559243,0.23626495623757143,mean t,paired t
D1 LQR+VMC,50,mean_abs_mechanical_power_w,W,30,4200.213363163094,3722.8841553769876,4677.5425709492,4024.255996988939,3537.815207266568,4510.69678671131,mean t,paired t
D1 LQR+VMC,50,torque_saturation_ratio,ratio,30,0.07821172020285326,0.06612228931753723,0.09030115108816929,0.07821172020285326,0.06612228931753723,0.09030115108816929,mean t,paired t
D1 LQR+VMC,50,four_wheel_contact_ratio,ratio,30,0.21725755963368934,0.17769391842442483,0.25682120084295385,-0.680575773699644,-0.741245821037338,-0.6199057263619498,mean t,paired t
D1 LQR+VMC,50,undesired_contact_steps,steps,30,2.6333333333333333,0.9476967631407396,4.318969903525927,2.6333333333333333,0.9476967631407396,4.318969903525927,mean t,paired t
D1 LQR+VMC,50,solve_p95_ms,ms,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 LQR+VMC,50,state_age_mean_ms,ms,30,48.62342080841776,48.47041580783591,48.77642580899961,48.62342080841776,48.47041580783591,48.77642580899961,mean t,paired t
D1 LQR+VMC,50,state_age_p95_ms,ms,30,50.00000000000003,50.00000000000002,50.000000000000036,50.00000000000003,50.00000000000002,50.000000000000036,mean t,paired t
D1 LQR+VMC,50,state_age_max_ms,ms,30,50.00000000000003,50.00000000000002,50.000000000000036,50.00000000000003,50.00000000000002,50.000000000000036,mean t,paired t
D1 LQR+VMC,50,compensation_horizon_p95_ms,ms,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
