time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_range,train/policy_gradient_loss,train/value_loss,train/std,train/approx_kl,train/clip_fraction,train/n_updates,train/explained_variance,train/learning_rate,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
34,4352,17,244,0.2,-0.010842896532267332,0.002259007713291794,0.13521148264408112,0.011536946,0.060546875,132,-38.16108322143555,0.0003,4.656026601791382,-0.020132621750235558,59.29278,3200.0
35,4480,18,244,0.2,-0.0077666062861680984,0.0022132425219751894,0.13522642850875854,0.01039915,0.048828125,136,-15.720853805541992,0.0003,4.655883431434631,-0.014909172430634499,59.29278,3200.0
36,4608,18,245,0.2,-0.006271169404499233,0.002230908430647105,0.13524523377418518,0.015617194,0.09375,140,-39.89008331298828,0.0003,4.6548216342926025,-0.006268558092415333,59.29278,3200.0
37,4736,19,245,0.2,-0.007352306507527828,0.0021924329921603203,0.13522487878799438,0.008207897,0.03515625,144,-6.530681610107422,0.0003,4.654348373413086,-0.014648114331066608,59.29278,3200.0
38,4864,19,245,0.2,-0.021299208281561732,0.0019495469750836492,0.13519848883152008,0.015664669,0.078125,148,-26.40349769592285,0.0003,4.6560505628585815,-0.03835746645927429,59.29278,3200.0
39,4992,20,245,0.2,-0.00748439715243876,0.0015981253527570516,0.13516169786453247,0.021970596,0.119140625,152,-9.075912475585938,0.0003,4.657654762268066,-0.008628866635262966,59.29278,3200.0
40,5120,20,245,0.2,-0.008455384755507112,0.001625052565941587,0.13511177897453308,0.010780818,0.044921875,156,-12.9553804397583,0.0003,4.660182952880859,-0.01638921909034252,59.29278,3200.0
41,5248,21,244,0.2,0.002177824731916189,0.0013470033300109208,0.1350637823343277,0.0058819526,0.015625,160,-8.028716087341309,0.0003,4.663180708885193,0.001659092027693987,59.29278,3200.0
42,5376,21,245,0.2,-0.004971189424395561,0.002049010421615094,0.1350233107805252,0.0068116128,0.029296875,164,-4.059436321258545,0.0003,4.665806531906128,-0.009597588330507278,59.29278,3200.0
43,5504,22,245,0.2,-0.008482646197080612,0.0025542036746628582,0.13499759137630463,0.011041338,0.05859375,168,-6.620615005493164,0.0003,4.667970895767212,-0.013280730694532394,59.29278,3200.0
44,5632,22,245,0.2,-0.012845927849411964,0.0017410828440915793,0.13497424125671387,0.010462632,0.04296875,172,-29.71446418762207,0.0003,4.669297695159912,-0.024666180834174156,59.29278,3200.0
45,5760,23,245,0.2,-0.011634416645392776,0.00175840561860241,0.13496196269989014,0.023928586,0.140625,176,-29.399417877197266,0.0003,4.6705663204193115,-0.016116246581077576,59.29278,3200.0
46,5888,24,245,0.2,-0.005623392760753632,0.0015101814060471952,0.13496312499046326,0.014743088,0.08203125,180,-20.7398624420166,0.0003,4.67091429233551,-0.008455624803900719,59.29278,3200.0
47,6016,24,244,0.2,-0.005770592484623194,0.0013098190538585186,0.1349727362394333,0.006143323,0.015625,184,-30.398107528686523,0.0003,4.670721173286438,-0.014275865629315376,59.29278,3200.0
48,6144,25,244,0.2,-0.00898767402395606,0.0016920313646551222,0.1349949985742569,0.009579543,0.041015625,188,-10.440909385681152,0.0003,4.669884085655212,-0.018687235191464424,59.29278,3200.0
49,6272,25,244,0.2,-0.009735932108014822,0.0014127014728728682,0.1349981725215912,0.015444959,0.09765625,192,-17.63450050354004,0.0003,4.6688255071640015,-0.014880756847560406,59.29278,3200.0
50,6400,26,244,0.2,-0.000163401011377573,0.0010254949738737196,0.13499662280082703,0.006520587,0.017578125,196,-17.513957977294922,0.0003,4.668863892555237,-0.0034183766692876816,58.5734825,3200.0
51,6528,26,244,0.2,-0.007605965482071042,0.0011064530990552157,0.13501177728176117,0.015567165,0.08203125,200,-12.819008827209473,0.0003,4.668699383735657,-0.012449366971850395,58.5734825,3200.0
52,6656,27,244,0.2,-0.002947180299088359,0.0026719218003563583,0.13503660261631012,0.0051100566,0.013671875,204,0.7994365096092224,0.0003,4.667472720146179,-0.006774687208235264,58.5734825,3200.0
53,6784,27,244,0.2,-0.01273905427660793,0.0014881711394991726,0.13505268096923828,0.012908615,0.0546875,208,-0.6975119113922119,0.0003,4.666144132614136,-0.026031116023659706,58.5734825,3200.0
54,6912,28,244,0.2,-0.00030888174660503864,0.001742988679325208,0.13507357239723206,0.010030558,0.056640625,212,-1.1087229251861572,0.0003,4.665252327919006,-0.0012770728208124638,58.5734825,3200.0
55,7040,28,244,0.2,-0.006905957590788603,0.0011503866699058563,0.13509641587734222,0.006786631,0.021484375,216,-16.82756805419922,0.0003,4.663893222808838,-0.014925663359463215,58.5734825,3200.0
56,7168,29,244,0.2,-0.010392667260020971,0.0008237636357080191,0.13512197136878967,0.012865769,0.076171875,220,-16.73301887512207,0.0003,4.662551164627075,-0.01917719468474388,58.5734825,3200.0
57,7296,29,244,0.2,-0.003615891095250845,0.0007086196128511801,0.13514132797718048,0.0077317324,0.02734375,224,-7.430595397949219,0.0003,4.661116719245911,-0.007569958455860615,58.5734825,3200.0
58,7424,30,244,0.2,-0.01460492517799139,0.0007395729626296088,0.13514310121536255,0.01613957,0.08203125,228,-24.53805923461914,0.0003,4.6602137088775635,-0.026959044858813286,58.5734825,3200.0
59,7552,30,245,0.2,-0.008233964443206787,0.0007777106948196888,0.13511784374713898,0.01437052,0.068359375,232,-2.164257526397705,0.0003,4.660706043243408,-0.014367535710334778,58.5734825,3200.0
60,7680,31,245,0.2,-0.011186941526830196,0.0005735574086429551,0.13510359823703766,0.017223995,0.099609375,236,-4.451777458190918,0.0003,4.662190675735474,-0.018511222675442696,58.5734825,3200.0
61,7808,31,245,0.2,-0.0035950010642409325,0.0007997412903932855,0.13510051369667053,0.008574953,0.0390625,240,-3.4315500259399414,0.0003,4.6626136302948,-0.008166794665157795,58.5734825,3200.0
62,7936,32,245,0.2,-0.01511158118955791,0.0006565999501617625,0.13509514927864075,0.014637903,0.068359375,244,-15.041624069213867,0.0003,4.66283643245697,-0.027703899890184402,58.5734825,3200.0
63,8064,32,245,0.2,-0.0187922902405262,0.0005604175094049424,0.13505961000919342,0.031776577,0.166015625,248,-15.817609786987305,0.0003,4.6635730266571045,-0.028389418497681618,58.5734825,3200.0
64,8192,33,246,0.2,-0.006823423784226179,0.0006606653187191114,0.1350102573633194,0.013241854,0.0703125,252,-3.412424087524414,0.0003,4.666294097900391,-0.014486117288470268,58.5734825,3200.0
65,8320,33,246,0.2,0.00043605314567685127,0.0004535256666713394,0.13498139381408691,0.0059091644,0.013671875,256,-13.657037734985352,0.0003,4.6688501834869385,-0.004422977566719055,58.5734825,3200.0
66,8448,34,246,0.2,-0.01247203629463911,0.0004628189853974618,0.13496516644954681,0.021233382,0.111328125,260,-8.254215240478516,0.0003,4.670192003250122,-0.018921328708529472,58.5734825,3200.0
67,8576,34,246,0.2,-0.0044033771846443415,0.0005635573179461062,0.1349358856678009,0.005321676,0.017578125,264,-7.89788818359375,0.0003,4.6713045835494995,-0.013067304156720638,58.5734825,3200.0
68,8704,35,246,0.2,-0.00747520721051842,0.0004031096468679607,0.13489900529384613,0.014120802,0.068359375,268,-12.400699615478516,0.0003,4.67331862449646,-0.014629828743636608,58.5734825,3200.0
69,8832,35,246,0.2,-0.011539579601958394,0.00033814372727647424,0.1348579078912735,0.012148425,0.068359375,272,-22.053632736206055,0.0003,4.675562143325806,-0.023497125133872032,58.5734825,3200.0
70,8960,36,247,0.2,-0.005458863684907556,0.00042816590575966984,0.13481895625591278,0.015589397,0.087890625,276,-6.399247169494629,0.0003,4.677940607070923,-0.008375324308872223,58.5734825,3200.0
71,9088,36,247,0.2,-0.003738483414053917,0.0004560843881336041,0.1347743272781372,0.013838315,0.08984375,280,-0.8148895502090454,0.0003,4.680324077606201,-0.004740200936794281,58.5734825,3200.0
72,9216,37,247,0.2,-0.004408353706821799,0.00026381193310953677,0.1347152143716812,0.0060257423,0.021484375,284,-7.262617111206055,0.0003,4.683213829994202,-0.010515440255403519,58.5734825,3200.0
73,9344,37,247,0.2,-0.012732957489788532,0.00040719529351918027,0.1346750557422638,0.02210934,0.12890625,288,-4.4786906242370605,0.0003,4.686541318893433,-0.019026607275009155,58.5734825,3200.0
74,9472,38,247,0.2,-0.008188567589968443,0.00033027036261046305,0.13465562462806702,0.01573639,0.095703125,292,-4.834889888763428,0.0003,4.688315391540527,-0.013532363809645176,58.5734825,3200.0
75,9600,38,247,0.2,-0.008861545473337173,0.00029501588142011315,0.13463613390922546,0.018440485,0.109375,296,-9.589670181274414,0.0003,4.689394235610962,-0.016066771000623703,58.37469533333333,3200.0
76,9728,39,247,0.2,-0.00598101457580924,0.00030892519134795293,0.13462845981121063,0.012659879,0.068359375,300,-6.438021183013916,0.0003,4.690391659736633,-0.014012214727699757,58.37469533333333,3200.0
77,9856,39,247,0.2,-0.003036805894225836,0.0011752913997042924,0.1346137970685959,0.008369999,0.041015625,304,0.8730450868606567,0.0003,4.690857291221619,-0.0070623247884213924,58.37469533333333,3200.0
78,9984,40,247,0.2,-0.010505300480872393,0.0006603856891160831,0.13458499312400818,0.013821723,0.072265625,308,-1.0464494228363037,0.0003,4.692032217979431,-0.020321670919656754,58.37469533333333,3200.0
79,10112,40,247,0.2,-0.013904382474720478,0.00045460140972863883,0.13454954326152802,0.023674976,0.11328125,312,-4.390758037567139,0.0003,4.693970799446106,-0.0249995868653059,58.37469533333333,3200.0
80,10240,41,247,0.2,-0.006832566810771823,0.00038424097874667495,0.13452832400798798,0.013642529,0.078125,316,-3.9055123329162598,0.0003,4.695828557014465,-0.01747756451368332,58.37469533333333,3200.0
81,10368,41,247,0.2,-0.007881991332396865,0.00033115348196588457,0.13451573252677917,0.040705673,0.216796875,320,-3.8956527709960938,0.0003,4.696839690208435,-0.006311675067991018,58.37469533333333,3200.0
82,10496,42,247,0.2,-0.013864542823284864,0.0004807604636880569,0.13449975848197937,0.042765263,0.18359375,324,-1.8355095386505127,0.0003,4.6975791454315186,-0.019743163138628006,58.37469533333333,3200.0
83,10624,42,247,0.2,-0.013672975823283195,0.0005560955760302022,0.13448160886764526,0.025543362,0.14453125,328,-4.14760160446167,0.0003,4.698625802993774,-0.023384524509310722,58.37469533333333,3200.0
84,10752,43,247,0.2,-0.00500427617225796,0.0006502993637695909,0.13447242975234985,0.026034707,0.15625,332,-3.8216867446899414,0.0003,4.699550986289978,-0.005401080008596182,58.37469533333333,3200.0
85,10880,43,247,0.2,-0.014383322093635798,0.00045087371836416423,0.13447704911231995,0.021073738,0.111328125,336,-5.303747177124023,0.0003,4.699819087982178,-0.02411275915801525,58.37469533333333,3200.0
86,11008,44,247,0.2,-0.009343672078102827,0.0004510394574026577,0.13448089361190796,0.02823433,0.16015625,340,-4.6313252449035645,0.0003,4.699401497840881,-0.00922458153218031,58.37469533333333,3200.0
87,11136,44,247,0.2,-0.006121939048171043,0.0005450775497592986,0.13448120653629303,0.020878356,0.111328125,344,-2.954827308654785,0.0003,4.699304699897766,-0.0052334959618747234,58.37469533333333,3200.0
88,11264,45,247,0.2,-0.013974583242088556,0.00046206784463720396,0.1344723105430603,0.014154813,0.08203125,348,-2.4675467014312744,0.0003,4.699438810348511,-0.02631642483174801,58.37469533333333,3200.0
89,11392,45,247,0.2,-0.0017172996886074543,0.00040612324664834887,0.13444820046424866,0.027078092,0.18359375,352,-7.790231704711914,0.0003,4.700372576713562,0.00168226333335042,58.37469533333333,3200.0
90,11520,46,248,0.2,-0.011847718618810177,0.0004904729794361629,0.1344287246465683,0.019475156,0.09765625,356,-6.77249813079834,0.0003,4.701780796051025,-0.02226739376783371,58.37469533333333,3200.0
91,11648,46,248,0.2,-0.012628178112208843,0.0005079460024717264,0.13440878689289093,0.026707761,0.15625,360,-1.7168407440185547,0.0003,4.70284640789032,-0.019824640825390816,58.37469533333333,3200.0
92,11776,47,248,0.2,-0.026301874313503504,0.00037433995021274313,0.13438908755779266,0.028631616,0.146484375,364,-2.6610121726989746,0.0003,4.704106092453003,-0.04354078695178032,58.37469533333333,3200.0
93,11904,47,248,0.2,-0.004758073482662439,0.00041495522600598633,0.13437125086784363,0.02276141,0.126953125,368,-2.429086208343506,0.0003,4.705207586288452,-0.01060163788497448,58.37469533333333,3200.0
94,12032,48,248,0.2,-0.020511361304670572,0.0005884096608497202,0.13434748351573944,0.028833643,0.138671875,372,-3.908620834350586,0.0003,4.706341028213501,-0.036735035479068756,58.37469533333333,3200.0
95,12160,48,248,0.2,-0.007228536764159799,0.00029359792824834585,0.1343022882938385,0.03457152,0.203125,376,-9.995199203491211,0.0003,4.708200573921204,-0.00753029203042388,58.37469533333333,3200.0
96,12288,49,248,0.2,-0.007023902726359665,0.0006952652183827013,0.1342550367116928,0.014488685,0.06640625,380,-0.05660367012023926,0.0003,4.711109161376953,-0.012912864796817303,58.37469533333333,3200.0
97,12416,49,248,0.2,-0.01109932386316359,0.0005392269013100304,0.13422077894210815,0.015029404,0.080078125,384,-0.47616326808929443,0.0003,4.713647723197937,-0.02480011060833931,58.37469533333333,3200.0
98,12544,50,248,0.2,-0.0015095435082912445,0.0002402772988716606,0.134180948138237,0.008741819,0.046875,388,-2.1239209175109863,0.0003,4.7157334089279175,-0.006239510141313076,58.37469533333333,3200.0
99,12672,50,249,0.2,-0.006241880357265472,0.0003029802755918354,0.13413745164871216,0.015236441,0.091796875,392,-0.20347487926483154,0.0003,4.718266606330872,-0.011897423304617405,58.37469533333333,3200.0
100,12800,51,248,0.2,-0.012426297180354595,0.00044804109347751364,0.13410606980323792,0.028548446,0.15234375,396,-1.5733561515808105,0.0003,4.720645785331726,-0.019303610548377037,57.68930999999999,3200.0
101,12928,51,248,0.2,-0.006038893945515156,0.00023321685148403049,0.13407111167907715,0.021323774,0.1171875,400,-0.6412451267242432,0.0003,4.722497463226318,-0.007547361776232719,57.68930999999999,3200.0
102,13056,52,248,0.2,-0.008569878991693258,0.000881183150340803,0.1340549737215042,0.009519508,0.046875,404,0.9016523361206055,0.0003,4.724329113960266,-0.018791696056723595,57.68930999999999,3200.0
103,13184,52,248,0.2,-0.017059843987226486,0.0008373627788387239,0.13405801355838776,0.03391375,0.177734375,408,-0.2558410167694092,0.0003,4.7247782945632935,-0.023071786388754845,57.68930999999999,3200.0
104,13312,53,248,0.2,-0.0026463631074875593,0.00037676491047022864,0.1340724676847458,0.007742902,0.029296875,412,-20.510841369628906,0.0003,4.724319219589233,-0.00960669293999672,57.68930999999999,3200.0
105,13440,54,248,0.2,-0.005144928116351366,0.00031212775502353907,0.13408301770687103,0.013454687,0.068359375,416,-2.2903969287872314,0.0003,4.723462224006653,-0.01048093382269144,57.68930999999999,3200.0
106,13568,54,248,0.2,-0.010448574088513851,0.0002115487732226029,0.1340998411178589,0.020197047,0.103515625,420,-3.034703254699707,0.0003,4.722748398780823,-0.017078416422009468,57.68930999999999,3200.0
107,13696,55,248,0.2,-0.008777232142165303,0.0001975752275029663,0.13410687446594238,0.013973154,0.08203125,424,-6.467606067657471,0.0003,4.721789598464966,-0.016199368983507156,57.68930999999999,3200.0
108,13824,55,248,0.2,-0.013036462245509028,0.00020606211910489947,0.13411113619804382,0.022565912,0.134765625,428,-7.485598564147949,0.0003,4.721590876579285,-0.0209419634193182,57.68930999999999,3200.0
109,13952,56,248,0.2,-0.016715432982891798,0.00023101503029465675,0.13410310447216034,0.019788295,0.09765625,432,-3.1863961219787598,0.0003,4.721426725387573,-0.03053598292171955,57.68930999999999,3200.0
110,14080,56,248,0.2,-0.003446064190939069,0.00036281759821577,0.1340939700603485,0.01432554,0.07421875,436,-0.24927520751953125,0.0003,4.722101211547852,-0.005654207896441221,57.68930999999999,3200.0
111,14208,57,249,0.2,-0.009726957883685827,0.00028016385476803407,0.13408499956130981,0.016943146,0.08203125,440,-0.40014970302581787,0.0003,4.722515940666199,-0.018084915354847908,57.68930999999999,3200.0
112,14336,57,249,0.2,-0.018650143989361823,0.0003017629132955335,0.13408224284648895,0.03052345,0.1328125,444,-0.5682395696640015,0.0003,4.723035216331482,-0.02741103619337082,57.68930999999999,3200.0
113,14464,58,249,0.2,-0.015216100960969925,0.0003404277958907187,0.1340811401605606,0.025605872,0.1484375,448,-0.1519765853881836,0.0003,4.723035216331482,-0.026859406381845474,57.68930999999999,3200.0
114,14592,58,249,0.2,-0.008950222516432405,0.00020218339705024846,0.13407965004444122,0.021925285,0.14453125,452,-1.4220504760742188,0.0003,4.723168134689331,-0.015992822125554085,57.68930999999999,3200.0
115,14720,59,249,0.2,-0.006738585885614157,0.0002716886447160505,0.13406524062156677,0.019262226,0.1171875,456,0.501768946647644,0.0003,4.723414301872253,-0.012605900876224041,57.68930999999999,3200.0
116,14848,59,249,0.2,-0.01586217456497252,0.0012572412379086018,0.13403642177581787,0.017550236,0.076171875,460,-0.5597624778747559,0.0003,4.724689960479736,-0.029284663498401642,57.68930999999999,3200.0
117,14976,60,249,0.2,-0.00968478701543063,0.00028317704709479585,0.13400520384311676,0.045619965,0.232421875,464,-3.143181800842285,0.0003,4.726514101028442,-0.005421382375061512,57.68930999999999,3200.0
118,15104,60,249,0.2,-0.012141555082052946,0.00030801614047959447,0.13397163152694702,0.027168924,0.142578125,468,-3.406096935272217,0.0003,4.72840940952301,-0.016026129946112633,57.68930999999999,3200.0
119,15232,60,249,0.2,-0.008218774804845452,0.0003180314088240266,0.1339191198348999,0.011142454,0.048828125,472,-11.513903617858887,0.0003,4.73075008392334,-0.018161267042160034,57.68930999999999,3200.0
120,15360,61,249,0.2,-0.01796866999939084,0.00031887331715552136,0.1338796317577362,0.039030958,0.19921875,476,-4.233986854553223,0.0003,4.73386812210083,-0.026153258979320526,57.68930999999999,3200.0
121,15488,62,249,0.2,-0.010682446882128716,0.0004490063583943993,0.13384845852851868,0.0151446825,0.083984375,480,-1.8158953189849854,0.0003,4.735870361328125,-0.02690569870173931,57.68930999999999,3200.0
122,15616,62,249,0.2,-0.015240993816405535,0.0004966702545061707,0.13382427394390106,0.02799165,0.14453125,484,-2.578624963760376,0.0003,4.737661361694336,-0.027674715965986252,57.68930999999999,3200.0
123,15744,63,249,0.2,-0.007555079995654523,0.0005560036661336198,0.13381846249103546,0.037172116,0.1796875,488,-2.0400571823120117,0.0003,4.738750100135803,-0.008413469418883324,57.68930999999999,3200.0
124,15872,63,249,0.2,-0.017145853955298662,0.0009785992588149384,0.13382156193256378,0.025552262,0.150390625,492,0.12741953134536743,0.0003,4.738797664642334,-0.02757968008518219,57.68930999999999,3200.0
125,16000,64,249,0.2,-0.005765730515122414,0.0005586622646660544,0.13382366299629211,0.018052796,0.11328125,496,-4.277602672576904,0.0003,4.738617897033691,-0.010327385738492012,57.0169952,3200.0
126,16128,64,249,0.2,-0.002565709000919014,0.00045904837315902114,0.13381880521774292,0.0035967743,0.00390625,500,0.6848771572113037,0.0003,4.738649249076843,-0.011491309851408005,57.0169952,3200.0
127,16256,65,249,0.2,-0.007929778657853603,0.0007338593859458342,0.13380375504493713,0.011834852,0.052734375,504,0.9222090244293213,0.0003,4.739168882369995,-0.017213953658938408,57.0169952,3200.0
128,16384,65,249,0.2,-0.015143818687647581,0.001114887127187103,0.13377916812896729,0.017096039,0.10546875,508,-0.8054481744766235,0.0003,4.740220665931702,-0.026209652423858643,57.0169952,3200.0
