# {"config": {"dt": 0.002, "kind": "wheel", "torque_limit_nm": 2.0}, "initial_command_history": "zero", "initial_state": "known_rest", "known_initial_rest": true, "name": "calibration_0", "sampling": "position_then_command_then_next_position", "schema": "encoder_position_only", "schema_version": 1, "split": "calibration"}
time_s,command_torque_nm,position_rad,next_position_rad
0.0,0.0,4.8845901334352014e-05,-0.00011710587627041393
0.002,0.0020136267223173797,-0.00011710587627041393,-0.00039836764222427295
0.004,0.004033233967048353,-0.00039836764222427295,3.3314601152094116e-06
0.006,0.006058769554950871,3.3314601152094116e-06,-0.0001562973230408251
0.008,0.008090180381304015,-0.0001562973230408251,0.00019021474085524222
0.01,0.010127412410430385,0.00019021474085524222,-0.00010748601291520716
0.012,0.012170410670259268,-0.00010748601291520716,-0.00015279941413057528
0.014,0.014219119246931792,-0.00015279941413057528,-0.00011181770527636353
0.016,0.01627348127944934,-0.00011181770527636353,-5.464428597398061e-05
0.018000000000000002,0.018333438954366465,-5.464428597398061e-05,0.0003319462513067863
0.02,0.02039893350052946,0.0003319462513067863,-0.00028037621888020686
0.022,0.022469905183862073,-0.00028037621888020686,-0.000372149921928849
0.024,0.024546293302199387,-0.000372149921928849,0.0002515219915690261
0.026000000000000002,0.02662803618017134,0.0002515219915690261,7.035032209420568e-05
0.028,0.02871507116413713,7.035032209420568e-05,0.0001944581587590852
0.03,0.030807334617171823,0.0001944581587590852,-0.00013449646388918922
0.032,0.032904761914106455,-0.00013449646388918922,-0.0001267739790432306
0.034,0.03500728743662303,-0.0001267739790432306,-0.0002244197444888047
0.036000000000000004,0.03711484456840573,-0.0002244197444888047,0.00022678030974117183
0.038,0.03922736569034968,0.00022678030974117183,0.00011481520884713761
0.04,0.04134478217582875,0.00011481520884713761,0.00037560352519739844
0.042,0.043467024386023484,0.00037560352519739844,-8.455997732126558e-06
0.044,0.045594021665310985,-8.455997732126558e-06,0.00029720216846054195
0.046,0.04772570233671786,0.00029720216846054195,0.0004167633104167473
0.048,0.049861993697437566,0.0004167633104167473,0.00021667937601028614
0.05,0.05200282201441402,0.00021667937601028614,0.0002332466874727085
0.052000000000000005,0.0541481125199923,0.0002332466874727085,0.00037399831235447145
0.054,0.05629778940763849,0.00037399831235447145,0.000622190979932793
0.056,0.05845177582772975,0.000622190979932793,0.0005143596947363156
0.058,0.060609993883416036,0.0005143596947363156,0.0007617985497971416
0.06,0.0627723646265554,0.0007617985497971416,0.0004424262900292077
0.062,0.06493880805372379,0.0004424262900292077,0.0006317307317071754
0.064,0.06710924310230125,0.0006317307317071754,0.0007042109516302092
0.066,0.06928358764663599,0.0007042109516302092,0.0008960524121584875
0.068,0.07146175849428753,0.0008960524121584875,0.00046966834426567637
0.07,0.07364367138235094,0.00046966834426567637,0.0009451176927344348
0.07200000000000001,0.07582924097386327,0.0009451176927344348,0.0011345963852148835
0.074,0.07801838085429413,0.0011345963852148835,0.00070144689408155
0.076,0.0802110035281216,0.00070144689408155,0.00040838525094301034
0.078,0.08240702041549527,0.00040838525094301034,0.001497078774439184
0.08,0.084606341848988,0.001497078774439184,0.001158537279981624
0.082,0.08680887707043788,0.001158537279981624,0.001147738934714667
0.084,0.08901453422788198,0.001147738934714667,0.0015917549021599133
0.08600000000000001,0.09122322037258385,0.0015917549021599133,0.0007378177126644845
