time_s,reference_velocity_rad_s,reference_acceleration_rad_s2,position_rad,actual_velocity_rad_s,measured_velocity_rad_s,tracking_error_rad_s,error_rad_s,proportional_torque_nm,integral_torque_nm,feedforward_torque_nm,requested_torque_nm,command_torque_nm,saturated,integration_frozen,applied_torque_nm,next_position_rad,next_velocity_rad_s,speed_guard_triggered
0.0,0.0,8.482300164692441,0.0,0.0,-0.0016822504278766774,0.0,0.0016822504278766774,0.00020187005134520127,2.0187005134520127e-06,0.10087363413356369,0.10107752288542235,0.10107752288542235,False,False,0.0,0.0,0.0,False
0.002,0.016964509915226644,8.482164543599644,0.0,0.0,-0.0011364990333196244,0.016964509915226644,0.018101008948546268,0.002172121073825552,2.3739911251707532e-05,0.11040027123806195,0.11259613222313922,0.11259613222313922,False,False,0.0,0.0,0.0,False
0.004,0.03392847734897331,8.481757684658069,0.0,0.0,-0.0017814950718152793,0.03392847734897331,0.035709972420788584,0.00428519669049463,6.659187815665383e-05,0.11834617761717495,0.12269796618582623,0.12269796618582623,False,False,0.10107752288542235,2.11655742931691e-05,0.01058278714658455,False
0.006,0.0508913598371072,8.481079600878017,2.11655742931691e-05,0.01058278714658455,0.008605645461779854,0.040308572690522654,0.04228571437532735,0.005074285725039282,0.00011733473540704665,0.1241549291625196,0.12934654962296593,0.12934654962296593,False,False,0.11259613222313922,6.030891412678655e-05,0.019571669916808726,False
0.008,0.06785261495018927,8.480130313942869,6.030891412678655e-05,0.019571669916808726,0.019757914334937367,0.04828094503338054,0.048094700615251895,0.005771364073830227,0.0001750483761453489,0.12816872950011815,0.13411514195009372,0.13411514195009372,False,False,0.12269796618582623,0.00011514471221982682,0.027417899046520137,False
0.01,0.08481170031081975,8.478909854208386,0.00011514471221982682,0.027417899046520137,0.029258362637428096,0.05739380126429961,0.055553337673391656,0.0066664005208069985,0.0002417123813534189,0.13099166729171385,0.13789978019387428,0.13789978019387428,False,False,0.12934654962296593,0.0001836725983247525,0.03426394305246284,False
0.012,0.10176807361098203,8.477418260701736,0.0001836725983247525,0.03426394305246284,0.03543597827954496,0.0675041305585192,0.06633209533143708,0.00795985143977245,0.0003213108957511434,0.13311808733139863,0.14139924966692222,0.14139924966692222,False,False,0.13411514195009372,0.00026433655805746634,0.04033197986635691,False
0.014,0.11872119262938417,8.475655581120249,0.00026433655805746634,0.04033197986635691,0.04134548060305059,0.07838921276302727,0.07737571202633359,0.00928508544316003,0.0004141617501827437,0.13486294599599982,0.1445621931893426,0.1445621931893426,False,False,0.13789978019387428,0.0003559920326632254,0.045827737302879534,False
0.016,0.13567051524879783,8.473621871829893,0.0003559920326632254,0.045827737302879534,0.045707781012032885,0.0898427779459183,0.08996273423676496,0.010795528108411794,0.0005221170312668616,0.1364051807195961,0.14772282585927474,0.14772282585927474,False,False,0.14139924966692222,0.00045787443889251677,0.05094120311464568,False
0.018000000000000002,0.1526154994733938,8.471317197863474,0.00045787443889251677,0.05094120311464568,0.04881985898725714,0.10167429635874814,0.10379564048613668,0.012455476858336402,0.0006466717998502256,0.1378408840776018,0.15094303273578843,0.15094303273578843,False,False,0.1445621931893426,0.0005694579288106863,0.055791744959084774,False
0.02,0.16955560344607357,8.468741632918547,0.0005694579288106863,0.055791744959084774,0.05845915739078151,0.11376385848698879,0.11109644605529206,0.013331573526635047,0.000779987535116576,0.13922021763275075,0.15333177869450237,0.15333177869450237,False,False,0.14772282585927474,0.0006904444561931494,0.06049326369123151,False
0.022,0.18649028546579652,8.46589525935507,0.0006904444561931494,0.06049326369123151,0.06031011959344905,0.125997021774565,0.12618016587234748,0.015141619904681698,0.000931403734163393,0.1405689883124578,0.15664201195130287,0.15664201195130287,False,False,0.15094303273578843,0.000820718160672214,0.06513685223953232,False
0.024,0.20341900400490226,8.46277816819276,0.000820718160672214,0.06513685223953232,0.06860386373734807,0.13828215176536995,0.1348151402675542,0.016177816832106503,0.001093181902484458,0.14190036909067402,0.15917136782526498,0.15917136782526498,False,False,0.15333177869450237,0.0009601198086386129,0.06970082398319946,False
0.026000000000000002,0.2203412177264271,8.459390459108192,0.0009601198086386129,0.06970082398319946,0.06979892287423796,0.15064039374322763,0.15054229485218912,0.018065075382262694,0.001273832656307085,0.14322105022374235,0.16255995826231212,0.16255995826231212,False,False,0.15664201195130287,0.0011087981819240204,0.07433918664270366,False
0.028,0.23725638550141476,8.455732240431606,0.0011087981819240204,0.07433918664270366,0.07405113507563243,0.1629171988587111,0.16320525042578232,0.019584630051093878,0.0014696789568180238,0.14453441362227012,0.16558872263018204,0.16558872263018204,False,False,0.15917136782526498,0.0012668222355751765,0.07901202682557805,False
0.03,0.2541639664262203,8.451803629143447,0.0012668222355751765,0.07901202682557805,0.0815515209748962,0.17515193960064224,0.1726124454513241,0.02071349345415889,0.0016768138913596127,0.14584215737854034,0.16823246472405884,0.16823246472405884,False,False,0.16255995826231212,0.0014345197072080029,0.08384873581641321,False
0.032,0.27106341983980675,8.447604750870617,0.0014345197072080029,0.08384873581641321,0.08274802370716963,0.18721468402339353,0.18831539613263712,0.022597847535916454,0.0019027923667187772,0.14714512370632316,0.1716457636089584,0.1716457636089584,False,False,0.16558872263018204,0.0016122048304124115,0.0888425616022043,False
0.034,0.28795420534103394,8.443135739882464,0.0016122048304124115,0.0888425616022043,0.08799406993907834,0.19911164373882964,0.19996013540195562,0.023995216248234672,0.002142744529201124,0.1484437200493625,0.17458168082679829,0.17458168082679829,False,False,0.16823246472405884,0.0018001697157643294,0.093982442675959,False
0.036000000000000004,0.30483578280593954,8.438396739086492,0.0018001697157643294,0.093982442675959,0.09329750440518647,0.21085334012998053,0.21153827840075307,0.025384593408090367,0.002396590463282028,0.14973813306576533,0.17751931693713774,0.17751931693713774,False,False,0.1716457636089584,0.0019989221649938894,0.09937622461477988,False
0.038,0.32170761240501033,8.43338790002378,0.0019989221649938894,0.09937622461477988,0.09783896080159864,0.22233138779023046,0.22386865160341168,0.0268642381924094,0.0026652328452061217,0.1510284373220196,0.18055790835963512,0.18055790835963512,False,False,0.17458168082679829,0.002208917036273073,0.10499743563959185,False
0.04,0.338569154620445,8.42810938286414,0.002208917036273073,0.10499743563959185,0.10517146145760746,0.23357171898085316,0.23339769316283754,0.028007723179540502,0.0029453100770015267,0.15231465049986695,0.18326768375640898,0.18326768375640898,False,False,0.17751931693713774,0.0024306550094400645,0.11086898658349573,False
0.042,0.35541987026340643,8.422561356401005,0.0024306550094400645,0.11086898658349573,0.11245067012722774,0.2445508836799107,0.24296920013617868,0.02915630401634144,0.0032368731171649413,0.15359676143876785,0.18598993857227425,0.18598993857227425,False,False,0.18055790835963512,0.002664700020648696,0.11702250560431579,False
0.044,0.3722592204912631,8.416743998046018,0.002664700020648696,0.11702250560431579,0.1196078314625792,0.2552367148869473,0.2526513890286839,0.030318166683442067,0.003540054783999362,0.15487474438276294,0.18873296585020438,0.18873296585020438,False,False,0.18326768375640898,0.0029115863135776242,0.12344314646446405,False
0.046,0.38908666682482074,8.410657493823368,0.0029115863135776242,0.12344314646446405,0.1254500910252631,0.26564352036035666,0.2636365757995576,0.03163638909594691,0.003856418674958831,0.1561485662204341,0.19164137399133985,0.19164137399133985,False,False,0.18598993857227425,0.0031718873435807237,0.13015051500154975,False
0.048,0.4059016711655409,8.404302038363834,0.0031718873435807237,0.13015051500154975,0.13220423668299122,0.27575115616399115,0.2736974344825497,0.03284369213790596,0.004184855596337891,0.15741819016536773,0.1944467378996116,0.1944467378996116,False,False,0.18873296585020438,0.0034462147771354514,0.13716371677736394,False
0.05,0.422703695812748,8.39767783489857,0.0034462147771354514,0.13716371677736394,0.1354083501632963,0.2855399790353841,0.2872953456494517,0.0344754414779342,0.004529610011117233,0.15868357762798688,0.19768862911703833,0.19768862911703833,False,False,0.19164137399133985,0.0037352463677344985,0.14451579529952346,False
0.052000000000000005,0.43949220348082385,8.390785095252596,0.0037352463677344985,0.14451579529952346,0.1461928726187544,0.2949764081813004,0.29329933086206944,0.03519591970344833,0.004881569208151716,0.15994468916814997,0.20002217807975,0.20002217807975,False,False,0.1944467378996116,0.004039667836327743,0.1522107342966225,False
0.054,0.4562666573163886,8.383624039838034,0.004039667836327743,0.1522107342966225,0.15301153514490387,0.30405592301976614,0.30325512217148476,0.03639061466057817,0.005245475354757498,0.16120148498041398,0.20283757499574964,0.20283757499574964,False,False,0.19768862911703833,0.004360283822606817,0.16030799313953695,False
0.056,0.4730265209154678,8.376194897647055,0.004360283822606817,0.16030799313953695,0.1594049709616605,0.3127185277759309,0.3136215499538073,0.037634585994456876,0.005621821214702067,0.16245392514163054,0.20571033235078948,0.20571033235078948,False,False,0.20002217807975,0.004697735348007184,0.16872576270018305,False
0.058,0.4897712583406455,8.368497906244555,0.004697735348007184,0.16872576270018305,0.16677719332978597,0.3210454956404625,0.32299406501085953,0.038759287801303145,0.006009414092715098,0.1637019697376313,0.20847067163164953,0.20847067163164953,False,False,0.20283757499574964,0.005052787353334434,0.17752600266362545,False
0.06,0.5065003341382016,8.36053331176056,0.005052787353334434,0.17752600266362545,0.17933216643249308,0.32897433147457616,0.32716816770570856,0.039260180124685025,0.006402015893961948,0.16494557892837894,0.21060777494702593,0.21060777494702593,False,False,0.20571033235078948,0.005426238954499606,0.18672580058258587,False
0.062,0.523213213355235,8.35230136888236,0.005426238954499606,0.18672580058258587,0.1880373898148448,0.3364874127726491,0.33517582354039016,0.04022109882484682,0.006804226882210417,0.16618471298178839,0.21321003868884564,0.21321003868884564,False,False,0.20847067163164953,0.005818886237058781,0.19632364127958749,False
0.064,0.5399093615567694,8.343802340846354,0.005818886237058781,0.19632364127958749,0.1943939962049944,0.3435857202771819,0.34551536535177496,0.04146184384221299,0.007218845320632546,0.16741933229158906,0.2161000214544346,0.2161000214544346,False,False,0.21060777494702593,0.006231413082732649,0.20626342283693394,False
0.066,0.5565882448428437,8.335036499429643,0.006231413082732649,0.20626342283693394,0.2077593134572961,0.3503248220059098,0.34882893138554766,0.04185947176626572,0.0076374400382952035,0.16864939738705342,0.21814630919161435,0.21814630919161435,False,False,0.21321003868884564,0.006664615270226474,0.2166010937469123,False
0.068,0.5732493298655842,8.326004124941335,0.006664615270226474,0.2166010937469123,0.2139633496522373,0.3566482361186719,0.3592859802133469,0.043114317625601625,0.00806858321455122,0.1698748689385772,0.22105776977873004,0.22105776977873004,False,False,0.2161000214544346,0.007119362101612275,0.22737341569290048,False
0.07,0.5898920838462602,8.31670550621358,0.007119362101612275,0.22737341569290048,0.22207343792515355,0.36251866815335976,0.3678186459211067,0.0441382375105328,0.008509965589656547,0.17109570776114116,0.2237439108613305,0.2237439108613305,False,False,0.21814630919161435,0.007596357576926987,0.2384977376573561,False
0.07200000000000001,0.6065159745923205,8.307140940592335,0.007596357576926987,0.2384977376573561,0.23648505927149835,0.36801823693496444,0.3700309153208222,0.044403709838498666,0.008954002688041534,0.17231187481669036,0.22566958734323056,0.22566958734323056,False,False,0.22105776977873004,0.008096492974940774,0.2500676990068934,False
0.074,0.6231204705144118,8.297310733927857,0.008096492974940774,0.2500676990068934,0.24901957851364448,0.37305277150751837,0.3741008920007673,0.044892107040092076,0.009402923758442455,0.17352333121595787,0.2278183620144924,0.2278183620144924,False,False,0.2237439108613305,0.008620617419882029,0.26206222247062727,False
0.076,0.6397050406433777,8.287215200564923,0.008620617419882029,0.26206222247062727,0.26148113993944844,0.37764281817275047,0.3782239007039293,0.04538686808447152,0.00985679243928717,0.1747300382200028,0.2299736987437615,0.2299736987437615,False,False,0.22566958734323056,0.00916942148123798,0.27440203067797553,False
0.078,0.6562691546472372,8.276854663332772,0.00916942148123798,0.27440203067797553,0.2726445270999956,0.3818671239692617,0.38362462754724164,0.04603495530566899,0.01031714199234386,0.17593195724159935,0.2322840545396122,0.2322840545396122,False,False,0.2278183620144924,0.009743637269738774,0.28710789425039673,False
