time_s,reference_velocity_rad_s,reference_acceleration_rad_s2,position_rad,actual_velocity_rad_s,measured_velocity_rad_s,tracking_error_rad_s,error_rad_s,proportional_torque_nm,integral_torque_nm,feedforward_torque_nm,requested_torque_nm,command_torque_nm,saturated,integration_frozen,applied_torque_nm,next_position_rad,next_velocity_rad_s,speed_guard_triggered
0.0,0.0,113.09733552923255,0.0,0.0,-0.0016822504278766774,0.0,0.0016822504278766774,0.00020187005134520127,0.0,2.1367866259316446,2.13698849598299,2.0,True,True,0.0,0.0,0.0,False
0.002,0.22618871790034695,113.08840583905956,0.0,0.0,-0.0011364990333196244,0.22618871790034695,0.22732521693366659,0.02727902603203999,0.0,2.2033706284708856,2.2306496545029257,2.0,True,True,0.0,0.0,0.0,False
0.004,0.4523417179800746,113.06161817864219,0.0,0.0,-0.0017814950718152793,0.4523417179800746,0.4541232130518899,0.054494785566226785,0.0,2.2266249037893457,2.2811196893555725,2.0,True,True,2.0,0.0004187988325982542,0.2093994162991271,False
0.006,0.6784232880588217,113.01697677806257,0.0004187988325982542,0.2093994162991271,0.2074222746143224,0.4690238717596946,0.4710010134444993,0.05652012161333991,0.0,2.2495242419087367,2.3060443635220764,2.0,True,True,2.0,0.0012427924177559932,0.41199679257886945,False
0.008,0.904397727235852,112.95448868671532,0.0012427924177559932,0.41199679257886945,0.4121830369969981,0.49240093465698254,0.4922146902388539,0.059065762828662466,0.0,2.2720751444717755,2.331140907300438,2.0,True,True,2.0,0.0024675221136375657,0.6123648479407863,False
0.01,1.1302293515276407,112.87416377219448,0.0024675221136375657,0.6123648479407863,0.6142053115316942,0.5178645035868544,0.5160240399959465,0.06192288479951358,0.0,2.2942740516220157,2.3561969364215294,2.0,True,True,2.0,0.00408858243883625,0.810530162599342,False
0.012,1.355882499502789,112.7760147187352,0.00408858243883625,0.810530162599342,0.811702197826424,0.545352336903447,0.5441803016763649,0.06530163620116379,0.0,2.3161174578948214,2.381419094095985,2.0,True,True,2.0,0.006101616344723506,1.0065169529436282,False
0.014,1.581321537913377,112.66005702521078,0.006101616344723506,1.0065169529436282,1.0075304536803218,0.5748045849697487,0.5737910842330551,0.06885493010796662,0.0,2.337601913963124,2.4064568440710907,2.0,True,True,2.0,0.008502314681751789,1.2003491685141414,False
0.016,1.8065108673218682,112.52630900268527,0.008502314681751789,1.2003491685141414,1.2002292122232947,0.6061616988077267,0.6062816550985735,0.07275379861182882,0.0,2.358724027182257,2.4314778257940857,2.0,True,True,2.0,0.011286415672877054,1.392050495562632,False
0.018000000000000002,2.0314149277226705,112.37479177152187,0.011286415672877054,1.392050495562632,1.3899291514352434,0.6393644321600385,0.6414857762874271,0.07697829315449124,0.0,2.379480462125685,2.456458755280176,2.0,True,True,2.0,0.014449704392770588,1.5816443599467673,False
0.02,2.2559982041574766,112.20552925804785,0.014449704392770588,1.5816443599467673,1.584311772378464,0.6743538442107093,0.6716864317790125,0.0806023718134815,0.0,2.3998679411117156,2.4804703129251973,2.0,True,True,2.0,0.01798801225275612,1.769153929992766,False
0.022,2.480225232323485,112.0185481907762,0.01798801225275612,1.769153929992766,1.7689707858949837,0.7110713023307187,0.7112544464285011,0.08535053357142013,0.0,2.419883244721078,2.505233778292498,2.0,True,True,2.0,0.021897216491409244,1.9546021193265628,False
0.024,2.7040606041736273,111.81387809618504,0.021897216491409244,1.9546021193265628,1.9580691308243785,0.7494584848470645,0.7459914733492488,0.08951897680190984,0.0,2.4395232123053066,2.5290421891072166,2.0,True,True,2.0,0.026173239670756937,2.1380115896738476,False
0.026000000000000002,2.927468973507905,111.59155129405488,0.026173239670756937,2.1380115896738476,2.138109688564886,0.7894573838340575,0.7893592849430191,0.09472311419316229,0.0,2.458784742485847,2.5535078566790093,2.0,True,True,2.0,0.030812049178015586,2.319404753629324,False
0.028,3.150415061554969,111.3516028923651,0.030812049178015586,2.319404753629324,2.3191167020622525,0.831010307925645,0.8312983594927164,0.09975580313912596,0.0,2.4776647936437963,2.5774205967829222,2.0,True,True,2.0,0.03580965673280663,2.498803777395521,False
0.03,3.372863662543043,111.09407078174989,0.03580965673280663,2.498803777395521,2.501343271544839,0.8740598851475219,0.8715203909982039,0.10458244691978447,0.0,2.496160384400213,2.6007428313199976,2.0,True,True,2.0,0.04116211789978963,2.6762305834915012,False
0.032,3.5947796492593262,110.8189956295149,0.04116211789978963,2.6762305834915012,2.6751298713822576,0.918549065767825,0.9196497778770687,0.11035797334524824,0.0,2.5142685940869085,2.624626567432157,2.0,True,True,2.0,0.0468655316066532,2.851706853431785,False
0.034,3.8161279785969833,110.52642087321547,0.0468655316066532,2.851706853431785,2.8508583617686587,0.9644211251651984,0.9652696168283246,0.11583235401939894,0.0,2.5319865632076555,2.6478189172270543,2.0,True,True,2.0,0.05291603966740485,3.0252540303758266,False
0.036000000000000004,4.036873697088861,110.21639271379723,0.05291603966740485,3.0252540303758266,3.0245690921050543,1.0116196667130346,1.012304604983807,0.12147655259805683,0.0,2.549311493889738,2.670788046487795,2.0,True,True,2.0,0.059309826310901585,3.1968933217483655,False
0.038,4.256981946427044,109.88896010830055,0.059309826310901585,3.1968933217483655,3.195356057935184,1.0600886246786785,1.06162588849186,0.12739510661902317,0.0,2.5662406503257635,2.693635756944787,2.0,True,True,2.0,0.06604311771456352,3.3666457018309655,False
0.04,4.476417968967386,109.5441747621295,0.06604311771456352,3.3666457018309655,3.366819727648981,1.1097722671364205,1.109598241318405,0.1331517889582086,0.0,2.5827713592056813,2.71592314816389,2.0,True,True,2.0,0.07311218154321365,3.5345319143250693,False
0.042,4.695147113218145,109.18209112088718,0.07311218154321365,3.5345319143250693,3.5361135978688014,1.1606151988930753,1.1590335153493432,0.13908402184192117,0.0,2.5989010101389307,2.737985031980852,2.0,True,True,2.0,0.0805133264929874,3.700572474886874,False
0.044,4.913134839311853,108.8027663617779,0.0805133264929874,3.700572474886874,3.7031578007451373,1.2125623644249792,1.209977038566716,0.1451972446280059,0.0,2.6146270560666474,2.7598243006946532,2.0,True,True,2.0,0.08824290184025607,3.8647876736343387,False
0.046,5.13034672445957,108.4062603845784,0.08824290184025607,3.8647876736343387,3.866794618195138,1.2655590508252312,1.2635521062644322,0.15162625275173186,0.0,2.6299470136638767,2.7815732664156085,2.0,True,True,2.0,0.09629729699550933,4.027197577626632,False
0.048,5.346748468386629,107.99263580217897,0.09629729699550933,4.027197577626632,4.029251299308074,1.3195508907599969,1.317497169078555,0.1580996602894266,0.0,2.644858463731721,2.802958124021148,2.0,True,True,2.0,0.10467294106214198,4.187822033316324,False
0.05,5.562305898749053,107.56195793069601,0.10467294106214198,4.187822033316324,4.186066666702256,1.3744838654327296,1.3762392320467969,0.1651487078456156,0.0,2.659359051579355,2.8245077594249706,2.0,True,True,2.0,0.11336630240009121,4.346680668974614,False
0.052000000000000005,5.776984976529771,107.11429477915802,0.11336630240009121,4.346680668974614,4.3483577462938445,1.4303043075551578,1.4286272302359269,0.1714352676283112,0.0,2.6734464873958603,2.8448817550241716,2.0,True,True,2.0,0.12237388819427103,4.503792897089905,False
0.054,5.990751801413759,106.64971703876611,0.12237388819427103,4.503792897089905,4.504593697938187,1.4869589043238536,1.4861581034755718,0.17833897241706861,0.0,2.6871185466118166,2.8654575190288853,2.0,True,True,2.0,0.13169224402775104,4.659177916740005,False
0.056,6.203572617141307,106.16829807173103,0.13169224402775104,4.659177916740005,4.658274894562129,1.544394700401302,1.5452977225791784,0.1854357267095014,0.0,2.7003730702505804,2.885808796960082,2.0,True,True,2.0,0.14131795345962753,4.812854715938246,False
0.058,6.415413816838513,105.67011389968846,0.14131795345962753,4.812854715938246,4.8109061465678495,1.602559100900267,1.6045076702706638,0.19254092043247964,0.0,2.713207965269219,2.9057488857016986,2.0,True,True,2.0,0.15124763760753518,4.964842073953819,False
