time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_range,train/policy_gradient_loss,train/value_loss,train/std,train/approx_kl,train/clip_fraction,train/n_updates,train/explained_variance,train/learning_rate,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
18,2304,9,245,0.2,-0.008674427401274443,0.009180296445265412,0.13525527715682983,0.012161186,0.060546875,68,-1.8223345279693604,0.0003,4.653362035751343,-0.013996324501931667,,
19,2432,9,245,0.2,-0.003767822461668402,0.007704017334617674,0.13525207340717316,0.010213647,0.044921875,72,-0.9562830924987793,0.0003,4.653379440307617,-0.0052823773585259914,,
20,2560,10,246,0.2,-0.0057591411750763655,0.008902985602617264,0.13526083528995514,0.006252615,0.025390625,76,-12.862649917602539,0.0003,4.653487324714661,-0.011585705913603306,,
21,2688,10,245,0.2,-0.00815912033431232,0.006283384980633855,0.13527549803256989,0.010598307,0.046875,80,-6.97149658203125,0.0003,4.6527323722839355,-0.016107141971588135,,
22,2816,11,245,0.2,-0.007142727728933096,0.0056379809393547475,0.13527634739875793,0.011361664,0.05078125,84,-8.178529739379883,0.0003,4.652084827423096,-0.0130538921803236,,
23,2944,11,245,0.2,-0.006608897587284446,0.004789210623130202,0.13527078926563263,0.011286657,0.060546875,88,-2.561539649963379,0.0003,4.652311444282532,-0.013290146365761757,,
24,3072,12,245,0.2,-0.011328500229865313,0.005418656917754561,0.13525599241256714,0.020889405,0.109375,92,-14.549568176269531,0.0003,4.6527804136276245,-0.016867104917764664,,
25,3200,13,245,0.2,-0.005937774898484349,0.004374397685751319,0.13525080680847168,0.0077398866,0.03515625,96,-8.059211730957031,0.0003,4.653613328933716,-0.015175476670265198,59.29278,3200.0
26,3328,13,245,0.2,-0.005079742753878236,0.004242380673531443,0.1352401226758957,0.015439684,0.09375,100,-16.77699089050293,0.0003,4.653834939002991,-0.005919882096350193,59.29278,3200.0
27,3456,14,245,0.2,-0.007367068203166127,0.008455230155959725,0.13523177802562714,0.0058350107,0.013671875,104,0.46983182430267334,0.0003,4.654594898223877,-0.015059487894177437,59.29278,3200.0
28,3584,14,245,0.2,-0.004595367703586817,0.0028276082302909344,0.13521808385849,0.00645345,0.025390625,108,-7.885015487670898,0.0003,4.655065894126892,-0.010954857803881168,59.29278,3200.0
29,3712,15,245,0.2,-0.009337831288576126,0.003632963984273374,0.1352129429578781,0.009623744,0.046875,112,-25.30475425720215,0.0003,4.655848860740662,-0.01968989335000515,59.29278,3200.0
30,3840,15,245,0.2,-0.006268603960052133,0.0037132780998945236,0.13522103428840637,0.017177232,0.09765625,116,-7.8575897216796875,0.0003,4.655824184417725,-0.007825976237654686,59.29278,3200.0
31,3968,16,245,0.2,-0.004378949524834752,0.0029232839588075876,0.13522663712501526,0.006977008,0.0234375,120,-14.885801315307617,0.0003,4.65530800819397,-0.010358602739870548,59.29278,3200.0
32,4096,16,245,0.2,-0.003724378766492009,0.0025831134407781065,0.13522487878799438,0.008091322,0.033203125,124,-33.747745513916016,0.0003,4.655185580253601,-0.007255387492477894,59.29278,3200.0
33,4224,17,245,0.2,-0.0063193056266754866,0.0034764287411235273,0.13521559536457062,0.0066973735,0.021484375,128,-10.574957847595215,0.0003,4.65544319152832,-0.013958734460175037,59.29278,3200.0
34,4352,17,245,0.2,-0.010842896532267332,0.002259007713291794,0.13521148264408112,0.011536946,0.060546875,132,-38.16108322143555,0.0003,4.656026601791382,-0.020132621750235558,59.29278,3200.0
35,4480,18,245,0.2,-0.0077666062861680984,0.0022132425219751894,0.13522642850875854,0.01039915,0.048828125,136,-15.720853805541992,0.0003,4.655883431434631,-0.014909172430634499,59.29278,3200.0
36,4608,18,245,0.2,-0.006271169404499233,0.002230908430647105,0.13524523377418518,0.015617194,0.09375,140,-39.89008331298828,0.0003,4.6548216342926025,-0.006268558092415333,59.29278,3200.0
37,4736,19,245,0.2,-0.007352306507527828,0.0021924329921603203,0.13522487878799438,0.008207897,0.03515625,144,-6.530681610107422,0.0003,4.654348373413086,-0.014648114331066608,59.29278,3200.0
38,4864,19,246,0.2,-0.021299208281561732,0.0019495469750836492,0.13519848883152008,0.015664669,0.078125,148,-26.40349769592285,0.0003,4.6560505628585815,-0.03835746645927429,59.29278,3200.0
39,4992,20,246,0.2,-0.00748439715243876,0.0015981253527570516,0.13516169786453247,0.021970596,0.119140625,152,-9.075912475585938,0.0003,4.657654762268066,-0.008628866635262966,59.29278,3200.0
40,5120,20,245,0.2,-0.008455384755507112,0.001625052565941587,0.13511177897453308,0.010780818,0.044921875,156,-12.9553804397583,0.0003,4.660182952880859,-0.01638921909034252,59.29278,3200.0
41,5248,21,245,0.2,0.002177824731916189,0.0013470033300109208,0.1350637823343277,0.0058819526,0.015625,160,-8.028716087341309,0.0003,4.663180708885193,0.001659092027693987,59.29278,3200.0
42,5376,21,245,0.2,-0.004971189424395561,0.002049010421615094,0.1350233107805252,0.0068116128,0.029296875,164,-4.059436321258545,0.0003,4.665806531906128,-0.009597588330507278,59.29278,3200.0
43,5504,22,245,0.2,-0.008482646197080612,0.0025542036746628582,0.13499759137630463,0.011041338,0.05859375,168,-6.620615005493164,0.0003,4.667970895767212,-0.013280730694532394,59.29278,3200.0
44,5632,22,245,0.2,-0.012845927849411964,0.0017410828440915793,0.13497424125671387,0.010462632,0.04296875,172,-29.71446418762207,0.0003,4.669297695159912,-0.024666180834174156,59.29278,3200.0
45,5760,23,246,0.2,-0.011634416645392776,0.00175840561860241,0.13496196269989014,0.023928586,0.140625,176,-29.399417877197266,0.0003,4.6705663204193115,-0.016116246581077576,59.29278,3200.0
46,5888,23,246,0.2,-0.005623392760753632,0.0015101814060471952,0.13496312499046326,0.014743088,0.08203125,180,-20.7398624420166,0.0003,4.67091429233551,-0.008455624803900719,59.29278,3200.0
47,6016,24,246,0.2,-0.005770592484623194,0.0013098190538585186,0.1349727362394333,0.006143323,0.015625,184,-30.398107528686523,0.0003,4.670721173286438,-0.014275865629315376,59.29278,3200.0
48,6144,24,246,0.2,-0.00898767402395606,0.0016920313646551222,0.1349949985742569,0.009579543,0.041015625,188,-10.440909385681152,0.0003,4.669884085655212,-0.018687235191464424,59.29278,3200.0
49,6272,25,246,0.2,-0.009735932108014822,0.0014127014728728682,0.1349981725215912,0.015444959,0.09765625,192,-17.63450050354004,0.0003,4.6688255071640015,-0.014880756847560406,59.29278,3200.0
50,6400,25,246,0.2,-0.000163401011377573,0.0010254949738737196,0.13499662280082703,0.006520587,0.017578125,196,-17.513957977294922,0.0003,4.668863892555237,-0.0034183766692876816,58.5734825,3200.0
51,6528,26,246,0.2,-0.007605965482071042,0.0011064530990552157,0.13501177728176117,0.015567165,0.08203125,200,-12.819008827209473,0.0003,4.668699383735657,-0.012449366971850395,58.5734825,3200.0
52,6656,27,246,0.2,-0.0034093977883458138,0.0027052257501054555,0.1350351721048355,0.005260204,0.015625,204,0.8028852939605713,0.0003,4.667500972747803,-0.008166011422872543,58.5734825,3200.0
53,6784,27,245,0.2,-0.01049555791541934,0.0012742240214720368,0.13504719734191895,0.015335351,0.0625,208,-0.8466860055923462,0.0003,4.666289925575256,-0.020219113677740097,58.5734825,3200.0
54,6912,28,245,0.2,0.0019428185187280178,0.0016645203868392855,0.13506190478801727,0.009191364,0.048828125,212,-1.3730204105377197,0.0003,4.665721774101257,0.002345145447179675,58.5734825,3200.0
55,7040,28,245,0.2,-0.005979309324175119,0.0011666420905385166,0.13507899641990662,0.0059419754,0.015625,216,-19.463211059570312,0.0003,4.664709448814392,-0.012896083295345306,58.5734825,3200.0
56,7168,29,245,0.2,-0.01099404925480485,0.0008577723492635414,0.13510072231292725,0.011203008,0.0546875,220,-14.10210132598877,0.0003,4.663679361343384,-0.02108902670443058,58.5734825,3200.0
57,7296,29,246,0.2,-0.00381306279450655,0.0007300236757146195,0.13511532545089722,0.008568622,0.03125,224,-8.125785827636719,0.0003,4.662441849708557,-0.006806853227317333,58.5734825,3200.0
58,7424,30,246,0.2,-0.014156186021864414,0.0007279209239641204,0.13511048257350922,0.013783782,0.0625,228,-31.31304931640625,0.0003,4.661936163902283,-0.02721143327653408,58.5734825,3200.0
59,7552,30,246,0.2,-0.008080815838184208,0.0008623861358501017,0.13508068025112152,0.014454812,0.072265625,232,-2.952359676361084,0.0003,4.662720322608948,-0.013676460832357407,58.5734825,3200.0
60,7680,31,246,0.2,-0.011896878946572542,0.0006035591213731095,0.135056734085083,0.01757704,0.1015625,236,-9.4818754196167,0.0003,4.664574861526489,-0.01955335959792137,58.5734825,3200.0
61,7808,31,245,0.2,-0.0034888784866780043,0.0007584515260532498,0.1350463628768921,0.006622282,0.025390625,240,-4.596040725708008,0.0003,4.665584444999695,-0.009336655959486961,58.5734825,3200.0
62,7936,32,245,0.2,-0.016546281054615974,0.0007054113229969516,0.13504156470298767,0.016531732,0.091796875,244,-19.031953811645508,0.0003,4.66606605052948,-0.028112800791859627,58.5734825,3200.0
63,8064,32,245,0.2,-0.015517493709921837,0.000536231033038348,0.13501101732254028,0.026928807,0.12890625,248,-18.999347686767578,0.0003,4.666691064834595,-0.024388834834098816,58.5734825,3200.0
64,8192,33,245,0.2,-0.005850945133715868,0.0006374340446200222,0.13497306406497955,0.017829044,0.1015625,252,-4.068930625915527,0.0003,4.668946623802185,-0.010182489641010761,58.5734825,3200.0
65,8320,33,245,0.2,-0.0014527735766023397,0.0004891082644462585,0.13495823740959167,0.007073948,0.02734375,256,-11.421142578125,0.0003,4.670736908912659,-0.007626637350767851,58.5734825,3200.0
66,8448,34,246,0.2,-0.010744610102847219,0.0004305266629671678,0.1349504142999649,0.01799479,0.1015625,260,-7.706842422485352,0.0003,4.671330809593201,-0.016199780628085136,58.5734825,3200.0
67,8576,34,246,0.2,-0.006794296205043793,0.0006961378385312855,0.13492044806480408,0.0059233303,0.021484375,264,-10.688830375671387,0.0003,4.672159314155579,-0.016517024487257004,58.5734825,3200.0
68,8704,35,246,0.2,-0.0076525278855115175,0.00041591950139263645,0.1348831057548523,0.012795495,0.060546875,268,-8.353643417358398,0.0003,4.674266219139099,-0.016503075137734413,58.5734825,3200.0
69,8832,35,246,0.2,-0.009362942539155483,0.00031360223511001095,0.1348346322774887,0.014495667,0.076171875,272,-20.09638214111328,0.0003,4.6766074895858765,-0.01852521486580372,58.5734825,3200.0
70,8960,36,246,0.2,-0.008374491007998586,0.00040127487591234967,0.13478288054466248,0.0148778185,0.072265625,276,-8.320914268493652,0.0003,4.679581999778748,-0.014843673445284367,58.5734825,3200.0
71,9088,36,246,0.2,-0.0055659119971096516,0.00036099702265346423,0.13473592698574066,0.020909432,0.123046875,280,-6.354074001312256,0.0003,4.682588219642639,-0.005994981620460749,58.5734825,3200.0
72,9216,37,246,0.2,-0.00645110965706408,0.0002721569617278874,0.13468635082244873,0.012298346,0.05859375,284,-6.939297676086426,0.0003,4.685314416885376,-0.011266561225056648,58.5734825,3200.0
73,9344,37,246,0.2,-0.008799921488389373,0.00034891513496404514,0.13465815782546997,0.015248857,0.083984375,288,-6.180689334869385,0.0003,4.68795919418335,-0.01670943945646286,58.5734825,3200.0
74,9472,38,246,0.2,-0.005730216624215245,0.0003005544058396481,0.13464149832725525,0.014004348,0.0859375,292,-4.136656761169434,0.0003,4.689213514328003,-0.009382161311805248,58.5734825,3200.0
75,9600,38,246,0.2,-0.009216953301802278,0.00020996934836148284,0.13461507856845856,0.01866037,0.095703125,296,-6.893279075622559,0.0003,4.690333843231201,-0.01684257760643959,58.16432233333333,3200.0
76,9728,39,246,0.2,-0.0023495489731431007,0.00026381843781564385,0.13459575176239014,0.008844055,0.03515625,300,-6.943338394165039,0.0003,4.69190776348114,-0.00810270756483078,58.16432233333333,3200.0
77,9856,40,246,0.2,-0.006232333602383733,0.0014373950252775103,0.13457134366035461,0.009056373,0.04296875,304,0.8604089021682739,0.0003,4.693010449409485,-0.011891279369592667,58.16432233333333,3200.0
78,9984,40,246,0.2,-0.008691359544172883,0.0006341785046970472,0.13453719019889832,0.017027928,0.091796875,308,-0.9842848777770996,0.0003,4.694721698760986,-0.015203178860247135,58.16432233333333,3200.0
79,10112,41,245,0.2,-0.014660116983577609,0.00046669255243614316,0.13450637459754944,0.0211056,0.1015625,312,-7.716490745544434,0.0003,4.696742653846741,-0.02660387195646763,58.16432233333333,3200.0
80,10240,41,245,0.2,-0.007694483967497945,0.0004327140632085502,0.13448873162269592,0.012086334,0.06640625,316,-7.612051010131836,0.0003,4.6982927322387695,-0.01961572840809822,58.16432233333333,3200.0
81,10368,42,245,0.2,-0.010869011515751481,0.00031386212504003197,0.1344749927520752,0.032957148,0.1953125,320,-4.137941837310791,0.0003,4.699218392372131,-0.011860179714858532,58.16432233333333,3200.0
82,10496,42,245,0.2,-0.009623160352930427,0.0004125460545765236,0.1344624012708664,0.024818882,0.12109375,324,-1.361844539642334,0.0003,4.699956774711609,-0.016023781150579453,58.16432233333333,3200.0
83,10624,43,245,0.2,-0.01407027617096901,0.0005334450979717076,0.13444724678993225,0.026390344,0.1484375,328,-2.7354836463928223,0.0003,4.700783610343933,-0.023627234622836113,58.16432233333333,3200.0
84,10752,43,245,0.2,-0.008192926878109574,0.0005217461293796077,0.13444426655769348,0.028686302,0.166015625,332,-3.0330586433410645,0.0003,4.701476812362671,-0.01064297929406166,58.16432233333333,3200.0
85,10880,44,245,0.2,-0.01458333758637309,0.00040838517452357337,0.13445135951042175,0.021353591,0.107421875,336,-6.002101898193359,0.0003,4.701378703117371,-0.026163766160607338,58.16432233333333,3200.0
86,11008,44,245,0.2,-0.009563897736370564,0.0004361692117527127,0.13445527851581573,0.02873854,0.177734375,340,-6.384040832519531,0.0003,4.700939416885376,-0.010791546665132046,58.16432233333333,3200.0
87,11136,45,245,0.2,-0.006213901797309518,0.00037855777190998197,0.1344572752714157,0.015635308,0.0859375,344,-17.066341400146484,0.0003,4.700804710388184,-0.007478855550289154,58.16432233333333,3200.0
88,11264,45,245,0.2,-0.018350196070969105,0.00034482654882594943,0.13445499539375305,0.020272683,0.09765625,348,-8.518842697143555,0.0003,4.700753331184387,-0.034157101064920425,58.16432233333333,3200.0
89,11392,46,245,0.2,-0.0072133359499275684,0.0003931086976081133,0.13445153832435608,0.03621761,0.19921875,352,-7.486476898193359,0.0003,4.700955152511597,-0.006787282880395651,58.16432233333333,3200.0
90,11520,46,245,0.2,-0.011133631691336632,0.0004332502212491818,0.1344517022371292,0.022444585,0.11328125,356,-7.546950340270996,0.0003,4.701087474822998,-0.020842967554926872,58.16432233333333,3200.0
91,11648,47,245,0.2,-0.005462627857923508,0.0003797244280576706,0.13444878160953522,0.03225209,0.177734375,360,-8.817994117736816,0.0003,4.701093554496765,-0.002596913604065776,58.16432233333333,3200.0
92,11776,48,245,0.2,-0.024662270676344633,0.00034582088846946135,0.13444282114505768,0.024455626,0.1171875,364,-14.192747116088867,0.0003,4.701348900794983,-0.04316467419266701,58.16432233333333,3200.0
93,11904,48,245,0.2,0.002368852961808443,0.0005426859570434317,0.13443098962306976,0.011496201,0.06640625,368,-1.660431146621704,0.0003,4.701812028884888,-0.0007017344469204545,58.16432233333333,3200.0
94,12032,49,245,0.2,-0.015747656114399433,0.0007372327090706676,0.1344074010848999,0.02331797,0.111328125,372,-0.783690333366394,0.0003,4.702721357345581,-0.02619711309671402,58.16432233333333,3200.0
95,12160,49,244,0.2,-0.003143294947221875,0.00037266454455675557,0.13435640931129456,0.018282976,0.10546875,376,-5.249540328979492,0.0003,4.70474636554718,-0.005928677506744862,58.16432233333333,3200.0
96,12288,50,244,0.2,-0.007374733511824161,0.0005441226821858436,0.13431406021118164,0.016339062,0.080078125,380,-1.2404356002807617,0.0003,4.707791090011597,-0.010745621286332607,58.16432233333333,3200.0
97,12416,50,244,0.2,-0.01135885575786233,0.0002747603866737336,0.1342790126800537,0.016534517,0.087890625,384,-9.742990493774414,0.0003,4.710076928138733,-0.019958361983299255,58.16432233333333,3200.0
98,12544,51,244,0.2,-0.005386831471696496,0.00023550132755190134,0.13423357903957367,0.009332715,0.041015625,388,-14.633635520935059,0.0003,4.7123042345047,-0.013455292209982872,58.16432233333333,3200.0
99,12672,51,244,0.2,-0.009071384673006833,0.0002693856367841363,0.13418738543987274,0.023555433,0.130859375,392,-2.4864771366119385,0.0003,4.715173363685608,-0.013834886252880096,58.16432233333333,3200.0
100,12800,52,244,0.2,-0.010462161619216204,0.00035625787131721154,0.13416074216365814,0.025439117,0.146484375,396,-4.051631927490234,0.0003,4.717563271522522,-0.016830185428261757,57.9313005,3200.0
101,12928,52,244,0.2,-0.004782454576343298,0.00024898137780837715,0.13413411378860474,0.017940009,0.103515625,400,-5.884012699127197,0.0003,4.719014525413513,-0.007528877817094326,57.9313005,3200.0
102,13056,53,244,0.2,-0.006690323352813721,0.0009890247165458277,0.13412052392959595,0.012653083,0.0625,404,0.9046849012374878,0.0003,4.7204155921936035,-0.011979405768215656,57.9313005,3200.0
103,13184,53,244,0.2,-0.014100871048867702,0.0008472929330309853,0.13412068784236908,0.021330388,0.125,408,-0.5449168682098389,0.0003,4.7208640575408936,-0.02342158369719982,57.9313005,3200.0
104,13312,54,244,0.2,-0.005356237757951021,0.00038575279904762283,0.1341269463300705,0.011175556,0.05078125,412,-11.7560453414917,0.0003,4.720696330070496,-0.013613428920507431,57.9313005,3200.0
105,13440,54,244,0.2,-0.002183751668781042,0.0002524332048778888,0.13412252068519592,0.00861597,0.033203125,416,-4.4981584548950195,0.0003,4.720444440841675,-0.00970616564154625,57.9313005,3200.0
106,13568,55,244,0.2,-0.01157895929645747,0.00021089950314490125,0.13412143290042877,0.019360682,0.103515625,420,-4.007549285888672,0.0003,4.720741391181946,-0.023730430752038956,57.9313005,3200.0
107,13696,55,244,0.2,-0.005163925234228373,0.0002543978080211673,0.13409623503684998,0.025984325,0.16015625,424,-3.914003849029541,0.0003,4.721125364303589,-0.006456890143454075,57.9313005,3200.0
108,13824,56,244,0.2,-0.006515024928376079,0.0003397911787033081,0.1340698003768921,0.0063589117,0.01953125,428,-7.946537017822266,0.0003,4.7228416204452515,-0.018314603716135025,57.9313005,3200.0
109,13952,56,244,0.2,-0.01576429756823927,0.00026485231501283124,0.1340327262878418,0.023659196,0.12109375,432,-2.2859609127044678,0.0003,4.72449004650116,-0.025603502988815308,57.9313005,3200.0
110,14080,57,244,0.2,-0.01229292037896812,0.00022040965995984152,0.13400422036647797,0.026213393,0.150390625,436,-6.398950576782227,0.0003,4.726738333702087,-0.021036691963672638,57.9313005,3200.0
111,14208,58,244,0.2,-0.0006305056158453226,0.00028737355023622513,0.1339944452047348,0.016857227,0.09765625,440,-1.818134069442749,0.0003,4.727933406829834,-0.002049787435680628,57.9313005,3200.0
112,14336,58,244,0.2,-0.013881702907383442,0.0003096395230386406,0.1339963972568512,0.019743074,0.11328125,444,-1.3170621395111084,0.0003,4.728271842002869,-0.02386254444718361,57.9313005,3200.0
113,14464,59,244,0.2,-0.013762495946139097,0.0004742176824947819,0.13399814069271088,0.022349937,0.103515625,448,-0.6345735788345337,0.0003,4.728064298629761,-0.023888953030109406,57.9313005,3200.0
114,14592,59,244,0.2,-0.011203783331438899,0.00021239445413812064,0.13400453329086304,0.022717752,0.126953125,452,-3.242654800415039,0.0003,4.727940559387207,-0.021104682236909866,57.9313005,3200.0
115,14720,60,244,0.2,-0.0054791090078651905,0.0002902737323893234,0.13399195671081543,0.016649732,0.08203125,456,-3.1601295471191406,0.0003,4.72779107093811,-0.010472308844327927,57.9313005,3200.0
116,14848,60,244,0.2,-0.0032346179941669106,0.00025275256484746933,0.13395296037197113,0.010322954,0.052734375,460,-4.045344829559326,0.0003,4.729226469993591,-0.008617875166237354,57.9313005,3200.0
117,14976,61,244,0.2,-0.01582240080460906,0.00021409073087852448,0.13390140235424042,0.026731532,0.150390625,464,-11.312747955322266,0.0003,4.731874346733093,-0.02440079301595688,57.9313005,3200.0
118,15104,61,244,0.2,-0.011978317517787218,0.0001935235741257202,0.133855938911438,0.027352994,0.13671875,468,-5.037489891052246,0.0003,4.73495626449585,-0.018917443230748177,57.9313005,3200.0
119,15232,62,244,0.2,-0.004173999885097146,0.0003063340118387714,0.13380469381809235,0.015416553,0.109375,472,-4.529941558837891,0.0003,4.737650752067566,-0.006750511936843395,57.9313005,3200.0
120,15360,62,244,0.2,-0.015012227464467287,0.0002254889768664725,0.13377049565315247,0.02369125,0.115234375,476,-4.588545799255371,0.0003,4.740565896034241,-0.02738353982567787,57.9313005,3200.0
121,15488,63,244,0.2,-0.0007302332669496536,0.0004333404140197672,0.13374173641204834,0.016701464,0.111328125,480,-3.276864528656006,0.0003,4.74229371547699,-0.0031383458990603685,57.9313005,3200.0
122,15616,63,244,0.2,-0.009425149532034993,0.0003589934785850346,0.1337229162454605,0.016292362,0.078125,484,-3.1620826721191406,0.0003,4.743921518325806,-0.01767086237668991,57.9313005,3200.0
123,15744,64,244,0.2,-0.010633952682837844,0.0005302065110299736,0.13372169435024261,0.018557886,0.099609375,488,-2.72367000579834,0.0003,4.744636178016663,-0.02382715232670307,57.9313005,3200.0
124,15872,64,244,0.2,-0.0059619080275297165,0.00027555354608921334,0.1337157040834427,0.024466477,0.125,492,-8.832992553710938,0.0003,4.744685649871826,-0.008740268647670746,57.9313005,3200.0
125,16000,65,244,0.2,-0.003615092486143112,0.0002270502591272816,0.13369832932949066,0.022822773,0.150390625,496,-6.09428596496582,0.0003,4.7453553676605225,-0.0007048918050713837,57.42249919999999,3200.0
126,16128,65,244,0.2,-0.01046098698861897,0.00024392273553530686,0.1336860954761505,0.010239132,0.037109375,500,-2.1411802768707275,0.0003,4.746362209320068,-0.021806519478559494,57.42249919999999,3200.0
127,16256,66,244,0.2,-0.007220851955935359,0.0009094264678424224,0.13367240130901337,0.018512264,0.11328125,504,0.9043732285499573,0.0003,4.7470550537109375,-0.011514327488839626,57.42249919999999,3200.0
128,16384,66,244,0.2,-0.01822724984958768,0.001138022926170379,0.133649542927742,0.01789788,0.107421875,508,-1.0685734748840332,0.0003,4.748026609420776,-0.03233600780367851,57.42249919999999,3200.0
